,Planet Name,Full Phase Curve Noise Estimate 1.95-1.989um,Full Phase Curve Noise Estimate 1.989-2.028um,Full Phase Curve Noise Estimate 2.028-2.067um,Full Phase Curve Noise Estimate 2.067-2.106um,Full Phase Curve Noise Estimate 2.106-2.145um,Full Phase Curve Noise Estimate 2.145-2.184um,Full Phase Curve Noise Estimate 2.184-2.223um,Full Phase Curve Noise Estimate 2.223-2.262um,Full Phase Curve Noise Estimate 2.262-2.301um,Full Phase Curve Noise Estimate 2.301-2.34um,Full Phase Curve Noise Estimate 2.34-2.379um,Full Phase Curve Noise Estimate 2.379-2.418um,Full Phase Curve Noise Estimate 2.418-2.457um,Full Phase Curve Noise Estimate 2.457-2.496um,Full Phase Curve Noise Estimate 2.496-2.535um,Full Phase Curve Noise Estimate 2.535-2.574um,Full Phase Curve Noise Estimate 2.574-2.613um,Full Phase Curve Noise Estimate 2.613-2.652um,Full Phase Curve Noise Estimate 2.652-2.691um,Full Phase Curve Noise Estimate 2.691-2.73um,Full Phase Curve Noise Estimate 2.73-2.769um,Full Phase Curve Noise Estimate 2.769-2.808um,Full Phase Curve Noise Estimate 2.808-2.847um,Full Phase Curve Noise Estimate 2.847-2.886um,Full Phase Curve Noise Estimate 2.886-2.925um,Full Phase Curve Noise Estimate 2.925-2.964um,Full Phase Curve Noise Estimate 2.964-3.003um,Full Phase Curve Noise Estimate 3.003-3.042um,Full Phase Curve Noise Estimate 3.042-3.081um,Full Phase Curve Noise Estimate 3.081-3.12um,Full Phase Curve Noise Estimate 3.12-3.159um,Full Phase Curve Noise Estimate 3.159-3.198um,Full Phase Curve Noise Estimate 3.198-3.237um,Full Phase Curve Noise Estimate 3.237-3.276um,Full Phase Curve Noise Estimate 3.276-3.315um,Full Phase Curve Noise Estimate 3.315-3.354um,Full Phase Curve Noise Estimate 3.354-3.393um,Full Phase Curve Noise Estimate 3.393-3.432um,Full Phase Curve Noise Estimate 3.432-3.471um,Full Phase Curve Noise Estimate 3.471-3.51um,Full Phase Curve Noise Estimate 3.51-3.549um,Full Phase Curve Noise Estimate 3.549-3.588um,Full Phase Curve Noise Estimate 3.588-3.627um,Full Phase Curve Noise Estimate 3.627-3.666um,Full Phase Curve Noise Estimate 3.666-3.705um,Full Phase Curve Noise Estimate 3.705-3.744um,Full Phase Curve Noise Estimate 3.744-3.783um,Full Phase Curve Noise Estimate 3.783-3.822um,Full Phase Curve Noise Estimate 3.822-3.861um,Full Phase Curve Noise Estimate 3.861-3.9um
167,HATS-22b,7.228279499026472e-05,7.376091238457272e-05,7.525529508160232e-05,7.676559318186191e-05,7.829148060462093e-05,7.98326527508985e-05,8.138882444672132e-05,8.295972812782079e-05,8.454511223298892e-05,8.614473977826947e-05,8.7758387088396e-05,8.938584266531342e-05,9.102690617652904e-05,9.268138754852932e-05,9.434910615250298e-05,9.602989007139456e-05,9.772357543877475e-05,9.943000584127538e-05,0.0001011490317774157,0.00010288051016654576,0.00010462430390246548,0.00010638028144689356,0.00010814831645859127,0.00010992828745445959,0.00011172007749929655,0.00011352357392137778,0.00011533866805128577,0.00011716525498170596,0.00011900323334621418,0.00012085250511522921,0.0001227129754075497,0.00012458455231604212,0.00012646714674620173,0.0001283606722664469,0.00013026504496909926,0.00013218018334116237,0.00013410600814402432,0.00013604244230135102,0.0001379894107945183,0.00013994684056490916,0.0001419146604225812,0.00014389280096077523,0.000145881194475786,0.00014787977489182756,0.00014988847769047074,0.00015190723984433583,0.00015393599975470248,0.00015597469719277218,0.00015802327324431474,0.0001600816702574278
168,HAT-P-51b,8.476353907912407e-05,8.660621316578119e-05,8.846771622427769e-05,9.034771297795687e-05,9.224588874912397e-05,9.416194753371656e-05,9.60956103003732e-05,9.80466134834453e-05,0.00010001470764416787,0.00010199965627801714,0.00010400123474959966,0.00010601922933906123,0.00010805343638627612,0.00011010366152104241,0.00011216971896905916,0.00011425143092488184,0.00011634862698419688,0.00011846114362875647,0.00012058882375817223,0.0001227315162634713,0.00012488907563800206,0.0001270613616217414,0.00012924823887558014,0.00013144957668257754,0.00013366524867344502,0.00013589513257394127,0.00013813910997204467,0.00014039706610300936,0.00014266888965067944,0.00014495447256353033,0.00014725370988412538,0.00014956649959078886,0.00015189274245042372,0.0001542323418815198,0.00015658520382646349,0.00015895123663241386,0.00016133035093998972,0.00016372245957915345,0.00016612747747174526,0.00016854532154007463,0.00017097591062116536,0.00017341916538619417,0.00017587500826470362,0.00017834336337328963,0.00018082415644838496,0.0001833173147828738,0.00018582276716623655,0.00018834044382800392,0.00019087027638428294,0.0001934121977871103
169,TOI-837b,1.8776886415437915e-05,1.9202370606888806e-05,1.963202680323393e-05,2.0065790248156055e-05,2.0503599810748802e-05,2.0945397662189314e-05,2.1391128989101453e-05,2.1840741738720284e-05,2.2294186391707977e-05,2.2751415759072914e-05,2.3212384800176465e-05,2.3677050459229792e-05,2.4145371518046277e-05,2.4617308463133012e-05,2.509282336544977e-05,2.5571879771394942e-05,2.6054442603761623e-05,2.654047807156847e-05,2.70299535878095e-05,2.7522837694279593e-05,2.80190999927472e-05,2.8518711081816612e-05,2.902164249891128e-05,2.9527866666878058e-05,3.0037356844751343e-05,3.055008708229205e-05,3.1066032177942206e-05,3.158516763987514e-05,3.2107469649870104e-05,3.263291502975029e-05,3.31614812101632e-05,3.369314620149963e-05,3.422788856676912e-05,3.476568739626932e-05,3.5306522283896386e-05,3.5850373304972814e-05,3.639722099546049e-05,3.694704633245431e-05,3.749983071586407e-05,3.8055555951178066e-05,3.861420423324263e-05,3.917575813097589e-05,3.97402005729417e-05,4.030751483373446e-05,4.087768452110585e-05,4.1450693563789e-05,4.202652619996572e-05,4.260516696633947e-05,4.318660068777179e-05,4.377081246743729e-05
170,HAT-P-56b,4.693435803319934e-05,4.802832307181584e-05,4.9132769220433155e-05,5.024754848630296e-05,5.1372520551032735e-05,5.250755211423707e-05,5.3652516309918126e-05,5.480729218603479e-05,5.59717642391473e-05,5.714582199717844e-05,5.832935964437566e-05,5.952227568336072e-05,6.072447262986031e-05,6.19358567363358e-05,6.315633774120005e-05,6.43858286407669e-05,6.562424548143479e-05,6.687150716992501e-05,6.812753529966739e-05,6.939225399164722e-05,7.066558974825802e-05,7.194747131883659e-05,7.323782957573947e-05,7.453659739995624e-05,7.584370957532296e-05,7.715910269056402e-05,7.848271504843147e-05,7.981448658129074e-05,8.11543587726058e-05,8.250227458378783e-05,8.385817838595847e-05,8.522201589620989e-05,8.659373411798895e-05,8.797328128527199e-05,8.93606068102133e-05,9.075566123401778e-05,9.215839618075847e-05,9.356876431392568e-05,9.498671929551853e-05,9.64122157474513e-05,9.784520921514375e-05,9.928565613312312e-05,0.00010073351379247962,0.00010218874031007835,0.00010365129459937797,0.00010512113634276523,0.00010659822596528896,0.00010808252460971683,0.00010957399411282525,0.0001110725969828235
171,WASP-57b,0.000112863856433992,0.00011534601137946241,0.00011785321887700514,0.00012038504940152148,0.00012294109919683326,0.00012552098789509237,0.00012812435641179843,0.00013075086507919413,0.0001334001919864958,0.0001360720315000583,0.00013876609294062687,0.00014148209939804842,0.00014421978666659011,0.00014697890228641795,0.00014975920467867913,0.00015256046236337097,0.00015538245325058054,0.00015822496399690346,0.00016108778941990078,0.00016397073196431668,0.00016687360121462157,0.00016979621344900866,0.00017273839123062287,0.00017569996303230893,0.00017868076289149053,0.00018168063009231956,0.00018469940887245675,0.00018773694815213648,0.00019079310128350974,0.00019386772581836387,0.00019696068329259634,0.0002000718390259536,0.0002032010619357079,0.0002063482243630859,0.00020951320191134337,0.00021269587329457784,0.00021589612019633293,0.00021911382713723398,0.00022234888135097704,0.0002256011726679254,0.00022887059340581808,0.00023215703826701305,0.00023546040424174012,0.00023878059051699442,0.00024211749839059352,0.0002454710311900686,0.0002488410941960128,0.00025222759456961094,0.000255630441284055,0.0002590495450595334
172,KELT-24b,9.576624504265183e-06,9.799212372734608e-06,1.0023937349137852e-05,1.0250768972103904e-05,1.047967837284365e-05,1.071063813831138e-05,1.0943622189569406e-05,1.1178605673357978e-05,1.1415564865172012e-05,1.165447708238819e-05,1.1895320606204432e-05,1.2138074611322018e-05,1.2382719102448702e-05,1.2629234856831798e-05,1.2877603372128969e-05,1.3127806819019833e-05,1.3379827998036442e-05,1.3633650300157034e-05,1.3889257670764796e-05,1.414663457661941e-05,1.4405765975537428e-05,1.4666637288505265e-05,1.4929234373986602e-05,1.5193543504214558e-05,1.5459551343273315e-05,1.572724492680807e-05,1.599661164321095e-05,1.626763921614719e-05,1.6540315688307453e-05,1.6814629406274684e-05,1.7090569006411874e-05,1.7368123401683807e-05,1.7647281769335036e-05,1.7928033539354774e-05,1.8210368383662625e-05,1.8494276205963208e-05,1.877974713221169e-05,1.906677150164569e-05,1.935533985834426e-05,1.9645442943266635e-05,1.9937071686743593e-05,2.0230217201385378e-05,2.0524870775373684e-05,2.0821023866117178e-05,2.1118668094239657e-05,2.1417795237881936e-05,2.1718397227293265e-05,2.2020466139696364e-05,2.2323994194407453e-05,2.2628973748190842e-05
173,HATS-35b,9.19540111503939e-05,9.406812714319274e-05,9.620271661840489e-05,9.835747690035132e-05,0.0001005321216280151,0.00010272637932930442,0.00010493999215525236,0.000107172714753003,0.00010942431325961583,0.00011169456440130096,0.00011398325468500625,0.00011629017967107107,0.00011861514331723037,0.0001209579573856326,0.00012331844090558624,0.00012569641968575586,0.00012809172587032133,0.00013050419753431636,0.0001329336783139654,0.0001353800170683282,0.00013784306756906285,0.0001403226882154201,0.000142818741771975,0.00014533109512690156,0.00014785961906875665,0.00015040418808008499,0.00015296468014625925,0.00015554097657814264,0.00015813296184738143,0.00016074052343316962,0.00016336355167951137,0.00016600193966207765,0.0001686555830638505,0.00017132438005883514,0.00017400823120315774,0.0001767070393330058,0.0001794207094688168,0.00018214914872525164,0.00018489226622654537,0.0001876499730267516,0.00019042218203459558,0.0001932088079425661,0.00019600976715991434,0.00019882497774934265,0.00020165435936707096,0.00020449783320608308,0.00020735532194230723,0.00021022674968356416,0.00021311204192109436,0.00021601112548345623
174,WASP-94Ab,2.6436334699887376e-05,2.7039736762988566e-05,2.7649017952393826e-05,2.8264089206848067e-05,2.8884866359490238e-05,2.9511269705631556e-05,3.0143223619308372e-05,3.078065621213424e-05,3.142349902895266e-05,3.20716867755854e-05,3.272515707467743e-05,3.338385024619094e-05,3.4047709109581595e-05,3.4716678805111836e-05,3.539070663207931e-05,3.606974190204541e-05,3.675373580539211e-05,3.744264128974937e-05,3.81364129490206e-05,3.8835006921882714e-05,3.95383807987905e-05,4.0246493536607816e-05,4.095930538010781e-05,4.167677778967488e-05,4.239887337459207e-05,4.312555583140066e-05,4.385678988685122e-05,4.4592541245018384e-05,4.5332776538217e-05,4.607746328136991e-05,4.682656982953183e-05,4.758006533829623e-05,4.8337919726841156e-05,4.910010364339632e-05,4.986658843292582e-05,5.063734610686167e-05,5.141234931470955e-05,5.219157131738672e-05,5.2974985962168556e-05,5.376256765909934e-05,5.455429135877988e-05,5.535013253142174e-05,5.6150067147067755e-05,5.695407165691346e-05,5.7762122975635866e-05,5.8574198464669705e-05,5.9390275916357936e-05,6.021033353892604e-05,6.1034349942223364e-05,6.186230412417009e-05
175,HAT-P-24b,6.0603934275327515e-05,6.200273787691149e-05,6.341504497694472e-05,6.484065854524051e-05,6.62793920583143e-05,6.773106858660664e-05,6.919551998375735e-05,7.067258616446514e-05,7.216211445948961e-05,7.36639590379926e-05,7.517798038888538e-05,7.670404485398831e-05,7.824202420680725e-05,7.979179527161155e-05,8.135323957816475e-05,8.2926243048102e-05,8.451069570945255e-05,8.610649143625217e-05,8.771352771057656e-05,8.933170540463694e-05,9.096092858090136e-05,9.2601104308395e-05,9.42521424935858e-05,9.591395572445266e-05,9.758645912643381e-05,9.92695702291765e-05,0.00010096320884307271,0.00010266729694467585,0.00010438175857023572,0.0001061065197166095,0.00010784150824892474,0.00010958665381441509,0.00011134188776191201,0.00011310714306653061,0.00011488235425911193,0.00011666745736007421,0.00011846238981729005,0.0001202670904476936,0.00012208149938235522,0.00012390555801471291,0.00012573920895177798,0.0001275823959680771,0.0001294350639621166,0.00013129715891523088,0.000133168627852613,0.00013504941880640044,0.00013693948078065814,0.00013883876371815167,0.00014074721846878894,0.00014266479675959583
176,WASP-31b,6.022002925835072e-05,6.160454881708613e-05,6.300247631414336e-05,6.441361352936847e-05,6.583777292696393e-05,6.727477672178359e-05,6.872445605036906e-05,7.018665023287644e-05,7.166120611412581e-05,7.314797747369686e-05,7.464682449650501e-05,7.615761329646753e-05,7.768021548689645e-05,7.92145077921588e-05,8.076037169583316e-05,8.231769312125026e-05,8.388636214082487e-05,8.546627271104583e-05,8.70573224303863e-05,8.865941231771727e-05,9.027244660913546e-05,9.189633257131522e-05,9.353098032975073e-05,9.517630271045196e-05,9.683221509376185e-05,9.849863527918983e-05,0.00010017548336022243,0.00010186268160818638,0.00010356015436438277,0.00010526782793973441,0.00010698563052130786,0.00010871349208511895,0.00011045134431469301,0.0001121991205249088,0.00011395675559067909,0.00011572418588011273,0.00011750134919176831,0.00011928818469569659,0.00012108463287800401,0.00012289063548862164,0.0001247061354920917,0.00012653107702113064,0.0001283654053327503,0.00013020906676679603,0.00013206200870669648,0.0001339241795422961,0.00013579552863460907,0.00013767600628238584,0.00013956556369036866,0.00014146415293909972
177,WASP-183b,7.904617716918139e-05,8.074541389134015e-05,8.246223182555421e-05,8.419630641555083e-05,8.594733347964794e-05,8.771502728646703e-05,8.94991188562745e-05,9.129935445719963e-05,9.311549427030851e-05,9.494731120137851e-05,9.679458982056715e-05,9.865712541384789e-05,0.000100534723132382,0.00010242719722797608,0.00010433437036434746,0.0001062560729953464,0.00010819214280244258,0.00011014242418479106,0.00011210676779605429,0.0001140850301228722,0.00011607707310055325,0.00011808276376203403,0.00012010197391667885,0.00012213457985590527,0.00012418046208289972,0.0001262395050641007,0.00012831159700032034,0.00013039662961561248,0.00013249449796226318,0.00013460510024037762,0.0001367283376307546,0.00013886411413985316,0.00014101233645578485,0.00014317291381437986,0.00014534575787444447,0.00014753078260147534,0.00014972790415908343,0.00015193704080751475,0.00015415811280872433,0.00015639104233741854,0.00015863575339766106,0.0001608921717445875,0.0001631602248108157,0.00016543984163725042,0.00016773095280791112,0.00017003349038851825,0.0001723473878685429,0.00017467258010649825,0.0001770090032782406,0.00017935659482803883
178,HAT-P-66b,0.00010444690068604499,0.00010680717472931055,0.00010919064936218108,0.00011159696114139815,0.0001140257671110953,0.00011647674296908931,0.00011894958144168087,0.00012144399083914094,0.00012395969376827214,0.00012649642598186166,0.00012905393534787398,0.0001316319809236121,0.00013423033212214472,0.00013684876796010243,0.00013948707637734478,0.00014214505362031092,0.0001448225036819133,0.00014751923779175296,0.0001502350739512258,0.00015296983650873395,0.000155723355770863,0.0001584954676457939,0.0001612860133157228,0.0001640948389354486,0.00016692179535451507,0.00016976673786072091,0.00017262952594296137,0.00017551002307158677,0.0001784080964947391,0.00018132361704918817,0.00018425645898441357,0.00018720649979877852,0.00019017362008676245,0.00019315770339633215,0.00019615863609558583,0.00019917630724796862,0.00020221060849531257,0.00020526143394810812,0.00020832868008248276,0.0002114122456432876,0.00021451203155291562,0.00021762794082539168,0.00022075987848531537,0.0002239077514913761,0.0002270714686640531,0.00023025094061724608,0.00023344607969353186,0.0002366567999028332,0.0002398830168642638,0.0002431246477508932
179,WASP-63b,3.0310726224779826e-05,3.097484200588609e-05,3.164568706648309e-05,3.232314460724732e-05,3.300710489141587e-05,3.369746458979491e-05,3.439412620176676e-05,3.509699754201381e-05,3.5805991284249794e-05,3.652102455453268e-05,3.7242018567853256e-05,3.796889830258345e-05,3.8701592208135376e-05,3.944003194184601e-05,4.018415213162498e-05,4.093389016138296e-05,4.168918597664505e-05,4.244998190809164e-05,4.321622251105878e-05,4.3987854419268956e-05,4.4764826211294666e-05,4.554708828841357e-05,4.633459276269267e-05,4.712729335427924e-05,4.7925145296966244e-05,4.872810525124467e-05,4.953613122411683e-05,5.0349182495025204e-05,5.116721954734456e-05,5.199020400491508e-05,5.2818098573169926e-05,5.365086698444819e-05,5.448847394712838e-05,5.533088509825656e-05,5.6178066959365464e-05,5.702998689523473e-05,5.788661307533297e-05,5.874791443773267e-05,5.961386065531133e-05,6.0484422104035046e-05,6.135956983318772e-05,6.223927553738787e-05,6.31235115302492e-05,6.40122507195832e-05,6.49054665840135e-05,6.580313315091115e-05,6.670522497554802e-05,6.761171712139233e-05,6.85225851414653e-05,6.94378050606739e-05
180,HAT-P-33b,4.1855979962299735e-05,4.2825734712971354e-05,4.3804823125760785e-05,4.479311073512564e-05,4.5790470169989923e-05,4.6796780541043214e-05,4.7811926896311433e-05,4.883579973601044e-05,4.986829457904232e-05,5.090931157458573e-05,5.195875515321361e-05,5.3016533712730595e-05,5.40825593345885e-05,5.515674752732588e-05,5.6239016993922425e-05,5.7329289420388066e-05,5.8427489283243175e-05,5.9533543673845304e-05,6.064738213777507e-05,6.176893652770125e-05,6.289814086836148e-05,6.403493123242008e-05,6.517924562613546e-05,6.633102388389668e-05,6.749020757075475e-05,6.865673989222641e-05,6.983056561068776e-05,7.101163096775091e-05,7.219988361211165e-05,7.339527253236939e-05,7.459774799440032e-05,7.580726148289445e-05,7.702376564670944e-05,7.824721424773056e-05,7.947756211294222e-05,8.071476508947798e-05,8.195878000239059e-05,8.320956461494305e-05,8.446707759124471e-05,8.57312784610219e-05,8.700212758640103e-05,8.827958613054407e-05,8.956361602799085e-05,9.085417995661671e-05,9.215124131106802e-05,9.345476417759064e-05,9.476471331014431e-05,9.608105410773109e-05,9.740375259285546e-05,9.873277539102533e-05
181,WASP-48b,7.210861858995005e-05,7.372975286271169e-05,7.53668979724054e-05,7.701979874616424e-05,7.868821457700386e-05,8.037191811159002e-05,8.207069408777134e-05,8.378433830184217e-05,8.551265668854078e-05,8.725546449926071e-05,8.901258556613648e-05,9.078385164138236e-05,9.256910180275323e-05,9.43681819172961e-05,9.618094415656916e-05,9.800724655744837e-05,9.984695262339506e-05,0.00010169993096171935,0.00010356605495294256,0.00010544520244882647,0.00010733725549610002,0.00010924210008321054,0.00011115962590778583,0.00011308972616277221,0.00011503229733937853,0.0001169872390452591,0.00011895445383647785,0.00012093384706195731,0.00012292532671930896,0.00012492880332098962,0.0001269441897698869,0.0001289714012435087,0.00013101035508603946,0.00013306097070760515,0.00013512316949012952,0.00013719687469928042,0.00013928201140197348,0.00014137850638901026,0.00014348628810247633,0.0001456052865674729,0.00014773543332791337,0.00014987666138605675,0.0001520289051454808,0.00015419210035729373,0.0001563661840693094,0.00015855109457800512,0.00016074677138304538,0.0001629531551442192,0.00016517018764062268,0.00016739781173190707
182,HD219134b,2.318451436675045e-06,2.3652926982254882e-06,2.4126578254999476e-06,2.460535150224055e-06,2.5089138115676443e-06,2.557783676315979e-06,2.607135268659071e-06,2.656959708261873e-06,2.7072486554870767e-06,2.7579942628134738e-06,2.8091891316387884e-06,2.8608262737740713e-06,2.912899077037099e-06,2.965401274437803e-06,3.0183269165179875e-06,3.0716703464688293e-06,3.1254261777000153e-06,3.179589273577743e-06,3.234154729085865e-06,3.2891178541954077e-06,3.3444741587561836e-06,3.4002193387454755e-06,3.456349263730355e-06,3.5128599654177298e-06,3.569747627179052e-06,3.627008574452701e-06,3.6846392659361818e-06,3.742636285490344e-06,3.8009963346881314e-06,3.859716225945692e-06,3.918792876181916e-06,3.978223300957603e-06,4.038004609050729e-06,4.098133997429011e-06,4.158608746584144e-06,4.219426216197489e-06,4.280583841107535e-06,4.342079127554187e-06,4.4039096496776705e-06,4.466073046249323e-06,4.52856701761731e-06,4.591389322849395e-06,4.654537777056545e-06,4.718010248884808e-06,4.78180465816125e-06,4.845918973683129e-06,4.910351211138923e-06,4.9750994311522095e-06,5.0401617374393035e-06,5.105536275071561e-06
183,HATS-3b,5.54509186292582e-05,5.6729293709095346e-05,5.802002125740583e-05,5.932292033213245e-05,6.063781967121658e-05,6.196455685014324e-05,6.330297753377033e-05,6.46529348099931e-05,6.60142885946654e-05,6.73869050987167e-05,6.877065634976215e-05,7.016541976155787e-05,7.157107774557607e-05,7.29875173597882e-05,7.441462999036129e-05,7.585231106256617e-05,7.73004597776625e-05,7.875897887293911e-05,8.022777440244388e-05,8.170675553622495e-05,8.31958343762025e-05,8.469492578696568e-05,8.620394724002366e-05,8.772281867021463e-05,8.925146234307171e-05,9.078980273214885e-05,9.23377664053699e-05,9.389528191956565e-05,9.546227972249463e-05,9.703869206166305e-05,9.862445289936777e-05,0.00010021949783342806,0.00010182376402312914,0.00010343719011995174,0.00010505971620268377,0.00010669128371659347,0.00010833183541631106,0.00010998131531214573,0.00011163966861959611,0.00011330684171176759,0.00011498278207452797,0.00011666743826418284,0.00011836075986747248,0.00012006269746376353,0.00012177320258924912,0.00012349222770304026,0.00012521972615500338,0.00012695565215524476,0.00012869996074513026,0.00013045260776971634
184,HAT-P-8b,2.7360918072066227e-05,2.798649242927121e-05,2.861815306014771e-05,2.925580829360492e-05,2.9899371473784167e-05,3.0548760518232415e-05,3.120389752586607e-05,3.1864708428121096e-05,3.253112267768041e-05,3.32030729699789e-05,3.3880494993405864e-05,3.456332720468723e-05,3.525151062641957e-05,3.594498866415862e-05,3.6643706940793856e-05,3.734761314625458e-05,3.805665690084031e-05,3.877078963068727e-05,3.9489964454071206e-05,4.021413607739945e-05,4.094326069990083e-05,4.1677295926117325e-05,4.241620068542294e-05,4.315993515788832e-05,4.390846070586108e-05,4.4661739810737355e-05,4.541973601443332e-05,4.6182413865119285e-05,4.6949738866845996e-05,4.772167743270562e-05,4.849819684122499e-05,4.9279265195712104e-05,5.006485138630598e-05,5.085492505450746e-05,5.164945655998034e-05,5.244841694945441e-05,5.325177792754753e-05,5.405951182936342e-05,5.487159159473882e-05,5.56879907439921e-05,5.650868335508396e-05,5.733364404207723e-05,5.8162847934793204e-05,5.899627065959746e-05,5.9833888321219265e-05,6.0675677485543486e-05,6.152161516329973e-05,6.237167879459709e-05,6.322584623424657e-05,6.408409573780784e-05
185,WASP-96b,7.388610693698304e-05,7.550374077634688e-05,7.713777876038442e-05,7.878793545544142e-05,8.045394271451474e-05,8.213554807282241e-05,8.383251332961847e-05,8.554461329104751e-05,8.72716346526896e-05,8.901337500359425e-05,9.076964193634681e-05,9.254025224989306e-05,9.432503123372832e-05,9.612381202368396e-05,9.793643502082624e-05,9.976274736615858e-05,0.00010160260246476671,0.00010345585955387501,0.000105322383309992,0.0001072020434909082,0.00010909471460887734,0.00011100027563169467,0.00011291860970882445,0.00011484960392007198,0.00011679314904451682,0.00011874913934777737,0.00012071747238582901,0.0001226980488237947,0.00012469077226835544,0.00012669554911250118,0.0001287122883915286,0.0001307409016492844,0.00013278130281375958,0.00013483340808123745,0.00013689713580825177,0.00013897240641074234,0.00014105914226977462,0.0001431572676433098,0.00014526670858356976,0.0001473873928594982,0.00014951924988398132,0.00015166221064544282,0.00015381620764346078,0.00015598117482815637,0.0001581570475430367,0.00016034376247106908,0.0001625412575837346,0.00016474947209287573,0.00016696834640513903,0.00016919782207880585
186,WASP-24b,5.3613132717711505e-05,5.4830051840403906e-05,5.605888537774203e-05,5.7299449439654636e-05,5.855157038760067e-05,5.98150839223434e-05,6.108983427511104e-05,6.237567348837835e-05,6.367246077458482e-05,6.498006194279688e-05,6.629834888482127e-05,6.762719911345338e-05,6.896649534656546e-05,7.031612513163588e-05,7.167598050600907e-05,7.304595768882744e-05,7.442595680109254e-05,7.581588161076922e-05,7.721563930023734e-05,7.862514025371485e-05,8.004429786259774e-05,8.147302834686263e-05,8.291125059092895e-05,8.435888599257032e-05,8.581585832357413e-05,8.72820936010641e-05,8.875751996847167e-05,9.024206758525352e-05,9.173566852459015e-05,9.323825667832886e-05,9.474976766854697e-05,9.627013876516098e-05,9.779930880906628e-05,9.933721814034982e-05,0.00010088380853114288,0.00010243902312276603,0.00010400280636679191,0.00010557510396973086,0.0001071558628410786,0.00010874503104442464,0.00011034255775143593,0.00011194839319848498,0.00011356248864571232,0.00011518479633838517,0.00011681526947035677,0.00011845386214950051,0.00012010052936496551,0.00012175522695614775,0.0001234179115832578,0.00012508854069935726
187,TOI-216.01,1.6604675930670006e-05,1.69523239457916e-05,1.7303683631910646e-05,1.765868057367922e-05,1.8017245245357873e-05,1.837931253891601e-05,1.8744821348169133e-05,1.9113714201245624e-05,1.948593693486978e-05,1.9861438404925022e-05,2.024017022860102e-05,2.0622086554104738e-05,2.100714385449197e-05,2.1395300742671148e-05,2.1786517805027373e-05,2.218075745147044e-05,2.2577983780000667e-05,2.2978162454137883e-05,2.3381260591773907e-05,2.3787246664187554e-05,2.4196090404129027e-05,2.4607762722001243e-05,2.5022235629293694e-05,2.5439482168527034e-05,2.5859476349038513e-05,2.6282193088036554e-05,2.6707608156403617e-05,2.7135698128785017e-05,2.756644033756486e-05,2.799981283035812e-05,2.8435794330698427e-05,2.887436420163074e-05,2.9315502411949086e-05,2.9759189504847806e-05,3.0205406568772497e-05,3.065413521029121e-05,3.110535752880604e-05,3.1559056092956486e-05,3.2015213918581583e-05,3.2473814448102234e-05,3.293484153122337e-05,3.339827940684756e-05,3.3864112686101023e-05,3.433232633639808e-05,3.4802905666456194e-05,3.5275836312197185e-05,3.5751104223464586e-05,3.6228695651503334e-05,3.670859713714617e-05,3.7190795499650515e-05
188,KELT-3b,3.085479560972725e-05,3.1564409755137133e-05,3.228089410082805e-05,3.300414719023203e-05,3.373407303059119e-05,3.447058061570717e-05,3.52135835022129e-05,3.596299943229021e-05,3.671874999682117e-05,3.748076033382457e-05,3.824895885780102e-05,3.902327701621059e-05,3.980364906983159e-05,4.059001189421068e-05,4.138230479976662e-05,4.218046936844618e-05,4.298444930509628e-05,4.3794190301951194e-05,4.46096399148359e-05,4.543074744984994e-05,4.62574638594649e-05,4.7089741647068644e-05,4.792753477912217e-05,4.8770798604194055e-05,4.961948977819214e-05,5.04735661952273e-05,5.133298692357829e-05,5.219771214628496e-05,5.306770310597058e-05,5.394292205350576e-05,5.482333220018753e-05,5.5708897673131604e-05,5.659958347360718e-05,5.7495355438073774e-05,5.8396180201691555e-05,5.930202516412331e-05,6.021285845742902e-05,6.112864891589818e-05,6.204936604768278e-05,6.297498000806997e-05,6.390546157429782e-05,6.484078212179155e-05,6.578091360170795e-05,6.67258285197163e-05,6.767549991591054e-05,6.862990134578671e-05,6.958900686220353e-05,7.055279099827008e-05,7.152122875109753e-05,7.24942955663453e-05
189,WASP-132b,2.9543153184595693e-05,3.0141101777337157e-05,3.074572151414144e-05,3.135686456077546e-05,3.197439328897956e-05,3.2598179268547606e-05,3.322810238076408e-05,3.386405003633392e-05,3.450591648357564e-05,3.515360219480593e-05,3.58070133206849e-05,3.6466061203780684e-05,3.7130661943877816e-05,3.780073600863292e-05,3.8476207884054455e-05,3.915700576005553e-05,3.984306124696399e-05,4.053430911942117e-05,4.123068708456806e-05,4.1932135571807826e-05,4.2638597541793905e-05,4.3350018312559934e-05,4.406634540098096e-05,4.478752837797647e-05,4.551351873602756e-05,4.624426976778346e-05,4.6979736454648565e-05,4.771987536436673e-05,4.84646445567513e-05,4.921400349677521e-05,4.996791297434027e-05,5.072633503010889e-05,5.148923288684889e-05,5.225657088580069e-05,5.3028314427617306e-05,5.3804429917495086e-05,5.458488471412016e-05,5.5369647082115556e-05,5.6158686147708367e-05,5.6951971857329426e-05,5.774947493893159e-05,5.855116686580045e-05,5.9357019822652445e-05,6.016700667386198e-05,6.098110093363742e-05,6.179927673800946e-05,6.26215088184879e-05,6.34477724772729e-05,6.427804356390594e-05,6.511229845324543e-05
