,Planet Name,Full Phase Curve Noise Estimate 3.9-4.03um,Full Phase Curve Noise Estimate 4.03-4.16um,Full Phase Curve Noise Estimate 4.16-4.29um,Full Phase Curve Noise Estimate 4.29-4.42um,Full Phase Curve Noise Estimate 4.42-4.55um,Full Phase Curve Noise Estimate 4.55-4.68um,Full Phase Curve Noise Estimate 4.68-4.81um,Full Phase Curve Noise Estimate 4.81-4.94um,Full Phase Curve Noise Estimate 4.94-5.07um,Full Phase Curve Noise Estimate 5.07-5.2um,Full Phase Curve Noise Estimate 5.2-5.33um,Full Phase Curve Noise Estimate 5.33-5.46um,Full Phase Curve Noise Estimate 5.46-5.59um,Full Phase Curve Noise Estimate 5.59-5.72um,Full Phase Curve Noise Estimate 5.72-5.85um,Full Phase Curve Noise Estimate 5.85-5.98um,Full Phase Curve Noise Estimate 5.98-6.11um,Full Phase Curve Noise Estimate 6.11-6.24um,Full Phase Curve Noise Estimate 6.24-6.37um,Full Phase Curve Noise Estimate 6.37-6.5um,Full Phase Curve Noise Estimate 6.5-6.63um,Full Phase Curve Noise Estimate 6.63-6.76um,Full Phase Curve Noise Estimate 6.76-6.89um,Full Phase Curve Noise Estimate 6.89-7.02um,Full Phase Curve Noise Estimate 7.02-7.15um,Full Phase Curve Noise Estimate 7.15-7.28um,Full Phase Curve Noise Estimate 7.28-7.41um,Full Phase Curve Noise Estimate 7.41-7.54um,Full Phase Curve Noise Estimate 7.54-7.67um,Full Phase Curve Noise Estimate 7.67-7.8um
79,HAT-P-69b,3.4437986637501824e-05,3.5994160413695966e-05,3.757382767871358e-05,3.917662569332481e-05,4.0802209128575344e-05,4.2450248623121014e-05,4.412042951172715e-05,4.581245069870056e-05,4.752602365488313e-05,4.926087152065223e-05,5.101672830040228e-05,5.279333813639605e-05,5.459045465183917e-05,5.640784035460399e-05,5.82452660943292e-05,6.010251056669367e-05,6.197935985953846e-05,6.387560703624462e-05,6.579105175240884e-05,6.772549990235215e-05,6.967876329245274e-05,7.165065933866806e-05,7.36410107859189e-05,7.56496454472884e-05,7.767639596122912e-05,7.972109956516517e-05,8.178359788405112e-05,8.386373673262618e-05,8.596136593019637e-05,8.807633912693666e-05
80,EPIC211945201b,1.526272871804808e-05,1.5935783684622556e-05,1.66189521303859e-05,1.731207286779273e-05,1.8014993013696828e-05,1.8727567233829208e-05,1.9449657085762676e-05,2.0181130443989464e-05,2.0921860993975794e-05,2.167172778456414e-05,2.243061483005557e-05,2.3198410754848043e-05,2.3975008474742186e-05,2.4760304910005983e-05,2.5554200726086847e-05,2.6356600098507927e-05,2.7167410499010397e-05,2.798654250043735e-05,2.8813909598222443e-05,2.9649428046634674e-05,3.04930167081887e-05,3.1344596914840564e-05,3.220409233976259e-05,3.307142887864434e-05,3.394653453959834e-05,3.48293393408546e-05,3.571977521552237e-05,3.661777592278938e-05,3.7523276964981995e-05,3.843621550998969e-05
81,K2-34b,6.417681036351822e-05,6.701355381673506e-05,6.98929342978409e-05,7.281427474645814e-05,7.577693272165606e-05,7.878029728128378e-05,8.182378626462108e-05,8.490684391175783e-05,8.802893876620898e-05,9.11895618174271e-05,9.438822484782701e-05,9.762445895520317e-05,0.000100897813226443,0.00010420785354242438,0.00010755416149723313,0.00011093633341748016,0.00011435397946963891,0.00011780672284509829,0.00012129419901412878,0.00012481605504113932,0.00012837194895466074,0.00013196154916635445,0.00013558453393405963,0.00013924059086452037,0.00014292941645197902,0.0001466507156492521,0.0001504042014682977,0.00015418959460765966,0.00015800662310439404,0.0001618550220084145
82,WASP-61b,8.525170416918702e-05,8.902940470555453e-05,9.286390368404838e-05,9.675430253039099e-05,0.00010069974825691905,0.00010469942939321946,0.00010875257243786186,0.0001128584387458388,0.00011701632178302268,0.00012122554469190996,0.0001254854581230897,0.00012979543829489006,0.00013415488525009335,0.00013856322128372184,0.00014301988952006663,0.00014752435262053401,0.00015207609160663768,0.00015667460478475332,0.00016131940676119113,0.00016601002753766618,0.00017074601167861258,0.000175526917542909,0.00018035231657350333,0.00018522179263924518,0.00019013494142393643,0.00019509136985817392,0.00020009069559006563,0.00020513254649139387,0.00021021656019608445,0.00021534238366827322
83,KELT-21b,6.304690797330665e-05,6.590383941123541e-05,6.880393680711255e-05,7.174653550552684e-05,7.473100253282467e-05,7.775673399813096e-05,8.082315279928944e-05,8.392970658748433e-05,8.707586595279584e-05,9.02611227996221e-05,9.348498888621098e-05,9.674699450678744e-05,0.00010004668729822163,0.00010338363115595487,0.00010675740524619888,0.0001101676031033202,0.00011361383180287351,0.00011709571120205033,0.00012061287324043729,0.00012416496129485645,0.00012775162958287333,0.00013137254261022524,0.000135027374657974,0.00013871580930568646,0.00014243753898738012,0.00014619226457731496,0.00014997969500302893,0.00015379954688333333,0.00015765154418915,0.0001615354179253638
84,HAT-P-16b,5.252238766567927e-05,5.484527948301754e-05,5.720308742385368e-05,5.959525750382642e-05,6.202126401473105e-05,6.448060698122102e-05,6.69728099455326e-05,6.949741802616562e-05,7.205399620707242e-05,7.464212782214476e-05,7.726141320624132e-05,7.991146848908283e-05,8.259192451242064e-05,8.5302425854119e-05,8.804262994543053e-05,9.081220626989141e-05,9.361083563400316e-05,9.643820950131033e-05,9.929402938270475e-05,0.00010217800627674759,0.00010508986015465919,0.00010802931948533182,0.00011099612079629844,0.0001139900082671058,0.00011701073335197975,0.0001200580544290249,0.0001231317364735167,0.00012623155075315435,0.00012935727454331902,0.0001325086908606539
85,WASP-174b,7.135720521761542e-05,7.452870315324397e-05,7.774790669763211e-05,8.101406437304813e-05,8.432646247553854e-05,8.76844217422246e-05,9.108729444057249e-05,9.453446181113637e-05,9.802533180857149e-05,0.00010155933709605485,0.00010513593325637188,0.00010875459718934279,0.00011241482567042107,0.00011611613404939849,0.000119858055071504,0.00012364013780592152,0.0001274619466689732,0.00013132306053106017,0.00013522307189802282,0.00013916158615881387,0.00014313822089248772,0.00014715260522841725,0.00015120437925440004,0.0001552931934679801,0.00015941870826688737,0.00016358059347495335,0.000167778527900276,0.00017201219892281272,0.00017628130210880835,0.00018058554084982384
86,WASP-130b,2.8090590442336378e-05,2.9317334594992423e-05,3.0562499221568635e-05,3.18257858804064e-05,3.3106912013212975e-05,3.440560944407639e-05,3.5721623080884995e-05,3.705470978460068e-05,3.8404637378800536e-05,3.97711837772744e-05,4.115413621165104e-05,4.2553290544306046e-05,4.3968450654418164e-05,4.5399427887105566e-05,4.684604055724662e-05,4.8308113500943086e-05,4.978547766867722e-05,5.1277969755113373e-05,5.278543186125171e-05,5.430771118523708e-05,5.584465973865216e-05,5.739613408555465e-05,5.896199510187129e-05,6.054210775307252e-05,6.213634088831609e-05,6.374456704946116e-05,6.53666622935437e-05,6.700250602748561e-05,6.865198085391869e-05,7.031497242716079e-05
87,KOI-12b,2.7069859427375757e-05,2.82822576643553e-05,2.951291916904306e-05,3.076155913677002e-05,3.202790676069194e-05,3.33117040328119e-05,3.4612704692372225e-05,3.593067329829444e-05,3.7265384406783324e-05,3.8616621838675906e-05,3.998417802384936e-05,4.136785341216981e-05,4.276745594221613e-05,4.4182800560410123e-05,4.561370878433253e-05,4.706000830494553e-05,4.852153262320834e-05,4.999812071721142e-05,5.1489616736502154e-05,5.299586972070252e-05,5.451673333990908e-05,5.605206565468518e-05,5.7601728893718053e-05,5.91655892474507e-05,6.074351667620087e-05,6.233538473144342e-05,6.394107038907863e-05,6.556045389365655e-05,6.719341861260646e-05,6.883985089965271e-05
88,WASP-37b,0.00010480609416115688,0.00010940347717771788,0.00011406990967956697,0.00011880428159641641,0.00012360554105275581,0.000128472688962765,0.0001334047743431248,0.0001384008902225997,0.00014346017005147834,0.00014858178453266724,0.0001537649388108324,0.00015900886996745108,0.00016431284477878678,0.00016967615770104488,0.00017509812905284564,0.00018057810336991807,0.00018611544791077438,0.00019170955129530113,0.0001973598222608871,0.00020306568852281298,0.0002088265957275035,0.00021464200648876961,0.00022051139949843035,0.00022643426870381115,0.00023241012254556455,0.0002384384832500203,0.0002445188861709498,0.00025065087917628813,0.00025683402207573886,0.00026306788608575725
89,HD191939c,5.9387127300866335e-06,6.196065104677817e-06,6.457281485125431e-06,6.722298355208738e-06,6.991055671663245e-06,7.263496526100807e-06,7.539566853672791e-06,7.819215180346724e-06,8.10239240232795e-06,8.389051592435487e-06,8.6791478292336e-06,8.972638045496217e-06,9.269480893197068e-06,9.569636622704014e-06,9.873066974247854e-06,1.0179735080052138e-05,1.048960537576529e-05,1.0802643520045317e-05,1.1118816321322426e-05,1.1438091670902687e-05,1.1760438481697036e-05,1.208582663195856e-05,1.2414226913492203e-05,1.2745610983871938e-05,1.307995132226064e-05,1.3417221188476538e-05,1.3757394584992963e-05,1.4100446221599017e-05,1.4446351482473686e-05,1.4795086395460616e-05
90,WASP-83b,6.119517506810669e-05,6.385935750101943e-05,6.656354125087073e-05,6.93070745545012e-05,7.20893407101627e-05,7.490975472428767e-05,7.776776041508523e-05,8.066282789437788e-05,8.359445136502522e-05,8.656214718355402e-05,8.956545214716568e-05,9.260392197176729e-05,9.567712993362022e-05,9.878466565189703e-05,0.00010192613399323377,0.00010510115408243604,0.00010830935840597219,0.00011155039199692419,0.00011482391169177425,0.00011812958545075117,0.00012146709173464701,0.00012483611893198202,0.00012823636483119252,0.00013166753613321448,0.00013512934800042793,0.00013862152363840763,0.00014214379390734802,0.00014569589696043693,0.00014927757790669642,0.0001528885884961565
91,WASP-46b,0.00017517058279374197,0.00018281539910223774,0.000190575005302506,0.0001984475393970837,0.00020643123871149857,0.0002145244304841261,0.00022272552372778692,0.00023103300214563155,0.00023944541792775436,0.00024796138628882096,0.0002565795806333561,0.00026529872825599416,0.00027411760650044074,0.0002830350393138959,0.0002920498941442085,0.00030116107913554646,0.00031036754058524457,0.0003196682606301421,0.00032906225513548216,0.0003385485717631824,0.0003481262881995978,0.0003577945105255932,0.0003675523717139651,0.00037739903024120336,0.0003873336688022416,0.0003973554931181855,0.0004074637308281936,0.00041765763045782466,0.000427936460456849,0.0004382995083004969
92,XO-4b,4.398744004667657e-05,4.594240180636324e-05,4.792676987622645e-05,4.994008101089539e-05,5.198189525326414e-05,5.405179387950192e-05,5.614937760429659e-05,5.8274265004081435e-05,6.042609112419808e-05,6.26045062423261e-05,6.480917476551973e-05,6.703977424214828e-05,6.929599447321934e-05,7.157753671009355e-05,7.388411292766758e-05,7.621544516379107e-05,7.857126491705225e-05,8.095131259620653e-05,8.335533701548926e-05,8.578309493081432e-05,8.823435061254371e-05,9.070887545107458e-05,9.320644759195092e-05,9.572685159761979e-05,9.826987813330354e-05,0.00010083532367474428,0.00010342299023582997,0.00010603268511436326,0.00010866422065437384,0.00011131741402359741
93,WASP-170b,0.00010975197397405718,0.00011454178323965979,0.00011940351335528968,0.00012433599769871013,0.00012933813187784962,0.00013440886783493868,0.00013954720874744734,0.0001447522045895797,0.00015002294824558287,0.0001553585720873337,0.00016075824494518173,0.00016622116941396938,0.00017174657944645492,0.00017733373819450873,0.0001829819360650459,0.00018869048896299215,0.00019445873669788819,0.00020028604153428026,0.00020617178686902345,0.0002121153760209699,0.00021811623112058496,0.00022417379208872687,0.00023028751569521656,0.0002364568746890458,0.00024268135699311271,0.0002489604649572117,0.0002552937146637488,0.0002616806352813663,0.0002681207684620899,0.00027461366777822204
94,HD191939b,1.0534685823154866e-05,1.0991203343934395e-05,1.1454575226857103e-05,1.1924688800463611e-05,1.2401437553973557e-05,1.2884720537565476e-05,1.3374441845574237e-05,1.3870510168184932e-05,1.4372838400148842e-05,1.4881343297313466e-05,1.5395945173518896e-05,1.5916567631788796e-05,1.6443137324836308e-05,1.6975583740766817e-05,1.7513839010554408e-05,1.805783773442988e-05,1.860751682477014e-05,1.9162815363449484e-05,1.972367447192374e-05,2.0290037192562852e-05,2.0861848379962194e-05,2.1439054601138114e-05,2.202160404365713e-05,2.26094464308739e-05,2.3202532943560108e-05,2.3800816147292397e-05,2.4404249925043713e-05,2.501278941449485e-05,2.5626390949627175e-05,2.6245012006219177e-05
95,HD86226c,1.0977148009819406e-05,1.1459402672896964e-05,1.194890128420691e-05,1.2445527684972038e-05,1.2949171775067753e-05,1.345972895364544e-05,1.397709963365655e-05,1.4501188817860558e-05,1.5031905726374159e-05,1.5569163467732392e-05,1.6112878746926568e-05,1.6662971605057827e-05,1.721936518618319e-05,1.778198552767355e-05,1.835076137100635e-05,1.8925623990405247e-05,1.9506507037134957e-05,2.0093346397586365e-05,2.0686080063562796e-05,2.128464801339518e-05,2.188899210270692e-05,2.249905596380675e-05,2.3114784912817863e-05,2.373612586376597e-05,2.4363027248946796e-05,2.4995438944972204e-05,2.5633312203964284e-05,2.6276599589434537e-05,2.692525491642517e-05,2.7579233195548258e-05
96,TOI-481b,1.7659629288147777e-05,1.8433029601099032e-05,1.9218044661950063e-05,2.001448722924906e-05,2.0822179931058596e-05,2.1640954342489464e-05,2.2470650186439912e-05,2.3311114636662895e-05,2.416220170647027e-05,2.502377170961567e-05,2.5895690782419064e-05,2.6777830458174356e-05,2.7670067286459662e-05,2.8572282491218047e-05,2.948436166248895e-05,3.0406194477490955e-05,3.133767444741929e-05,3.2278698686868186e-05,3.322916770324788e-05,3.4188985203928806e-05,3.515805791916585e-05,3.6136295439118456e-05,3.712361006349759e-05,3.811991666256103e-05,3.912513254833995e-05,4.013917735511077e-05,4.1161972928241553e-05,4.2193443220654704e-05,4.3233514196213465e-05,4.428211373943637e-05
97,WASP-169b,6.346882405185998e-05,6.627293551602166e-05,6.911919111373184e-05,7.200692112225118e-05,7.493549011516908e-05,7.790429386508098e-05,8.091275664726682e-05,8.396032887807038e-05,8.704648503473265e-05,9.017072181355076e-05,9.33325564911586e-05,9.653152545996555e-05,9.976718291379126e-05,0.00010303909966370253,0.00010634686206729023,0.00010969007105725524,0.00011306834125730346,0.00011648130017511336,0.00011992858746363544,0.0001234098542431554,0.00012692476247760446,0.00013047298439945867,0.00013405420197827827,0.00013766810642856369,0.00014131439775314316,0.00014499278431873833,0.00014870298246073916,0.00015244471611459748,0.00015621771647146432,0.00016002172165602524
98,Kepler-138b,2.7029383729067203e-05,2.8125613646442263e-05,2.9238561835537133e-05,3.0367903705810555e-05,3.151333727152882e-05,3.267458043827348e-05,3.3851368724672436e-05,3.504345333565762e-05,3.6250599521884374e-05,3.747258517383255e-05,3.870919960972248e-05,3.9960242524554554e-05,4.122552307394798e-05,4.250485907142142e-05,4.379807628168696e-05,4.51050077956487e-05,4.642549347528242e-05,4.7759379458573885e-05,4.910651771632703e-05,5.046676565395243e-05,5.1839985752437105e-05,5.322604524358339e-05,5.462481581532969e-05,5.6036173343578095e-05,5.745999764746589e-05,5.8896172265434895e-05,6.034458424980929e-05,6.180512397791188e-05,6.32776849779748e-05,6.476216376835031e-05
99,TOI-4010d,3.251753844921466e-05,3.39091188214792e-05,3.5321608333590813e-05,3.6754654217876854e-05,3.8207923890936556e-05,3.9681102895438665e-05,4.1173893137148e-05,4.268601136446145e-05,4.421718784870863e-05,4.576716523187942e-05,4.73356975149434e-05,4.892254916498983e-05,5.052749432341575e-05,5.2150316100535836e-05,5.379080594451191e-05,5.5448763074529584e-05,5.712399396977929e-05,5.8816311907129946e-05,6.0525536541490484e-05,6.225149352372899e-05,6.399401415177819e-05,6.575293505117461e-05,6.752809788178628e-05,6.931934906792427e-05,7.112653954940488e-05,7.294952455143078e-05,7.478816337142296e-05,7.664231918118263e-05,7.851185884291945e-05,8.039665273788776e-05
100,WASP-33b,3.050879893437191e-05,3.188812010790039e-05,3.328826780208137e-05,3.470892061972533e-05,3.614977257005933e-05,3.761053179444726e-05,3.909091944299035e-05,4.059066867892894e-05,4.21095237920355e-05,4.364723940554322e-05,4.5203579763816166e-05,4.67783180900907e-05,4.837123600534565e-05,4.99821230007428e-05,5.161077595722348e-05,5.325699870679128e-05,5.492060163078131e-05,5.6601401291063756e-05,5.82992200906873e-05,6.001388596090376e-05,6.174523207191657e-05,6.349309656502577e-05,6.525732230411355e-05,6.703775664466128e-05,6.883425121870189e-05,7.064666173428106e-05,7.247484778815603e-05,7.431867269061712e-05,7.6178003301399e-05,7.805270987579078e-05
101,HATS-1b,7.436314993626893e-05,7.763066294600437e-05,8.094725793227978e-05,8.431214807023839e-05,8.772458755177086e-05,9.118386780104249e-05,9.468931418970359e-05,9.824028316786383e-05,0.00010183615974362892,0.00010547635525692481,0.00010916030540343085,0.0001128874684723773,0.00011665732376830036,0.0001204693701918688,0.000124323124958972,0.0001282181224405698,0.00013215391310848025,0.00013613006257449117,0.00014014615071204677,0.00014420177085122616,0.00014829652903903604,0.00015243004335810585,0.0001566019432977514,0.00016081186917214744,0.00016505947158101098,0.00016934441090873015,0.00017366635685834664,0.00017802498801725963,0.00018241999145178814,0.00018685106232812647
102,HD106315c,9.072688817920683e-06,9.475352170459215e-06,9.884071025864956e-06,1.02987498018775e-05,1.0719297741812317e-05,1.1145628486431495e-05,1.1577659700316257e-05,1.2015312743853751e-05,1.245851238368203e-05,1.2907186535782286e-05,1.3361266036463299e-05,1.3820684437316301e-05,1.4285377820888141e-05,1.475528463435273e-05,1.5230345538895338e-05,1.5710503272878897e-05,1.6195702527149047e-05,1.6685889831073314e-05,1.7181013448112863e-05,1.7681023279884116e-05,1.8185870777811127e-05,1.8695508861586426e-05,1.920989184375499e-05,1.9728975359821702e-05,2.025271630335655e-05,2.0781072765630767e-05,2.1314003979370523e-05,2.1851470266266623e-05,2.2393432987908342e-05,2.2939854499855438e-05
103,XO-6b,2.8968600158561843e-05,3.0263803328458436e-05,3.1578510066098775e-05,3.2912415571706e-05,3.426523009962311e-05,3.563667766033167e-05,3.702649488309014e-05,3.843443001362318e-05,3.9860242026181134e-05,4.130369983310157e-05,4.276458157800999e-05,4.424267400117735e-05,4.573777186747439e-05,4.724967744889463e-05,4.877820005487461e-05,5.0323155604669706e-05,5.188436623688136e-05,5.346165995192889e-05,5.505487028385635e-05,5.666383599833109e-05,5.82884008141155e-05,5.9928413145640806e-05,6.158372586459807e-05,6.325419607871868e-05,6.493968492613771e-05,6.664005738390927e-05,6.835518208940457e-05,7.008493117348019e-05,7.182918010439244e-05,7.358780754157434e-05
104,HAT-P-26b,4.9051919957672366e-05,5.115967615730618e-05,5.329909108906277e-05,5.5469635310697205e-05,5.767080922357945e-05,5.990214007434894e-05,6.216317938174617e-05,6.445350071330959e-05,6.67726977522149e-05,6.912038260649037e-05,7.149618432210219e-05,7.389974756862283e-05,7.633073147190523e-05,7.878880857268197e-05,8.127366389362132e-05,8.378499410028131e-05,8.632250674374059e-05,8.888591957459717e-05,9.147495991961949e-05,9.408936411359235e-05,9.672887697999577e-05,9.939325135504805e-05,0.00010208224765037731,0.00010479563345022378,0.00010753318313961379,0.00011029467756038307,0.00011307990369231013,0.00011588865435698106,0.0001187207279422336,0.00012157592814533076
105,TOI-125b,3.2869631285167566e-05,3.429284026735278e-05,3.5737418286638196e-05,3.7203013505791594e-05,3.868929338254102e-05,4.0195942785337426e-05,4.1722662370308245e-05,4.32691671738889e-05,4.483518538493182e-05,4.642045726725271e-05,4.8024734209133594e-05,4.9647777880646724e-05,5.12893594831107e-05,5.294925907770881e-05,5.462726498249212e-05,5.632317322875893e-05,5.803678706922683e-05,5.9767916531583036e-05,6.151637801197536e-05,6.328199390377809e-05,6.506459225764256e-05,6.686400646939359e-05,6.868007499278645e-05,7.051264107453438e-05,7.236155250935301e-05,7.422666141303883e-05,7.610782401183833e-05,7.800490044659228e-05,7.991775459027816e-05,8.184625387776763e-05
106,TOI-431d,7.480102260609874e-06,7.798938127264167e-06,8.122566837109871e-06,8.450906805131558e-06,8.783881183459786e-06,9.121417371417829e-06,9.463446596605755e-06,9.809903554241376e-06,1.0160726094652078e-05,1.0515854950857788e-05,1.0875233499766436e-05,1.1238807551732981e-05,1.1606525164203005e-05,1.197833647592409e-05,1.2354193558819264e-05,1.2734050285107049e-05,1.3117862207646373e-05,1.3505586451805617e-05,1.3897181617421368e-05,1.429260768962322e-05,1.4691825957483213e-05,1.5094798939596827e-05,1.550149031582444e-05,1.591186486452738e-05,1.632588840472161e-05,1.6743527742644312e-05,1.7164750622291276e-05,1.75895256795422e-05,1.8017822399528168e-05,1.8449611076944843e-05
107,KELT-18b,4.3894368384475157e-05,4.585517705234373e-05,4.7845506950036346e-05,4.986489620243365e-05,5.1912905804685965e-05,5.398911764360923e-05,5.609313276477029e-05,5.822456984603332e-05,6.038306384585702e-05,6.256826480049173e-05,6.47798367488431e-05,6.701745676742438e-05,6.928081410076911e-05,7.156960937502664e-05,7.388355388438912e-05,7.622236894157731e-05,7.85857852848947e-05,8.097354253542812e-05,8.3385388698886e-05,8.582107970727987e-05,8.828037899630317e-05,9.076305711479314e-05,9.326889136309877e-05,9.579766545757083e-05,9.834916921872641e-05,0.00010092319828091076,0.0001035195538215236,0.00010613804230811738,0.00010877847526180966,0.00011144066903566587
108,TOI-892b,3.7256738516140884e-05,3.8908045575693414e-05,4.0584181142495246e-05,4.2284752550395146e-05,4.400938703996781e-05,4.5757729983083376e-05,4.7529443334634525e-05,4.9324204274224296e-05,5.1141704007887594e-05,5.29816467055634e-05,5.4843748554462105e-05,5.67277369119635e-05,5.863334954448552e-05,6.0560333940989664e-05,6.250844669160712e-05,6.447745292335045e-05,6.646712578607738e-05,6.847724598286942e-05,7.050760133983361e-05,7.255798641099987e-05,7.462820211458272e-05,7.671805539736411e-05,7.882735892435617e-05,8.095593079126018e-05,8.310359425754441e-05,8.527017749820933e-05,8.745551337252913e-05,8.965943920827487e-05,9.188179660004752e-05,9.412243122053841e-05
109,DSTucAb,8.73540311864053e-06,9.114831026139185e-06,9.49995573670482e-06,9.89068402608264e-06,1.028692772560532e-05,1.0688603234391661e-05,1.1095631098495879e-05,1.1507935645426261e-05,1.1925444664809353e-05,1.2348089127790202e-05,1.2775802939169863e-05,1.320852271738473e-05,1.3646187598309038e-05,1.4088739059553846e-05,1.4536120762494706e-05,1.4988278409711656e-05,1.5445159615889105e-05,1.5906713790522087e-05,1.6372892031025782e-05,1.684364702504271e-05,1.7318932960915445e-05,1.7798705445434556e-05,1.8282921428087695e-05,1.8771539131137896e-05,1.9264517984945667e-05,1.9761818568019234e-05,2.026340255133931e-05,2.0769232646563524e-05,2.1279272557751516e-05,2.1793486936301992e-05
110,WASP-105b,3.7970131379056963e-05,3.9601213125797734e-05,4.1256794450223895e-05,4.293646537380334e-05,4.4639839053053874e-05,4.6366549452631074e-05,4.8116249348666116e-05,4.988860860382021e-05,5.168331266764357e-05,5.3500061265123074e-05,5.5338567243500765e-05,5.719855555305822e-05,5.9079762341998544e-05,6.098193414905287e-05,6.290482718024554e-05,6.484820665851293e-05,6.681184623668622e-05,6.879552746583561e-05,7.079903931220964e-05,7.282217771698143e-05,7.486474519386417e-05,7.692655046035178e-05,7.90074080989103e-05,8.110713824494005e-05,8.3225566298748e-05,8.536252265910747e-05,8.751784247628097e-05,8.969136542266083e-05,9.188293547935855e-05,9.409240073730867e-05
111,TOI-776b,1.264081077403614e-05,1.314889525575416e-05,1.3664761502689319e-05,1.4188254308275432e-05,1.4719229613828328e-05,1.525755314144765e-05,1.580309924907754e-05,1.6355749964646495e-05,1.6915394165696844e-05,1.7481926878092023e-05,1.8055248672868978e-05,1.863526514451817e-05,1.9221886457250938e-05,1.981502694836822e-05,2.0414604779861642e-05,2.1020541630977392e-05,2.1632762425745912e-05,2.2251195090503808e-05,2.2875770337268025e-05,2.3506421469485287e-05,2.414308420723507e-05,2.4785696529414794e-05,2.543419853080465e-05,2.6088532292219747e-05,2.6748641762216122e-05,2.741447264902845e-05,2.8085972321597497e-05,2.8763089718705473e-05,2.9445775265352526e-05,3.013398079563193e-05
112,HATS-42b,0.0001698764579908718,0.00017737351671838012,0.00018498323753805986,0.00019270382705710722,0.0002005335840458154,0.0002084708910783545,0.0002165142072601403,0.00022466206186155745,0.00023291304871337376,0.00024126582124674352,0.0002497190880822686,0.00025827160908956586,0.00026692219185239037,0.0002756696884851484,0.000284512992755415,0.000293451037474214,0.000302482792121601,0.0003116072606798756,0.0003208234796508019,0.00033013051623639514,0.00033952746666568066,0.00034901345465215594,0.0003585876299686034,0.00036824916712759683,0.0003779972641574997,0.00038783114146491465,0.00039775004077559253,0.00040775322414682183,0.00041783997304490494,0.0004280095874822192
113,WASP-177b,6.44867681878539e-05,6.725194670522113e-05,7.005866553204702e-05,7.290622684519142e-05,7.579397245919439e-05,7.872127981329373e-05,8.168755853090002e-05,8.46922474497002e-05,8.773481204170144e-05,9.081474215873096e-05,9.393155005144836e-05,9.708476861969897e-05,0.000100273949859758,0.00010349866348009415,0.00010675849566216069,0.0001100530479466492,0.00011338193622879453,0.0001167447898488985,0.00012014125076638457,0.00012357097280739143,0.00012703362097738638,0.00013052887083148042,0.0001340564078961129,0.00013761592713662865,0.00014120713246599506,0.00014482973629049138,0.0001484834590887163,0.00015216802902074292,0.00015588318156455337,0.00015962865917729016
114,HAT-P-13b,4.6963545732309085e-05,4.901599412159276e-05,5.1099262458891785e-05,5.321285206332685e-05,5.535629072777287e-05,5.752913022417863e-05,5.973094414446225e-05,6.196132601980615e-05,6.421988767268686e-05,6.650625776485589e-05,6.88200805114087e-05,7.116101453650517e-05,7.3528731850628e-05,7.592291693268453e-05,7.834326590302562e-05,8.078948577569754e-05,8.326129378005355e-05,8.575841674334222e-05,8.828059052714379e-05,9.082755951151331e-05,9.339907612156159e-05,9.599490039191947e-05,9.861479956511667e-05,0.0001012585477204224,0.00010392592543013443,0.00010661671944065726,0.000109330722376024,0.0001120677324618192,0.00011482755326763933,0.0001176099934664884
115,WASP-103b,0.00011980230638326184,0.00012509528330194273,0.00013046781052701516,0.00013591862390509342,0.00014144652401976065,0.00014705037034513303,0.00015272907615634468,0.00015848160407180633,0.00016430696212673014,0.00017020420029651237,0.00017617240740352424,0.00018221070835263922,0.00018831826165026727,0.00019449425716915557,0.00020073791412731588,0.00020704847925440565,0.00021342522512291144,0.000219867448624813,0.00022637446957722882,0.00023294562944275814,0.00023958029015221826,0.0002462778330190981,0.0002530376577363846,0.0002598591814476031,0.00026674183788492683,0.00027368507656802315,0.0002806883620580364,0.00028775117326181444,0.0002948730027818979,0.00030205335630840893
116,HATS-27b,0.00010173032519871539,0.00010625519998465936,0.00011084814631271507,0.00011550809302625661,0.00012023402268783627,0.0001250249668536262,0.00012988000194446634,0.00013479824561690365,0.00013977885355632766,0.00014482101662887067,0.00014992395834018186,0.00015508693255822655,0.00016030922146453744,0.00016559013370412827,0.00017092900270901487,0.0001763251851741504,0.00018177805966772135,0.00018728702536035605,0.00019285150086001813,0.0001984709231410958,0.00020414474655776986,0.00020987244193302715,0.00021565349571574656,0.00022148740919922892,0.00022737369779535268,0.00023331189035918906,0.00023930152855949248,0.00024534216629106215,0.0002514333691252891,0.00025757471379571676
117,WASP-141b,0.0001021690602763672,0.00010666155925137894,0.00011122154495876267,0.00011584793680093493,0.00012053971037886148,0.00012529589232123195,0.00013011555579465207,0.00013499781658070692,0.00013994182962845245,0.00014494678600845677,0.00015001191020823352,0.0001551364577196962,0.0001603197128778822,0.00016556098691702307,0.0001708596162155869,0.000176214960706423,0.00018162640243178294,0.00018709334422600202,0.0001926152085111663,0.00019819143619308877,0.00020382148564669587,0.00020950483178138154,0.00021524096517808088,0.00022102939129087416,0.0002268696297068338,0.00023276121345855287,0.0002387036883844429,0.00024469661253251476,0.00025073955560372333,0.0002568320984315029
