,Planet Name,Noise Estimate 1.1-1.185um,Full Phase Curve Noise Estimate 1.1-1.185um,Noise Estimate 1.185-1.27um,Full Phase Curve Noise Estimate 1.185-1.27um,Noise Estimate 1.27-1.355um,Full Phase Curve Noise Estimate 1.27-1.355um,Noise Estimate 1.355-1.44um,Full Phase Curve Noise Estimate 1.355-1.44um,Noise Estimate 1.44-1.525um,Full Phase Curve Noise Estimate 1.44-1.525um,Noise Estimate 1.525-1.61um,Full Phase Curve Noise Estimate 1.525-1.61um,Noise Estimate 1.61-1.695um,Full Phase Curve Noise Estimate 1.61-1.695um,Noise Estimate 1.695-1.78um,Full Phase Curve Noise Estimate 1.695-1.78um,Noise Estimate 1.78-1.865um,Full Phase Curve Noise Estimate 1.78-1.865um,Noise Estimate 1.865-1.95um,Full Phase Curve Noise Estimate 1.865-1.95um
142,HAT-P-57b,2.8413752210950057e-05,1.0713166626640732e-05,3.025485953529444e-05,1.1407340679993277e-05,3.218814221571258e-05,1.2136268677181076e-05,3.4204350451562606e-05,1.2896463058560332e-05,3.629644866616052e-05,1.3685271119033511e-05,3.8458937211395984e-05,1.4500619262471653e-05,4.068741290517763e-05,1.534084730604912e-05,4.2978275424896256e-05,1.62045977783649e-05,4.532852576144348e-05,1.709073992822308e-05,4.7735624493804646e-05,1.7998316288258448e-05
143,WASP-54b,2.302700340645871e-05,8.347998321833206e-06,2.4468675181181188e-05,8.87064876590453e-06,2.5986564659648867e-05,9.420930476264741e-06,2.7572557756024234e-05,9.995901846758698e-06,2.922052090458917e-05,1.0593339270805128e-05,3.092568875827458e-05,1.1211515163245269e-05,3.2684268796516005e-05,1.184905461850635e-05,3.449317799585201e-05,1.2504839945578916e-05,3.634986261810201e-05,1.3177945335677965e-05,3.8252171863277535e-05,1.386759105752985e-05
144,HATS-25b,9.098923643111536e-05,2.6563283529786695e-05,9.631241287297071e-05,2.811732498183399e-05,0.00010194984809459899,2.9763110747783204e-05,0.00010786448147325285,3.148982139592527e-05,0.00011402859044976155,3.328936363711624e-05,0.00012042085862641257,3.5155514388951184e-05,0.00012702449352592894,3.70833712766815e-05,0.00013382597992493608,3.906898868295123e-05,0.0001408142311786876,4.110912998660228e-05,0.00014797999724324045,4.3201094741410885e-05
145,TOI-776c,2.1128402885963403e-05,3.2252798854250734e-06,2.1581889996747783e-05,3.294505319292774e-06,2.216014152173621e-05,3.3827762133271055e-06,2.283783404378457e-05,3.4862269129215197e-06,2.3597108164907923e-05,3.602131156304245e-06,2.4424997210222094e-05,3.728509562643206e-06,2.531184555319765e-05,3.863888187211268e-06,2.6250301183816325e-05,4.007144735523737e-06,2.7234654246429406e-05,4.157407590228751e-06,2.826039097953983e-05,4.313987719398881e-06
146,HAT-P-5b,5.529933838269703e-05,1.8815873803378e-05,5.868274281917261e-05,1.9967093922178432e-05,6.225177997178597e-05,2.118147649215422e-05,6.598594752614943e-05,2.24520454992792e-05,6.986980621272828e-05,2.3773547655617603e-05,7.389140571810131e-05,2.514191680783341e-05,7.804127033114536e-05,2.655392879828017e-05,8.23117247173358e-05,2.8006972056367022e-05,8.669643337821804e-05,2.949889089736265e-05,9.119007835715945e-05,3.102787586018096e-05
147,Qatar-8b,4.0882360611435826e-05,1.4123324081189478e-05,4.328484457738033e-05,1.49532922910341e-05,4.582811989917485e-05,1.5831898640084988e-05,4.8495685899193104e-05,1.6753442762360586e-05,5.1275191756712166e-05,1.7713657911980034e-05,5.415713477218381e-05,1.8709261262233757e-05,5.713402436910217e-05,1.9737665099546395e-05,6.019982819875981e-05,2.079678547341969e-05,6.334959495120678e-05,2.1884911891748885e-05,6.657919117219883e-05,2.3000616400937538e-05
148,WASP-18b,2.0979673981346783e-05,9.992618206603083e-06,2.235827432633594e-05,1.0649245517361874e-05,2.3804402990594363e-05,1.1338036564944763e-05,2.5311455109169164e-05,1.2055845452335469e-05,2.687439313720325e-05,1.2800272797041195e-05,2.8489268676963772e-05,1.3569437977317892e-05,3.0152912227751788e-05,1.4361831360059818e-05,3.1862725621389324e-05,1.5176215437827048e-05,3.361653934963743e-05,1.6011556873898183e-05,3.541251210702359e-05,1.6866978654521487e-05
149,TrES-5b,9.997274327521023e-05,4.647081073563219e-05,0.00010512508230649407,4.8865797250201234e-05,0.00011065308408784994,5.143540488635907e-05,0.00011650529857846678,5.415571787436142e-05,0.00012264381353703732,5.700911328487141e-05,0.00012903990797641656,5.998224060339849e-05,0.0001356712869983909,6.306473638525452e-05,0.00014252026579593546,6.624838011659518e-05,0.0001495725432551751,6.952652414192527e-05,0.00015681635301611544,7.289369904757832e-05
150,WASP-2b,5.734877594381782e-05,1.7591039159303978e-05,6.031175065102902e-05,1.8499895595117724e-05,6.34898622604792e-05,1.9474742657751567e-05,6.685371964979298e-05,2.050656497806931e-05,7.03816598000388e-05,2.1588717688625025e-05,7.405726749208327e-05,2.271616562070183e-05,7.786779714525437e-05,2.3884999222526028e-05,8.180313621997287e-05,2.5092116595638417e-05,8.585510507487424e-05,2.6335008734586223e-05,9.001697224882774e-05,2.7611610845580885e-05
151,HAT-P-55b,0.00011116379636446938,3.3870491693663906e-05,0.00011778363112629197,3.588748882444384e-05,0.00012478304636723658,3.802014031289816e-05,0.00013211838593793517,4.025514456900472e-05,0.0001397569104529555,4.2582526231012595e-05,0.0001476733825354035,4.499459572378659e-05,0.00015584787141163613,4.748528034087727e-05,0.0001642642968429767,5.004968059514636e-05,0.00017290943661075835,5.268376780943299e-05,0.00018177223333868599,5.538417291229301e-05
152,HAT-P-36b,7.050082830040842e-05,2.9384292991717898e-05,7.449624943720967e-05,3.1049558891982363e-05,7.87402886585334e-05,3.2818447215057524e-05,8.320236354590519e-05,3.4678211405101225e-05,8.785969456410899e-05,3.661935709796004e-05,9.269483973124964e-05,3.863461458746568e-05,9.769411582599616e-05,4.0718280794741603e-05,0.00010284655512903445,4.286578444473266e-05,0.00010814319678268696,4.507339070944033e-05,0.00011357659353714886,4.733799562291811e-05
153,WASP-65b,6.449026774263233e-05,2.314929707160864e-05,6.81762317253594e-05,2.447240330481461e-05,7.208834862320949e-05,2.5876688934525582e-05,7.61991017512796e-05,2.7352276626757032e-05,8.048797255493243e-05,2.8891801082318798e-05,8.493923313391083e-05,3.048961664570175e-05,8.95405316639477e-05,3.214128953085811e-05,9.428195708418441e-05,3.384326208327438e-05,9.915540341510497e-05,3.559262459681287e-05,0.00010415412704433788,3.7386956397911677e-05
154,WASP-159b,5.066192603331347e-05,1.9872946790057334e-05,5.3843771325458697e-05,2.1121076246158485e-05,5.719298679350189e-05,2.2434859317514534e-05,6.069184681976568e-05,2.3807342848481685e-05,6.432694507528559e-05,2.52332679931569e-05,6.80878602265255e-05,2.67085468176012e-05,7.196629406634156e-05,2.8229924217993366e-05,7.595549735324527e-05,2.979475269694282e-05,8.004987677411817e-05,3.140083818835916e-05,8.424471931270074e-05,3.30463319366052e-05
155,WASP-93b,5.189452564983034e-05,1.58030614533266e-05,5.542167413463501e-05,1.6877158259538725e-05,5.9112918295976314e-05,1.8001225925452546e-05,6.295322750897732e-05,1.9170687284485696e-05,6.693105584546622e-05,2.0382026339331136e-05,7.103729028694977e-05,2.163246796892416e-05,7.526456577753561e-05,2.2919769346503813e-05,7.960680534850084e-05,2.4242079897101446e-05,8.405890292117708e-05,2.5597844703816445e-05,8.861649920492571e-05,2.6985736263660926e-05
156,WASP-140b,4.6861049457263044e-05,1.3091999305732568e-05,4.9334669418355084e-05,1.3783077102502739e-05,5.198156794537831e-05,1.4522565314556891e-05,5.47785924499514e-05,1.5303995591857527e-05,5.7708640022272746e-05,1.612258973831553e-05,6.075872229608899e-05,1.697471907544544e-05,6.391873242905537e-05,1.785755996240922e-05,6.718063414926598e-05,1.8768867232540074e-05,7.05379133460484e-05,1.970682097925484e-05,7.398519795733227e-05,2.0669920360517112e-05
157,KELT-16b,7.15945158231491e-05,3.529466036029136e-05,7.617109779645496e-05,3.755082348258786e-05,8.09817512544789e-05,3.992237915217892e-05,8.600241778963624e-05,4.239746705665446e-05,9.121484433850667e-05,4.496708880184214e-05,9.660479811132967e-05,4.762422790785099e-05,0.0001021609116088244,5.0363280425528615e-05,0.00010787391196168796,5.3179675016290646e-05,0.00011373609256613108,5.606961247903704e-05,0.00011974094199176008,5.902988280918066e-05
158,Kepler-5b,9.498700571279408e-05,3.0521169406772296e-05,0.00010111302879988654,3.2489579580646876e-05,0.00010754801724986536,3.4557266325150425e-05,0.00011426070564461211,3.671418345432512e-05,0.00012122733398816178,3.89526964200924e-05,0.00012842934549757204,4.126684256775465e-05,0.00013585189571810246,4.365185208575201e-05,0.00014348285690398153,4.6103828093869805e-05,0.00015131213487268465,4.8619527135252606e-05,0.00015933118882632296,5.119620488569226e-05
159,WASP-129b,7.542350542834539e-05,1.7717141137533772e-05,7.999039434405922e-05,1.878991301441252e-05,8.481212201178024e-05,1.992254705376943e-05,8.986009094468846e-05,2.1108325645394126e-05,9.511280093557473e-05,2.2342198345085585e-05,0.00010055363721851066,2.3620262309144767e-05,0.00010616944643543917,2.4939427785911288e-05,0.00011194959091280814,2.6297195963342032e-05,0.00011788530319968365,2.7691507348647184e-05,0.0001239692347207204,2.9120635745917213e-05
160,WASP-145Ab,6.380082719288592e-05,1.621147439637813e-05,6.682664249056085e-05,1.698031908671619e-05,7.010585622770485e-05,1.7813551066283517e-05,7.360104548957962e-05,1.8701661357676363e-05,7.728484350980003e-05,1.9637696201012854e-05,8.113667336953227e-05,2.0616427103066375e-05,8.51406804685865e-05,2.1633825488403796e-05,8.928438096940523e-05,2.268671927569269e-05,9.355775298896535e-05,2.3772561954061954e-05,9.795261006514348e-05,2.488927338400635e-05
161,WASP-167b,4.3515457634305694e-05,1.652037658410346e-05,4.657311271800162e-05,1.7681196582170825e-05,4.976622468393885e-05,1.8893441954741674e-05,5.3083227345938624e-05,2.0152721670175702e-05,5.6515165803559206e-05,2.145563605544605e-05,6.005491776967028e-05,2.2799481177929007e-05,6.369668444456932e-05,2.418205555888508e-05,6.74356473560082e-05,2.560152989487989e-05,7.12677307623681e-05,2.7056356855606842e-05,7.518943315525606e-05,2.8545207114881437e-05
162,K2-232b,1.752892773682992e-05,4.046798299351521e-06,1.8588052161004874e-05,4.29131199596215e-06,1.9706481981545404e-05,4.549517173350026e-06,2.087754076804361e-05,4.819872484113527e-06,2.209621067671556e-05,5.101219488786411e-06,2.3358615309820706e-05,5.3926632666969976e-06,2.466168682913499e-05,5.693495564454423e-06,2.600294491874713e-05,6.003143766416577e-06,2.738034595068126e-05,6.321136072463023e-06,2.8792177528933995e-05,6.647077152010037e-06
163,TOI-157b,8.54716892571308e-05,2.8859335974950747e-05,9.014792513986492e-05,3.0438257178110245e-05,9.513271299853631e-05,3.212136030649789e-05,0.00010038643587857749,3.38952687787906e-05,0.00010587971149765496,3.575006172920296e-05,0.00011159013789101144,3.767817518148683e-05,0.00011750021469682809,3.967370017530924e-05,0.00012359597285377995,4.17319200865162e-05,0.00012986604592907615,4.384899706300019e-05,0.00013630102511491245,4.602175424060998e-05
164,WASP-76b,2.0154910742244133e-05,9.086502642024437e-06,2.1445943023537824e-05,9.668542839817335e-06,2.28027910876334e-05,1.0280254976720472e-05,2.421871444593102e-05,1.0918600216776986e-05,2.568859717435247e-05,1.1581272131630652e-05,2.720844865927012e-05,1.226647162022195e-05,2.8775080503288285e-05,1.2972761247191824e-05,3.038589089986397e-05,1.3698968031804738e-05,3.203871677328202e-05,1.4444116787742479e-05,3.373172991170958e-05,1.5207383296438079e-05
165,Qatar-2b,7.160500010742591e-05,3.4640473113273155e-05,7.468932684487888e-05,3.6132583123202596e-05,7.807625726008243e-05,3.7771084230784024e-05,8.171782938237894e-05,3.953277379161366e-05,8.557922421175444e-05,4.140080735862768e-05,8.963444820683183e-05,4.336260999194979e-05,9.386361429506019e-05,4.540856088854993e-05,9.825117276510687e-05,4.7531137538037345e-05,0.00010278472684904238,4.972434273483268e-05,0.00010745421950223329,5.198331116528886e-05
166,LP791-18d,0.00017340350533112203,3.463328833695826e-05,0.00017230209801853002,3.4413308025945554e-05,0.00017277462650981923,3.450768452343906e-05,0.00017444068566047007,3.4840440812539064e-05,0.00017703971791030082,3.535953662397355e-05,0.00018038759039530996,3.602819573133866e-05,0.0001843506200312788,3.681971806999225e-05,0.00018882943854828395,3.771425715564768e-05,0.00019374863600247634,3.869675161844501e-05,0.00019904991959680793,3.9755558837640945e-05
167,HATS-22b,0.00010853958502141771,2.5412171917399804e-05,0.00011351396910943647,2.6576815246402454e-05,0.00011892920475882033,2.7844674334570337e-05,0.00012471840692626195,2.9200089510651768e-05,0.00013083279832474753,3.0631640638822426e-05,0.00013723580285930937,3.213076422574298e-05,0.0001438993139297143,3.3690879725182307e-05,0.00015080125924303665,3.5306819392097654e-05,0.0001579239660018842,3.6974445527183236e-05,0.00016525303557450552,3.869038700546773e-05
168,HAT-P-51b,9.396762412808898e-05,2.8304742649932794e-05,9.916303514315287e-05,2.9869694122384165e-05,0.00010469529527348593,3.1536110621838395e-05,0.00011052168730884103,3.32911249543658e-05,0.00011661049021531639,3.512518217261605e-05,0.00012293748909725143,3.7030988313414834e-05,0.00012948374425984495,3.900283839920004e-05,0.0001362341195276421,4.103617314101517e-05,0.0001431762842055989,4.312727831118711e-05,0.00015030001945851677,4.5273075812305596e-05
169,TOI-837b,3.577535130309007e-05,6.044432340806749e-06,3.799618694033113e-05,6.419654113910527e-06,4.033604865801724e-05,6.814985964591081e-06,4.2782088295897854e-05,7.228257129109981e-06,4.5324607663191936e-05,7.657829047512708e-06,4.795608262303118e-05,8.102430477601297e-06,5.067053338941719e-05,8.56105110331837e-06,5.3463105458562e-05,9.032870730909688e-06,5.632978301980547e-05,9.517210868202718e-06,5.926718816616862e-05,1.0013500800181556e-05
170,HAT-P-56b,4.845922061956324e-05,1.4724787605809154e-05,5.1699451815182246e-05,1.5709362172614e-05,5.509420780237424e-05,1.6740890543187318e-05,5.8628867350827366e-05,1.7814929919891734e-05,6.229223886896921e-05,1.8928079632911104e-05,6.607551965337737e-05,2.007766489844589e-05,6.997161936827954e-05,2.1261531251629204e-05,7.397470662860126e-05,2.24779067715434e-05,7.807989679542535e-05,2.3725307214949163e-05,8.228303177470849e-05,2.5002469106065217e-05
171,WASP-57b,0.0001229366715302486,3.730950165598435e-05,0.00012996316032116566,3.944193937304074e-05,0.00013742076046601657,4.170521315043046e-05,0.00014525701738875562,4.40834037830255e-05,0.00015343281692688947,4.6564640688255585e-05,0.00016191817725873473,4.9139824816896225e-05,0.00017068955231732847,5.1801810278194016e-05,0.00017972804882038267,5.454486323424656e-05,0.00018901821448065977,5.7364294139378823e-05,0.00019854719406762548,6.0256201617061446e-05
172,KELT-24b,1.0138623248692423e-05,3.012306434406117e-06,1.081163273165571e-05,3.212265614880459e-06,1.1517096845937533e-05,3.4218674551468696e-06,1.2251901365068264e-05,3.64018668121079e-06,1.3013666170435449e-05,3.8665161313171075e-06,1.3800521971437898e-05,4.10030041683291e-06,1.4610965280783676e-05,4.3410928336710165e-06,1.5443761289709696e-05,4.588526505354115e-06,1.6297877041035733e-05,4.842294527928468e-06,1.717243432948438e-05,5.102135976084695e-06
173,HATS-35b,6.958155974721525e-05,2.9214225052857974e-05,7.407102969499239e-05,3.109915528292015e-05,7.878677284362544e-05,3.307908764051799e-05,8.370590917906004e-05,3.5144415817856365e-05,8.881104974779341e-05,3.7287838961046567e-05,9.408861253369187e-05,3.950365458113255e-05,9.952773179209973e-05,4.1787300631634026e-05,0.0001051195296687838,4.413504969349779e-05,0.0001108566164003826,4.6543799131331426e-05,0.00011673273899505468,4.901092358991766e-05
174,WASP-94Ab,2.761542308455347e-05,8.4545705764355e-06,2.9363290740462565e-05,8.98968714553192e-06,3.120197118034403e-05,9.552606406225213e-06,3.3121970554731835e-05,1.0140421779097533e-05,3.511609871532091e-05,1.0750931971917578e-05,3.717875898663712e-05,1.1382423540439185e-05,3.930548906915868e-05,1.2033530334083218e-05,4.14926549857511e-05,1.2703139796432827e-05,4.3737241435214e-05,1.339032878114585e-05,4.603670467463389e-05,1.4094318511307496e-05
175,HAT-P-24b,5.516338658974375e-05,1.918549202574492e-05,5.875926791071603e-05,2.043611778812089e-05,6.253349828148232e-05,2.1748772270707062e-05,6.646837362401903e-05,2.3117298102305918e-05,7.05504123245562e-05,2.4537006459234442e-05,7.476906396275297e-05,2.6004227969145653e-05,7.91158721981083e-05,2.7516021567988215e-05,8.358391516592621e-05,2.9069979873109636e-05,8.8167421121096e-05,3.066409550648908e-05,9.286149801308672e-05,3.229666704255691e-05
176,WASP-31b,5.846003109658985e-05,1.913218863901201e-05,6.223192919297824e-05,2.0366616068378235e-05,6.619393424308279e-05,2.1663259716789506e-05,7.032682324675853e-05,2.3015828481451603e-05,7.461598660390158e-05,2.4419541084970657e-05,7.905001317212861e-05,2.5870663007802805e-05,8.361977392684221e-05,2.7366206598087256e-05,8.831781000054319e-05,2.890373079554143e-05,9.313791276845392e-05,3.0481203706267805e-05,9.80748286820937e-05,3.209690600376806e-05
177,WASP-183b,0.00011090603168415028,2.6651695258624174e-05,0.00011684039774065955,2.807777563756728e-05,0.0001231811400915681,2.9601511815696324e-05,0.00012987475252009657,3.1210045778326375e-05,0.00013688165154313638,3.289386526617752e-05,0.00014417173268671394,3.464573590926932e-05,0.00015172153645517795,3.646002018438031e-05,0.0001595123828081558,3.8332229113446183e-05,0.0001675291085851385,4.025871885557835e-05,0.00017575919172409777,4.223648024909172e-05
178,HAT-P-66b,8.297115241474061e-05,3.370546055106788e-05,8.808371374518596e-05,3.5782341843217155e-05,9.347358073178147e-05,3.797187331054101e-05,9.91104638557206e-05,4.0261750409212674e-05,0.000104971527547792,4.2642696621372453e-05,0.00011103907666502538,4.510752363004546e-05,0.00011729906470266448,4.765052530848563e-05,0.0001237401016350044,5.026707467429129e-05,0.0001303527758186538,5.2953348425437386e-05,0.00013712917918617015,5.570613405917494e-05
179,WASP-63b,3.4409407530046576e-05,1.0052706293465502e-05,3.635525689541647e-05,1.0621186065873931e-05,3.8422622479315136e-05,1.1225166794051381e-05,4.059651566476892e-05,1.1860269554470904e-05,4.286577514371353e-05,1.2523233571668033e-05,4.5221857182070434e-05,1.321156279425722e-05,4.765806103370325e-05,1.3923299599666868e-05,5.016901717557227e-05,1.4656875282071196e-05,5.275033973809446e-05,1.5411008509941285e-05,5.539838461041541e-05,1.6184634656515156e-05
180,HAT-P-33b,4.070823476855807e-05,1.3204377254784584e-05,4.338823270258813e-05,1.4073678121406996e-05,4.619912592394411e-05,1.4985437000875005e-05,4.912815635316165e-05,1.5935515602858608e-05,5.2165589730412276e-05,1.6920756462048838e-05,5.530379359600374e-05,1.7938683866154765e-05,5.8536638944945845e-05,1.8987309772841784e-05,6.185909984483474e-05,2.0065003939288147e-05,6.526697817705933e-05,2.1170404637523665e-05,6.875670978975299e-05,2.2302355776990555e-05
181,WASP-48b,5.8429173947016675e-05,2.3377307287222746e-05,6.197948820725226e-05,2.479777555369178e-05,6.572678742645065e-05,2.6297056810411365e-05,6.964908358056795e-05,2.786635372618564e-05,7.372983659437498e-05,2.9499048675005785e-05,7.795625787098652e-05,3.119002498417281e-05,8.231821773330717e-05,3.2935229805457265e-05,8.68075196306613e-05,3.473138372772092e-05,9.14174046447287e-05,3.6575782531481855e-05,9.614220491747261e-05,3.8466158526645614e-05
182,HD219134b,4.2655805946266655e-06,8.231208159200766e-07,4.453431971045366e-06,8.59370131763329e-07,4.659058839806944e-06,8.990495498953721e-07,4.87968552229321e-06,9.416234529955969e-07,5.1132938172536065e-06,9.867023926821953e-07,5.358374772632061e-06,1.033995189402929e-06,5.613772186837781e-06,1.0832787331788236e-06,5.8785806788358635e-06,1.1343783143872063e-06,6.152077381479769e-06,1.1871544427565272e-06,6.433675000735975e-06,1.241493789295965e-06
183,HATS-3b,5.2471536281203174e-05,1.757293083293164e-05,5.588152414543182e-05,1.8714949632573543e-05,5.94614489103607e-05,1.991388099116863e-05,6.319434771362031e-05,2.116404397714382e-05,6.706731099768128e-05,2.2461115127196422e-05,7.107024187976491e-05,2.380171295423319e-05,7.519505211774748e-05,2.518312867308269e-05,7.94351247792566e-05,2.66031462461911e-05,8.378494528970417e-05,2.8059918820108387e-05,8.82398419185366e-05,2.9551881813278395e-05
184,HAT-P-8b,2.386502062726259e-05,8.736697862459207e-06,2.5382396798207775e-05,9.292191082276463e-06,2.6978042502258794e-05,9.876337839556001e-06,2.8643838273005176e-05,1.0486165695013543e-05,3.037362986598195e-05,1.1119421653552121e-05,3.216262310839935e-05,1.1774350626005092e-05,3.4006992555538945e-05,1.244955216293575e-05,3.5903620496480374e-05,1.314388490776372e-05,3.784991810190931e-05,1.3856401121122257e-05,3.9843699867296886e-05,1.4586300716011893e-05
185,WASP-96b,8.597487190768174e-05,2.4520954099749597e-05,9.082620907713676e-05,2.590460740931605e-05,9.59816008406966e-05,2.7374980344982882e-05,0.0001014034402729723,2.8921347008928634e-05,0.00010706373099739559,3.053572253476667e-05,0.00011294104824876025,3.2211996350040626e-05,0.00011901859337682992,3.394537729982065e-05,0.00012528290866313478,3.5732027098691905e-05,0.00013172300460331338,3.756881142233325e-05,0.00013832975261406566,3.94531267010373e-05
186,WASP-24b,4.470663906044915e-05,1.7232359350540827e-05,4.749449440722947e-05,1.8306949750594987e-05,5.04306820637973e-05,1.9438715454346164e-05,5.3499307330391785e-05,2.0621529783882438e-05,5.6688363284462134e-05,2.1850764621133698e-05,5.998852762662779e-05,2.3122826647159514e-05,6.339238603247956e-05,2.4434857979881386e-05,6.689391508883424e-05,2.5784536869718684e-05,7.04881285552952e-05,2.7169941349640826e-05,7.41708294379939e-05,2.8589453670963162e-05
187,TOI-216.01,4.0911019483953976e-05,5.7250415327241205e-06,4.293195052907146e-05,6.007848324488552e-06,4.511103690050855e-05,6.312787192725838e-06,4.7425726291093315e-05,6.63670219322225e-06,4.9859467827630034e-05,6.9772772156084154e-06,5.2399773328378016e-05,7.332764677936113e-06,5.503698717399479e-05,7.701813383817248e-06,5.776348039846455e-05,8.083355744425066e-06,6.057310767384423e-05,8.476531789557165e-06,6.346083223299836e-05,8.880636679749623e-06
188,KELT-3b,2.7479902513352188e-05,9.79980196921413e-06,2.9254452426770684e-05,1.0432636737370152e-05,3.111832088177204e-05,1.109732402098782e-05,3.306249003638515e-05,1.1790647903800196e-05,3.508010516864721e-05,1.2510163875032294e-05,3.716581140075873e-05,1.3253962293921054e-05,3.9315324114044406e-05,1.402051519236284e-05,4.152514203511696e-05,1.480857395654547e-05,4.379235034618166e-05,1.5617099112724422e-05,4.611448227655782e-05,1.644521096839852e-05
189,WASP-132b,4.558826956823027e-05,1.0473575687549948e-05,4.760794691151908e-05,1.0937581970738782e-05,4.981687737827924e-05,1.1445067792228928e-05,5.2185631044445074e-05,1.1989271839513901e-05,5.4692800129259815e-05,1.256527582957524e-05,5.7322371877355256e-05,1.316940094751377e-05,6.0062071748757796e-05,1.3798827206419244e-05,6.290228401097118e-05,1.4451345461196993e-05,6.583532820313003e-05,1.512519118143272e-05,6.885496179652414e-05,1.5818930191239786e-05
190,KELT-17b,2.091342115272006e-05,7.352470390780903e-06,2.2447501264493828e-05,7.891802454938923e-06,2.4045582005533913e-05,8.453635033395183e-06,2.5702715340933643e-05,9.03622855996976e-06,2.741502551281738e-05,9.63822044578662e-06,2.917939519098125e-05,1.0258514740171078e-05,3.0993259054156943e-05,1.089620956061762e-05,3.285446385613411e-05,1.1550547896645272e-05,3.4761170985461014e-05,1.222088335299616e-05,3.671178697111989e-05,1.2906655717718775e-05
191,KELT-10b,2.9405134161681883e-05,9.344502194236072e-06,3.120054950343113e-05,9.915057747844244e-06,3.309480024638634e-05,1.0517021681307412e-05,3.5076935728449194e-05,1.1146914041585972e-05,3.713871224309856e-05,1.180211510474832e-05,3.92737510487698e-05,1.2480597804220992e-05,4.147699588208523e-05,1.318075533678495e-05,4.374435243660186e-05,1.3901286594431976e-05,4.607244214332883e-05,1.4641117919576465e-05,4.84584298893542e-05,1.5399348356668242e-05
192,WASP-117b,1.9881448714535145e-05,5.22188981535713e-06,2.1113822600570623e-05,5.545574509395344e-06,2.2412402218983043e-05,5.886648229986973e-06,2.3770024167061904e-05,6.243229499569977e-06,2.51812826053805e-05,6.613898466993108e-06,2.6641984538033136e-05,6.997553836121957e-06,2.814879838266714e-05,7.393320562275112e-06,2.9699020122682883e-05,7.800488431778262e-06,3.129041340481889e-05,8.218470063375277e-06,3.2921097521860235e-05,8.646771486732693e-06
193,HATS-51b,5.6430965440245015e-05,1.874206470478617e-05,5.975994574290921e-05,1.984769817652888e-05,6.328278288301759e-05,2.1017716110995185e-05,6.697687919271076e-05,2.224461328565534e-05,7.082531097359186e-05,2.3522768938079987e-05,7.481505010825281e-05,2.4847856120864655e-05,7.893582159025812e-05,2.6216462260186554e-05,8.317934635182748e-05,2.7625837680883762e-05,8.753882550380228e-05,2.9073724310291098e-05,9.200858036788112e-05,3.055823612439084e-05
194,K2-333b,4.6910626060412554e-05,9.41869853830426e-06,4.974100580963733e-05,9.986981160935175e-06,5.2730240125321765e-05,1.0587158545980683e-05,5.5860407445875186e-05,1.121563240878474e-05,5.911804129449931e-05,1.1869698955005052e-05,6.249274075598515e-05,1.2547269892646752e-05,6.597627614113644e-05,1.3246692867688733e-05,6.956199521473916e-05,1.3966632246750061e-05,7.32444180538577e-05,1.4705987772885181e-05,7.701895382283067e-05,1.5463837699769958e-05
195,WASP-126b,3.4797128574896524e-05,1.1783688328007374e-05,3.6866224409634344e-05,1.248436627000625e-05,3.905425182281412e-05,1.3225319163132241e-05,4.134750289339112e-05,1.4001904961451345e-05,4.3735699782659927e-05,1.4810643180999798e-05,4.621092146187984e-05,1.564885144717543e-05,4.876691377220906e-05,1.6514411853657693e-05,5.139863188600074e-05,1.7405616021649446e-05,5.4101928464581865e-05,1.8321059497728372e-05,5.687333588935428e-05,1.9259568008657734e-05
196,WASP-6b,6.0847564068678026e-05,2.0031763541044025e-05,6.42125625802923e-05,2.1139562276003093e-05,6.779565006099404e-05,2.2319158571415677e-05,7.156917737037084e-05,2.3561449991525606e-05,7.551261218594331e-05,2.4859677044229122e-05,7.961028031369988e-05,2.6208679592831486e-05,8.384992184177489e-05,2.76044215241491e-05,8.822173866417062e-05,2.9043677181649944e-05,9.271774853777216e-05,3.052381871310932e-05,9.733133615635925e-05,3.2042668278674724e-05
197,LHS3844b,0.00011586623255750071,4.0697186286217226e-05,0.0001155319063205224,4.057975658434163e-05,0.00011619626801271846,4.081310888165838e-05,0.00011762195407583669,4.131387092436648e-05,0.000119645827523164,4.202474201154654e-05,0.00012215224245216652,4.2905102346258804e-05,0.00012505699679900398,4.392537655522885e-05,0.0001282973337864839,4.5063521768884147e-05,0.00013182550653178886,4.6302767235801114e-05,0.0001356045163985043,4.7630117449305716e-05
198,KELT-7b,1.3231545622169296e-05,4.920540228236846e-06,1.4140197346002919e-05,5.2584491534865825e-06,1.509047643099836e-05,5.611838439915658e-06,1.607864991560173e-05,5.97931987574437e-06,1.7101843544881798e-05,6.3598245845603e-06,1.8157783513670094e-05,6.752506984893068e-06,1.9244628081790672e-05,7.1566821713745125e-06,2.03608543886323e-05,7.571783823401314e-06,2.1505180295236164e-05,7.997335139811676e-06,2.2676509103241343e-05,8.432928280995833e-06
