,Planet Name,Noise Estimate 1.1-1.1425um,Noise Estimate 1.1425-1.185um,Noise Estimate 1.185-1.2275um,Noise Estimate 1.2275-1.27um,Noise Estimate 1.27-1.3125um,Noise Estimate 1.3125-1.355um,Noise Estimate 1.355-1.3975um,Noise Estimate 1.3975-1.44um,Noise Estimate 1.44-1.4825um,Noise Estimate 1.4825-1.525um,Noise Estimate 1.525-1.5675um,Noise Estimate 1.5675-1.61um,Noise Estimate 1.61-1.6525um,Noise Estimate 1.6525-1.695um,Noise Estimate 1.695-1.7375um,Noise Estimate 1.7375-1.78um,Noise Estimate 1.78-1.8225um,Noise Estimate 1.8225-1.865um,Noise Estimate 1.865-1.9075um,Noise Estimate 1.9075-1.95um
190,KELT-17b,2.9059819053185766e-05,3.0120794624450163e-05,3.120595278744252e-05,3.231416540284872e-05,3.3444451576479674e-05,3.45959514894814e-05,3.576790575835108e-05,3.69596389998895e-05,3.817054662724346e-05,3.940008415303064e-05,4.064775845555659e-05,4.1913120595320876e-05,4.319575986565463e-05,4.4495298833223236e-05,4.581138917813484e-05,4.714370818430086e-05,4.8491955761963185e-05,4.9855851908365476e-05,5.123513453122923e-05,5.262955757427988e-05
191,KELT-10b,4.098276770012453e-05,4.221487816579307e-05,4.348548596861692e-05,4.4791995418788695e-05,4.6132195243253895e-05,4.750418596766907e-05,4.890632329255907e-05,5.033717350096583e-05,5.1795478016046635e-05,5.328012498819629e-05,5.479012633399356e-05,5.632459904090184e-05,5.788274983744115e-05,5.9463862539252915e-05,6.106728753838582e-05,6.269243302101786e-05,6.433875758820603e-05,6.600576402253342e-05,6.769299399612331e-05,6.940002355627601e-05
192,WASP-117b,2.770297323727866e-05,2.8549355274656676e-05,2.942146420709209e-05,3.0317606148176904e-05,3.1236336272251666e-05,3.217641194032958e-05,3.3136756122097804e-05,3.4116428568875575e-05,3.511460288539112e-05,3.613054813646739e-05,3.71636139731024e-05,3.821321851400973e-05,3.9278838402394465e-05,4.036000059327048e-05,4.1456275527614624e-05,4.256727142557065e-05,4.369262948850694e-05,4.4832019843749515e-05,4.5985138099741747e-05,4.71517024057023e-05
193,HATS-51b,7.868974221245512e-05,8.09699741074466e-05,8.332611284756992e-05,8.575277445125673e-05,8.824538440571176e-05,9.080002353689849e-05,9.341330802687994e-05,9.608229507591886e-05,9.88044080369235e-05,0.00010157737648739412,0.00010439918786981176,0.00010726804817134275,0.00011018234972575741,0.00011314064467106908,0.00011614162293150291,0.00011918409384385927,0.00012226697073873904,0.0001253892579323899,0.00012855003969673213,0.00013174847086171979
194,K2-333b,6.539236966600886e-05,6.733349589559285e-05,6.933661137276288e-05,7.139746028080286e-05,7.351242050389316e-05,7.567838357951973e-05,7.789266114652942e-05,8.015291131274024e-05,8.245708016302673e-05,8.480335489308917e-05,8.719012595512008e-05,8.961595625138907e-05,9.207955588571273e-05,9.457976133203308e-05,9.711551813929007e-05,9.968586648700039e-05,0.00010228992905390253,0.00010492690077500476,0.00010759604014937398,0.00011029666182843667
195,WASP-126b,4.8516940457489954e-05,4.993482848679488e-05,5.139923001539881e-05,5.290688279367895e-05,5.445501341899837e-05,5.6041244418981136e-05,5.766352189330802e-05,5.932005860075514e-05,6.100928877811076e-05,6.272983196179831e-05,6.448046378393928e-05,6.626009221975906e-05,6.806773813145709e-05,6.990251922485191e-05,7.176363673684798e-05,7.3650364323193e-05,7.556203873068425e-05,7.749805192552145e-05,7.945784441688113e-05,8.144089956698921e-05
196,WASP-6b,8.492645973672198e-05,8.722236608851786e-05,8.96044658832317e-05,9.206611582090455e-05,9.460169577055158e-05,9.720641136757942e-05,9.98761407852989e-05,0.0001026073145864329,0.00010539682062450592,0.00010824192811177057,0.00011114022649425622,0.00011408957586953229,0.00011708806647861627,0.00012013398538797564,0.00012322578891124552,0.00012636207964498853,0.0001295415872381623,0.00013276315220179814,0.00013602571220887633,0.00013932829044531903
197,LHS3844b,0.0001641903253094604,0.00016353086023104701,0.00016330946089190612,0.00016346422666837918,0.0001639449302169339,0.00016471042043749524,0.000165726681136029,0.00016696536197673516,0.00016840265419645968,0.00017001842112222793,0.0001717955191803324,0.00017371926284633768,0.00017577699944931158,0.00017795776859924164,0.00018025202737194493,0.00018265142701092248,0.00018514863030081455,0.00018773716128331724,0.00019041128086820595,0.00019316588331136911
198,KELT-7b,1.8406631783625852e-05,1.903357563369534e-05,1.967642553917376e-05,2.0334316012847674e-05,2.1006501193016958e-05,2.1692333004951286e-05,2.2391244018221265e-05,2.3102733859271996e-05,2.382635834441397e-05,2.4561720715119486e-05,2.530846451301758e-05,2.6066267744862025e-05,2.683483807059191e-05,2.7613908809012097e-05,2.840323560159052e-05,2.9202593609574767e-05,3.0011775146071643e-05,3.0830587665021613e-05,3.165885204470275e-05,3.249640111562262e-05
199,K2-198b,4.853001553947158e-05,4.9760807880162214e-05,5.1043204775852585e-05,5.23729644672683e-05,5.374651058025954e-05,5.5160802398847785e-05,5.6613234406503114e-05,5.810155769270397e-05,5.9623817879555946e-05,6.117830566133269e-05,6.27635170682131e-05,6.437812129560457e-05,6.602093446993646e-05,6.769089810991437e-05,6.938706132961067e-05,7.11085660445442e-05,7.285463460389163e-05,7.462455939513088e-05,7.641769406183711e-05,7.823344604824402e-05
200,WASP-78b,7.113376038699046e-05,7.333028072857045e-05,7.559236835288487e-05,7.791577596520351e-05,8.029687766541383e-05,8.273255229718077e-05,8.522009237266601e-05,8.775713226048561e-05,9.034159104092777e-05,9.297162664230805e-05,9.564559873611795e-05,9.836203849265819e-05,0.00010111962375474214,0.0001039171585235314,0.00010675355590139017,0.00010962782382527539,0.00011253905306732479,0.00011548640708875669,0.00011846911341758837,0.00012148645628617088
201,HAT-P-45b,5.762268684921886e-05,5.946822179707284e-05,6.136555263758728e-05,6.33115184124032e-05,6.530341206267773e-05,6.733889601703517e-05,6.941593616328612e-05,7.153274969180993e-05,7.368776351930353e-05,7.587958086377456e-05,7.81069541583065e-05,8.036876293737556e-05,8.26639956560382e-05,8.499173464368081e-05,8.735114357422038e-05,8.97414569703456e-05,9.216197136251106e-05,9.461203780234376e-05,9.709105549107278e-05,9.959846633094721e-05
202,TrES-2b,8.807959080357643e-05,9.067913343864078e-05,9.336251969421463e-05,9.612394716236497e-05,9.895847948743916e-05,0.00010186188209670742,0.00010483049422038959,0.00010786112818714492,0.00011095098944601861,0.00011409761249956031,0.00011729880916806029,0.00012055262649548747,0.00012385731225715953,0.00012721128650765678,0.00013061311796356423,0.00013406150428297607,0.00013755525550626324,0.00014109328007726144,0.0001446745729831116,0.00014829820564326606
203,CoRoT-2b,8.498454491243893e-05,8.73783551117898e-05,8.985585830529468e-05,9.241090208962394e-05,9.503826878106298e-05,9.773349643130596e-05,0.00010049273966559947,0.0001033126603915526,0.00010619034116314323,0.00010912321590492598,0.0001121090140669968,0.00011514571526401078,0.00011823151216686143,0.00012136477994174376,0.0001245440509221949,0.00012776799349273669,0.00013103539438442735,0.00013434514375164862,0.00013769622252940168,0.00014108769167096212
204,HAT-P-27b,0.00010497352937051619,0.00010771431551979103,0.00011056439071435046,0.00011351501968150903,0.0001165588265521833,0.00011968953104089516,0.00012290174393269777,0.00012619080692334488,0.0001295526660037408,0.0001329837704796015,0.00013648099177306672,0.00014004155762832997,0.00014366299841431807,0.00014734310300315245,0.00015107988228542604,0.00015487153881887152,0.00015871644143575103,0.00016261310388443137,0.0001665601667725172,0.00017055638222716795
205,G9-40b,9.647342191437428e-05,9.673813794874773e-05,9.721254720953677e-05,9.786899181335981e-05,9.868486690480267e-05,9.96415250362012e-05,0.00010072345097643209,0.00010191763283359833,0.00010321307754134482,0.00010460043378310614,0.00010607169576605985,0.0001076199684682719,0.00010923928007893791,0.00011092443099672774,0.0001126708713878916,0.000114474601233134,0.00011633208821521485,0.00011824019985956043,0.00012019614713731177,0.00012219743734445101
206,WASP-41b,6.053869015948329e-05,6.22131520157673e-05,6.39480335044554e-05,6.573879607939777e-05,6.75815950496894e-05,6.947314626132874e-05,7.141062251843644e-05,7.339157229539109e-05,7.541385534337472e-05,7.747559123402853e-05,7.95751179054995e-05,8.171095801155878e-05,8.388179140939087e-05,8.60864325148377e-05,8.832381154581598e-05,9.05929588933595e-05,9.289299202512061e-05,9.52231044521933e-05,9.758255638696405e-05,9.997066679461615e-05
207,TOI-640b,3.999301163128764e-05,4.129825515287449e-05,4.2639000768510455e-05,4.4013152458180466e-05,4.5418911980446305e-05,4.6854723785187894e-05,4.831923187944048e-05,4.9811245721456936e-05,5.1329713007368075e-05,5.287369777276872e-05,5.444236263100497e-05,5.603495425927048e-05,5.765079145551889e-05,5.9289255245961575e-05,6.094978064004405e-05,6.263184971806272e-05,6.43349858037118e-05,6.605874852527427e-05,6.780272960890327e-05,6.956654927832567e-05
208,TOI-1259Ab,7.205102767206946e-05,7.362030381937386e-05,7.527481093309098e-05,7.7006663564606e-05,7.880925557595837e-05,8.067700556380971e-05,8.260516067213051e-05,8.458964381001536e-05,8.662693351091026e-05,8.871396860322123e-05,9.08480719295221e-05,9.302688882667627e-05,9.524833714418865e-05,9.75105663554336e-05,9.981192388967406e-05,0.0001021509272395912,0.00010452624071975485,0.00010693665599445677,0.00010938107567898261,0.00011185849946127244
209,WASP-138b,7.494796384693546e-05,7.73273426391083e-05,7.977449344190867e-05,8.228521815339082e-05,8.485592436394589e-05,8.748351244937902e-05,9.01652872945497e-05,9.289888859391127e-05,9.568223531518555e-05,9.851348107002e-05,0.00010139097796306722,0.0001043132470895805,0.0001072789542895037,0.00011028689008958826,0.00011333595300653355,0.00011642513556592182,0.00011955351252981043,0.00012272023093152511,0.00012592450159776823,0.00012916559190150737
210,WASP-74b,2.934993280444399e-05,3.0239055568541244e-05,3.1155599130996485e-05,3.209773507457673e-05,3.3063904859818555e-05,3.4052768932438134e-05,3.506316702563814e-05,3.6094086886648514e-05,3.7144639412047895e-05,3.821403870826036e-05,3.9301585972996086e-05,4.040665636725066e-05,4.1528688247376834e-05,4.266717427416688e-05,4.382165402569967e-05,4.4991707823234985e-05,4.617695154202354e-05,4.737703222672493e-05,4.859162436797716e-05,4.982042672524246e-05
211,HAT-P-25b,0.00010890024290741497,0.00011189397900993411,0.00011499689021631833,0.00011820071772752445,0.00012149846791571787,0.0001248841689600681,0.00012835268181677663,0.000131899551904604,0.00013552089164168462,0.00013921328660185798,0.00014297371992867574,0.00014679951098971463,0.000150688265231551,0.0001546378329142708,0.00015864627493776786,0.000162711834371647,0.00016683291260259693,0.00017100804924323406,0.00017523590512322852,0.00017951524782028783
212,HAT-P-62b,9.231683634813882e-05,9.49194861694382e-05,9.761299084954282e-05,0.00010039067870546584,0.00010324689134920477,0.00010617678969065854,0.00010917620309754413,0.00011224151092848898,0.00011536954862019017,0.0001185575325904666,0.00012180299969872889,0.00012510375807032027,0.00012845784686634027,0.00013186350315071163,0.00013531913442985297,0.00013882329575789324,0.00014237467054062396,0.00014597205435457097,0.00014961434123840996,0.00015330051202296468
213,WASP-29b,4.148333741807019e-05,4.2396144373725e-05,4.335768648118722e-05,4.4363484933799796e-05,4.5409786155712434e-05,4.649341765999876e-05,4.761167693385572e-05,4.876224488298434e-05,4.994311775018779e-05,5.115255308038948e-05,5.238902647237053e-05,5.3651196691266795e-05,5.493787731798127e-05,5.624801355125851e-05,5.758066310243844e-05,5.8934980364387105e-05,6.0310203217596874e-05,6.170564197398988e-05,6.31206700640672e-05,6.45547161539503e-05
214,WASP-82b,3.3413100226211716e-05,3.4506644810502605e-05,3.562979640481032e-05,3.678081584185705e-05,3.7958210627246985e-05,3.916068934332783e-05,4.038712594116671e-05,4.163653150217533e-05,4.290803170325047e-05,4.420084868053063e-05,4.551428631712352e-05,4.684771821940286e-05,4.8200577821713924e-05,4.957235018898437e-05,5.096256518362163e-05,5.237079173610241e-05,5.3796633014199765e-05,5.523972232834609e-05,5.669971964350995e-05,5.817630859352819e-05
215,HAT-P-29b,6.312881116284196e-05,6.508306786362428e-05,6.709541081916803e-05,6.916209208590074e-05,7.127991139507808e-05,7.344611340417907e-05,7.565830746581507e-05,7.79144043586542e-05,8.021256593492433e-05,8.255116470363749e-05,8.492875112883121e-05,8.734402697135247e-05,8.979582340400096e-05,9.228308292605223e-05,9.48048443240093e-05,9.736023009151583e-05,9.99484358474136e-05,0.00010256872138731407,0.00010522040307837988,0.00010790284736469524
216,K2-31b,8.478746143894577e-05,8.697937783469822e-05,8.92602074330563e-05,9.162277375514375e-05,9.406102025234313e-05,9.656979261331422e-05,9.914467006980872e-05,0.00010178183333325264,0.00010447796022549365,0.0001072301424670074,0.00011003581878658141,0.00011289272073657443,0.00011579882848323306,0.00011875233449089442,0.00012175161350000745,0.00012479519755865149,0.0001278817551386992,0.00013101007357426596,0.00013417904421847356,0.00013738764983688582
217,HAT-P-37b,0.00016337599179862996,0.00016784696965372846,0.00017248228201067578,0.00017726943331221272,0.00018219784503872792,0.00018725848665044492,0.0001924435889784487,0.00019774641938775337,0.00020316110373874366,0.0002086824841712472,0.00021430600457486625,0.00022002761765034203,0.0002258437089508454,0.0002317510343825766,0.00023774666845344616,0.00024382796116484727,0.0002499925018997562,0.0002562380890094791,0.0002625627040695255,0.0002689644899824932
218,XO-2Nb,5.191181982666775e-05,5.3275998024227315e-05,5.469396736875804e-05,5.6161456356142186e-05,5.767485699141418e-05,5.9231096157831056e-05,6.0827535878330864e-05,6.246189518967424e-05,6.413218836597133e-05,6.583667563945767e-05,6.757382356703552e-05,6.934227290936744e-05,7.114081241082863e-05,7.296835725130856e-05,7.482393122452745e-05,7.670665190974958e-05,7.861571826399072e-05,8.055040018373774e-05,8.251002967875405e-05,8.449399337282987e-05
219,HAT-P-32b,6.0207925596853714e-05,6.203544293807272e-05,6.391913235960615e-05,6.585525917671276e-05,6.784063946583148e-05,6.98725362511758e-05,7.194857851970138e-05,7.406669741615305e-05,7.62250755090897e-05,7.842210610284885e-05,8.065636034375789e-05,8.292656042717733e-05,8.523155761951947e-05,8.757031410998145e-05,8.99418879306607e-05,9.234542035201852e-05,9.47801252882973e-05,9.72452803450346e-05,9.9740219215983e-05,0.00010226432519504362
220,KPS-1b,0.00013600442177486894,0.0001394048911990741,0.00014295147856589483,0.00014663201617958933,0.00015043625208863815,0.0001543554757739171,0.00015838222843135902,0.00016251007642028177,0.00016673343241297578,0.00017104741294726944,0.00017544772403262562,0.00017993056857337243,0.00018449257090440117,0.0001891307148568991,0.00019384229260233123,0.00019862486214343135,0.00020347621178880935,0.00020839433030335605,0.00021337738169913256,0.00021842368384173775
221,XO-1b,5.459256953258612e-05,5.617193103329466e-05,5.78040173208759e-05,5.948508065883359e-05,6.121193712955827e-05,6.298185924206222e-05,6.479249233836372e-05,6.664178887145025e-05,6.852795625240905e-05,7.044941510597977e-05,7.240476558648035e-05,7.439275999155241e-05,7.641228033777426e-05,7.84623198762566e-05,8.054196775988777e-05,8.265039624913502e-05,8.478684997599682e-05,8.695063688694474e-05,8.9141120563596e-05,9.135771368019696e-05
222,WASP-190b,7.487985006999638e-05,7.730290512630689e-05,7.979280686506476e-05,8.234554814733789e-05,8.495769394539772e-05,8.762627524830492e-05,9.034870602737758e-05,9.312271761103142e-05,9.59463063450808e-05,9.881769149331611e-05,0.00010173528110511115,0.00010469764413571717,0.00010770348751406646,0.00011075163715549008,0.00011384102214274713,0.00011697066146901899,0.00012013965286595633,0.00012334716333899356,0.000126592421108706,0.0001298747087164859
223,WASP-92b,0.00012329582612129823,0.00012721492725669973,0.00013124542592209975,0.00013538043587536203,0.00013961406375715562,0.00014394122406820583,0.00014835749449981347,0.00015285900170157273,0.00015744233025596333,0.00016210444952549337,0.00016684265439363054,0.00017165451690138235,0.0001765378464987049,0.00018149065715997463,0.00018651114000834795,0.00019159764039165423,0.00019674863857872232,0.00020196273341820546,0.00020723862843562962,0.00021257511994820244
224,HAT-P-19b,9.367764633335132e-05,9.589087921243355e-05,9.820890050199207e-05,0.00010062256043779142,0.00010312416935336939,0.00010570721009101618,0.00010836611582678626,0.00011109609664580782,0.00011389300286602511,0.00011675321635817921,0.00011967356340556042,0.00012265124428912622,0.00012568377597183,0.0001287689451251661,0.00013190476938325317,0.00013508946518892085,0.00013832142095698472,0.00014159917455368114,0.00014492139430078249,0.00014828686287443274
225,HAT-P-67b,2.5710467643596034e-05,2.6543159222156184e-05,2.739878986260084e-05,2.8275986576280238e-05,2.9173572303486848e-05,3.009052958849578e-05,3.102597214858325e-05,3.1979122402981556e-05,3.2949293550185196e-05,3.393587515121757e-05,3.493832144067644e-05,3.5956141778677644e-05,3.6988892796871926e-05,3.8036171895285576e-05,3.9097611824097484e-05,4.017287614274902e-05,4.1261655393094474e-05,4.236366385723581e-05,4.347863679689766e-05,4.460632809156981e-05
226,K2-107b,0.00010795615278742507,0.00011124982182507825,0.00011464384558519088,0.00011813160266935118,0.00012170744588235669,0.0001253665188234282,0.00012910461277354743,0.00013291805391598308,0.00013680361364025578,0.00014075843659118006,0.0001447799824884913,0.00014886597872736085,0.0001530143814891859,0.00015722334362251018,0.00016149118794918203,0.0001658163849479694,0.00017019753399322645,0.0001746333474984605,0.0001791226374474123,0.00018366430389825478
227,HAT-P-1b,4.0724759514187876e-05,4.195625537108625e-05,4.3225847852094366e-05,4.4530989953082585e-05,4.5869510913316785e-05,4.7239545235483796e-05,4.863947732397332e-05,5.006789787501696e-05,5.152356920640356e-05,5.300539745677522e-05,5.451241011394698e-05,5.6043737713831204e-05,5.759859883047527e-05,5.917628768341503e-05,6.077616384175581e-05,6.239764361952494e-05,6.404019284414587e-05,6.570332074659248e-05,6.738657477318328e-05,6.908953615883795e-05
228,WASP-16b,5.057222031247636e-05,5.202007917552673e-05,5.35171529666251e-05,5.505989615024846e-05,5.664529869438573e-05,5.8270783856081656e-05,5.9934128654113004e-05,6.163340137090457e-05,6.336691197855153e-05,6.513317247444155e-05,6.693086488798611e-05,6.875881527880665e-05,7.061597245373108e-05,7.250139042948951e-05,7.441421389065681e-05,7.635366605940166e-05,7.831903852001539e-05,8.030968263762036e-05,8.232500228463117e-05,8.43644476459744e-05
229,K2-261b,3.221587817116536e-05,3.309813896622947e-05,3.401278752987048e-05,3.495736318198203e-05,3.592978266578866e-05,3.692826749775119e-05,3.795128754614861e-05,3.899751676880306e-05,4.006579816279838e-05,4.115511576586175e-05,4.2264572107903295e-05,4.339336991294236e-05,4.454079714375879e-05,4.570621469624616e-05,4.6889046209758375e-05,4.808876957907078e-05,4.9304909843775415e-05,5.0537033199644206e-05,5.178474192928229e-05,5.304767009022102e-05
230,GJ3470b,3.56387559063383e-05,3.592951572573038e-05,3.628554685121849e-05,3.669882164336523e-05,3.716273863421489e-05,3.767182000989467e-05,3.822148234439684e-05,3.880786085273242e-05,3.942767324027794e-05,4.007811318956088e-05,4.075676627106785e-05,4.146154299161415e-05,4.219062506346996e-05,4.294242196244843e-05,4.3715535559391937e-05,4.450873113565138e-05,4.5320913483464015e-05,4.615110708429233e-05,4.6998439578784864e-05,4.7862127909917335e-05
231,HAT-P-15b,4.21008600235755e-05,4.3271565474249964e-05,4.448412507959473e-05,4.573541436448743e-05,4.702278566843269e-05,4.834397662018108e-05,4.969703901368622e-05,5.108028297894443e-05,5.2492232747292906e-05,5.393159129704664e-05,5.5397211866291883e-05,5.68880748238445e-05,5.840326875619225e-05,5.9941974897910014e-05,6.150345423329834e-05,6.308703674706753e-05,6.46921124153763e-05,6.631812361502825e-05,6.796455869510471e-05,6.963094650674539e-05
232,K2-55b,9.778806303360963e-05,9.944739121535895e-05,0.00010124139100240771,0.00010315594509501131,0.00010517931283706617,0.00010730164555295619,0.00010951461533511973,0.00011181112763601975,0.00011418509650675512,0.0001166312671860898,0.00011914507484777733,0.00012172253122492994,0.0001243601329197763,0.0001270547867240692,0.000129803748388314,0.00013260457210251153,0.0001354550685677491,0.00013835327000310792,0.00014129740078619088,0.00014428585269677646
233,WASP-166b,2.4607213295266743e-05,2.536058405925401e-05,2.613677314360667e-05,2.693428290240864e-05,2.775183568414767e-05,2.858833244847703e-05,2.9442820469709087e-05,3.0314467881539168e-05,3.12025434287367e-05,3.2106400222221175e-05,3.302546260130191e-05,3.3959215428828494e-05,3.490719530710014e-05,3.5868983321981515e-05,3.684419901179738e-05,3.783249532458287e-05,3.883355437809858e-05,3.9847083875875e-05,4.087281406250305e-05,4.1910495124623704e-05
234,HIP65Ab,6.99046438243858e-05,7.130532946035755e-05,7.279331671747579e-05,7.436012094801479e-05,7.599865383349333e-05,7.770294295442355e-05,7.946791616822621e-05,8.12892340521959e-05,8.316315841277184e-05,8.508644815249824e-05,8.705627609904208e-05,8.907016204741616e-05,9.112591845300405e-05,9.322160607723197e-05,9.53554975238844e-05,9.752604707682989e-05,9.973186560455492e-05,0.00010197169956515642,0.00010424441335006936,0.00010654897436204687
235,WASP-101b,3.9807629833298614e-05,4.109203950693512e-05,4.2412054887650224e-05,4.376553067537967e-05,4.5150628364967e-05,4.656575930686663e-05,4.800954015076806e-05,4.9480757636456164e-05,5.09783405167125e-05,5.2501336976747536e-05,5.404889632941512e-05,5.562025406571683e-05,5.721471955988792e-05,5.88316658908687e-05,6.047052136332667e-05,6.21307624028154e-05,6.38119075691483e-05,6.551351248528058e-05,6.723516552008927e-05,6.897648409537632e-05
236,WASP-5b,0.00010168150074050894,0.00010459259424492228,0.00010760264025155589,0.00011070451003695888,0.00011389215157157285,0.0001171603840053364,0.00012050473776848373,0.00012392132891166796,0.00012740675943154667,0.0001309580375208036,0.00013457251324185362,0.00013824782624708424,0.0001419818629868303,0.00014577272144852523,0.00014961868191815407,0.00015351818259093275,0.00015746979911230522,0.00016147222732423017,0.0001655242686408606,0.000169624817593197
237,XO-3b,4.147565920661357e-05,4.282337420588681e-05,4.420801360201155e-05,4.5627380212028415e-05,4.707958980312759e-05,4.8563013126107124e-05,5.007623053767406e-05,5.1617996128944214e-05,5.3187209109838824e-05,5.4782890787359726e-05,5.640416589679081e-05,5.805024734979734e-05,5.972042368666921e-05,6.141404868509822e-05,6.313053270124283e-05,6.486933541178939e-05,6.662995969639702e-05,6.841194645405066e-05,7.021487018866605e-05,7.20383352317963e-05
238,K2-121b,9.140366495613358e-05,9.312526733880409e-05,9.496544539920073e-05,9.691230978438958e-05,9.895594592352438e-05,0.00010108801499244079,0.00010330144756731447,0.00010559020591251227,0.00010794909769222801,0.00011037362863398708,0.00011285988499798277,0.00011540443907057566,0.00011800427260129122,0.00012065671434004194,0.00012335938874093196,0.00012611017357418714,0.00012890716469362104,0.00013174864658927434,0.00013463306764611586,0.000137559019253271
239,WASP-165b,9.24834897897797e-05,9.507341676936415e-05,9.775481063332923e-05,0.00010052090017286502,0.0001033659450078976,0.00010628503798026392,0.00010927395154966409,0.00011232901718805632,0.00011544702979576696,0.00011862517128704897,0.00012186094900304827,0.0001251521456967548,0.00012849677862526075,0.00013189306586612745,0.00013533939840658108,0.00013883431687800035,0.0001423764920530326,0.00014596470840934274,0.00014959785020749307,0.00015327488964149568
240,K2-25b,0.00023935472381135008,0.00023932128088649312,0.00023985638566620087,0.00024088265337427793,0.0002423370349079087,0.0002441676735780501,0.0002463315453470123,0.0002487926659255644,0.0002515207134051538,0.00025448995921653074,0.0002576784304575551,0.0002610672476703276,0.000264640096969906,0.00026838280599783565,0.0002722830007993809,0.00027632982628319737,0.00028051371701687055,0.00028482620815578505,0.0002892597785861106,0.0002938077200896874
241,LTT3780c,6.29715109437684e-05,6.312326908759312e-05,6.341332874546001e-05,6.38233785416439e-05,6.433845803382745e-05,6.494623019554735e-05,6.563643367651695e-05,6.640046551891327e-05,6.723105977188619e-05,6.812203745036908e-05,6.906811016458627e-05,7.006472454477701e-05,7.110793797523426e-05,7.219431857527241e-05,7.332086411721013e-05,7.448493585209652e-05,7.568420415912918e-05,7.691660363885775e-05,7.818029579949904e-05,7.947363788673301e-05
242,HAT-P-9b,8.730419178125502e-05,9.010870147017033e-05,9.299153038947299e-05,9.59479233651749e-05,9.897380692714608e-05,0.00010206566263497049,0.00010522042797590633,0.0001084354180708584,0.00011170826325361854,0.00011503685888078012,0.00011841932465405209,0.00012185397140569467,0.0001253392737873967,0.00012887384766486408,0.0001324564312906355,0.00013608586953117957,0.00013976110057902253,0.00014348114469909097,0.0001472450946499094,0.0001510521074913474
243,HAT-P-28b,0.0001096683473131355,0.00011279473818318,0.00011602818688312212,0.00011936093916752254,0.00012278641380348708,0.0001262989784816698,0.0001298937754969627,0.00013356658478015052,0.00013731371527168692,0.00014113191802332548,0.00014501831611684777,0.00014897034771567703,0.0001529857194583379,0.00015706236805993533,0.00016119842847629753,0.00016539220735176775,0.0001696421607488802,0.000173946875369612,0.00017830505264053784,0.00018271549516013077
244,HAT-P-49b,4.102372504424939e-05,4.242620150590838e-05,4.3864050055997926e-05,4.533536042281166e-05,4.683848567671489e-05,4.8371994214950054e-05,4.9934632062364395e-05,5.15252929839968e-05,5.314299457641427e-05,5.478685898027105e-05,5.645609719789265e-05,5.8149996247508265e-05,5.986790856766697e-05,6.16092432202385e-05,6.337345854137492e-05,6.516005596605642e-05,6.696857480994342e-05,6.879858783684355e-05,7.064969747461526e-05,7.252153256920246e-05
245,K2-266d,4.8153893537353494e-05,4.896276615315404e-05,4.9838321499103835e-05,5.077354243327884e-05,5.17625945514524e-05,5.280058479585127e-05,5.3883376608466356e-05,5.500744684382121e-05,5.616977389188189e-05,5.736774938600908e-05,5.8599107917861014e-05,5.986187063271205e-05,6.11542996204559e-05,6.247486077370691e-05,6.38221933390687e-05,6.519508479849971e-05,6.659245002492546e-05,6.801331388795015e-05,6.945679666175437e-05,7.092210172232228e-05
246,WASP-98b,0.00011909170565309077,0.0001223295327780701,0.00012568772688695384,0.00012915706842126374,0.00013272975523867091,0.00013639912942038762,0.00014015946516564854,0.0001440058024417672,0.00014793381528999667,0.00015193970665307413,0.00015602012369602924,0.00016017208910518968,0.00016439294495042202,0.00016868030650379637,0.00017303202400756148,0.0001774461508334097,0.00018192091681438964,0.00018645470578932029,0.00019104603659809998,0.00019569354691983398
247,WASP-85Ab,4.617089410901934e-05,4.7599472513601674e-05,4.907054872806156e-05,5.058137848039041e-05,5.212961860720869e-05,5.3713251793008426e-05,5.5330527804368266e-05,5.697991714921664e-05,5.866007419755222e-05,6.0369807579969014e-05,6.210805623722466e-05,6.387386989645216e-05,6.566639304358977e-05,6.748485167859103e-05,6.932854230174326e-05,7.119682270108437e-05,7.308910420324249e-05,7.500484512062553e-05,7.694354518233231e-05,7.890474077840809e-05
248,WASP-157b,0.00011041337153974087,0.00011366446229935239,0.00011702083377170657,0.00012047517662802556,0.00012402127354948464,0.00012765379199524898,0.00013136812276794878,0.00013516025299737798,0.00013902666527579804,0.0001429642568672682,0.0001469702744728914,0.00015104226115818082,0.0001551780128685151,0.0001593755425625624,0.00016363305044292742,0.00016794889910065426,0.00017232159264582203,0.00017674975909160733,0.00018123213540941854,0.00018576755478912454
249,HAT-P-6b,4.5623165344028576e-05,4.7134697624274476e-05,4.8686338357645986e-05,5.027578414741056e-05,5.1901055866092666e-05,5.356043893341289e-05,5.525243651328032e-05,5.697573247652767e-05,5.8729161825087015e-05,6.051168687400943e-05,6.23223779181241e-05,6.41603974221107e-05,6.602498700140962e-05,6.791545663066021e-05,6.983117564290945e-05,7.177156517826336e-05,7.373609181327383e-05,7.572426215801572e-05,7.773561825084021e-05,7.976973361425879e-05
