planet_ID,Star Distance [pc],star_mass_kg,Star Radius [Rs],Star Temperature [K],Planet Mass [Mjup],planet_orbital_period,Planet Semi-major Axis [au],Planet Radius [Rjup],planet_surface_gravity,Transit Duration [hrs],Eclipse Duration [hrs],Mean Molecular Weight,Planet Albedo,Planet Geometric Albedo,Heat Redistribution Factor
10551,729.964,1.6702642913863629e+30,0.8,5201.0,0.0244,163.692349,0.5526089533572485,0.241,10.41289019159517,8.6737696979451,8.6737696979451,2.3,0.2,0.25,0.8
10552,695.65,1.8889893771631484e+30,1.06,5731.0,0.029299999999999996,41.885775,0.2320552900088838,0.269,10.03641492863794,6.971134882470393,6.971134882470393,2.3,0.2,0.25,0.8
10553,1038.06,1.9231900269391548e+30,1.81,5759.0,0.36839463800000005,3.5008785,0.0446229047028809,1.185531523,6.496846940022287,5.413815332908764,5.413815332908764,2.3,0.2,0.25,0.8
10554,645.158,2.5451646344935054e+30,2.06072,6368.0,1.414071329,3.2532293,0.0466531338403602,1.4813672799999997,15.972076017879104,5.5191403654632705,5.5191403654632705,2.3,0.2,0.25,0.8
10555,1259.28,2.485512338372564e+30,3.42,5028.0,0.049800000000000004,8.57503552,0.0883282970149922,0.367,9.164584115348896,11.989454849772365,11.989454849772365,2.3,0.2,0.25,0.8
10556,441.09,1.6503801926793823e+30,0.72,5088.0,0.0198,88.255055,0.3646069912210321,0.213,10.817366166936743,6.375702006263546,6.375702006263546,2.3,0.2,0.25,0.8
10557,792.01,2.6609895094616666e+30,2.8327301,6502.0,0.6618562990000001,7.4560799,0.0823102337311543,1.295838912,9.769609836944714,9.580369748363779,9.580369748363779,2.3,0.2,0.25,0.8
10558,289.543874,1.372002810781655e+30,0.67,4349.9,0.014799999999999999,9.562742,0.0779190933497691,0.179,11.44909610333658,3.000496579822397,3.000496579822397,2.3,0.2,0.25,0.8
10559,337.926,1.212930021125811e+30,0.63,3844.0,0.0344,17.6046,0.112331085057349,0.295,9.797831312605926,3.673178131685762,3.673178131685762,2.3,0.2,0.25,0.8
10560,63.0637,2.1026191626462704e+30,1.16,6011.9,0.016500623,3.980286,0.0500759046699452,0.19025904799999996,11.29861604644402,3.3363122944702246,3.3363122944702246,2.3,0.2,0.25,0.8
10561,1177.55,2.3463236474237e+30,1.12,6000.0,0.604,7.340711,0.0781193560196843,0.96,16.244637330288718,4.0645564374292515,4.0645564374292515,2.3,0.2,0.25,0.8
10562,39.0341,1.4682418485234407e+30,0.691374,4813.0,0.005389925000000001,12.1622172,0.0935492079300029,0.10497524499999998,12.12340114876947,3.2426647176692893,3.2426647176692893,2.3,0.2,0.25,0.8
10563,1355.54,2.0480621668189925e+30,1.04,5831.0,0.028200000000000003,85.273256,0.3829365968107994,0.262,10.182679465465386,8.436083593021822,8.436083593021822,2.3,0.2,0.25,0.8
10564,757.791,2.107714462939934e+30,1.02,6035.0,0.016,41.6979976,0.2399668899097505,0.188,11.220696910886891,6.413800749453461,6.413800749453461,2.3,0.2,0.25,0.8
10565,735.596,2.2332328360277484e+30,1.59,6117.0,0.135674189,1.2368321,0.0234396386498835,0.65989943,7.722488587799553,3.1637318472623077,3.1637318472623077,2.3,0.2,0.25,0.8
10566,58.2609,1.3144184609262396e+30,0.74,4236.0,0.270261565,8.34998,0.0701671632148438,0.9940600549999998,6.779139791517622,3.552645897645894,3.552645897645894,2.3,0.2,0.25,0.8
10567,22.4751,1.1158956194357464e+30,0.517786,3703.0,0.016412841,2.8531008,0.0324726959766814,0.18972420899999998,11.301961095528826,1.6773875847032635,1.6773875847032635,2.3,0.2,0.25,0.8
10568,427.678,4.116008432344965e+30,1.67,9360.0,1.41,3.3448285,0.055788573012089,1.81,10.667864980119743,3.960363344707992,3.960363344707992,2.3,0.2,0.25,0.8
10569,906.746,3.293443037034596e+30,3.5,7340.8,0.317822594,2.9103781,0.0472007326572195,1.093739056,6.58525920983918,8.08466223351191,8.08466223351191,2.3,0.2,0.25,0.8
10570,187.506,1.500798745476867e+30,0.75,4935.8,0.298043771,9.162268,0.0780204693515066,1.05368189,6.653904533906853,3.5723171459969323,3.5723171459969323,2.3,0.2,0.25,0.8
10571,513.877,2.2071349564748368e+30,1.67,5887.0,0.06702000000000001,5.06963,0.0598041153001518,0.222,33.70652818950401,5.11137902591489,5.11137902591489,2.3,0.2,0.25,0.8
10572,166.873,3.428813981031719e+30,1.92067,7511.0,0.054989733000000006,1.5954319,0.0320429555753028,0.385583097,9.167716690930844,3.5144670414983343,3.5144670414983343,2.3,0.2,0.25,0.8
10573,579.273,1.710032488800324e+30,0.82,5253.0,0.0189,34.2685705,0.1963673942252174,0.207,10.932932346127537,5.213153959264967,5.213153959264967,2.3,0.2,0.25,0.8
10574,735.369,2.2071349564748368e+30,1.25,6013.72,0.0244,22.064,0.1594176464839215,0.241,10.41289019159517,6.266765888529439,6.266765888529439,2.3,0.2,0.25,0.8
10575,1072.88,2.2469031538887973e+30,1.2,6166.0,0.014200000000000006,89.722292,0.4085691977298978,0.175,11.492851479553238,9.499483347458758,9.499483347458758,2.3,0.2,0.25,0.8
10576,270.739,8.94784441814123e+29,0.42,3683.0,0.006810000000000002,2.75759006,0.029493741918614,0.11399999999999999,12.98831930075221,1.434245690979385,1.434245690979385,2.3,0.2,0.25,0.8
10577,1026.43,1.9287575745771092e+30,1.3,5551.0,0.021100000000000004,5.839172,0.0628247339218311,0.221,10.708125569639176,4.372885177698664,4.372885177698664,2.3,0.2,0.25,0.8
10578,321.542,1.0737413301769476e+30,0.52,4075.0,0.25,7.8773565,0.0630992438183145,0.187,177.2035193753692,2.3902492261862207,2.3902492261862207,2.3,0.2,0.25,0.8
10579,1663.74,2.5849328319074664e+30,1.24,6572.0,0.025300000000000003,29.53910065,0.2041198298352518,0.246,10.362531276795782,6.503071772787405,6.503071772787405,2.3,0.2,0.25,0.8
10580,718.493,2.698272194537255e+30,1.23,6552.0,1.3511268,3.6364993,0.0512369579468887,1.46584247,15.586085526390246,3.48192178248771,3.48192178248771,2.3,0.2,0.25,0.8
10581,714.755,1.7755704781385316e+30,1.82,5596.0,0.305343366,1.3847905,0.0234135769754642,1.068634186,6.627441601471977,4.155905023238098,4.155905023238098,2.3,0.2,0.25,0.8
10582,61.8736,1.411771008195616e+30,0.68,4599.0,0.01624,0.2803244,0.0074788120363266,0.13499999999999998,22.08686289671672,0.9548955542896,0.9548955542896,2.3,0.2,0.25,0.8
10583,774.109,2.2580879594114743e+30,1.21,6137.0,0.33790016199999995,4.867001,0.0586390583031206,1.131985174,6.53615691451974,3.91051786111092,3.91051786111092,2.3,0.2,0.25,0.8
10584,1208.44,2.2071349564748368e+30,1.35,6169.0,0.0163,28.7798,0.1903145862289335,0.19,11.191697159590888,7.3566739602570745,7.3566739602570745,2.3,0.2,0.25,0.8
10585,121.944,2.9826148060470766e+30,1.44,7430.0,2.093,1.21987,0.025578712946213,1.593,20.443404609376696,2.7507650898789078,2.7507650898789078,2.3,0.2,0.25,0.8
10586,1304.25,1.988409870698051e+30,0.99,5730.0,0.143,130.3546919,0.5031803576065204,0.6819999999999999,7.620488912826102,9.742414960150466,9.742414960150466,2.3,0.2,0.25,0.8
10587,163.083,2.0401085273362004e+30,1.25,5904.0,0.0395229,0.86673,0.0179434543850095,0.316395405,9.785973056035186,2.2422314858720793,2.2422314858720793,2.3,0.2,0.25,0.8
10589,81.5511,1.2066864141318192e+30,0.593295,3849.0,0.021262690999999997,16.2161775,0.1061523335973524,0.219765897,10.912221558360306,3.340152015625479,3.340152015625479,2.3,0.2,0.25,0.8
10590,938.844,1.94864167328409e+30,0.96,5744.0,0.0297,9.61375356,0.0878975121802986,0.27,10.098211638431131,3.8374363834818968,3.8374363834818968,2.3,0.2,0.25,0.8
10591,686.723,2.0480621668189925e+30,1.24,5812.0,0.021800000000000003,14.400974,0.1169983005647151,0.22599999999999998,10.579256883468782,5.523959406360276,5.523959406360276,2.3,0.2,0.25,0.8
10592,222.95,1.4494182344180294e+30,0.73,4742.0,0.632328339,23.2556119,0.1434989862325627,1.288556056,9.439555855427496,4.949100810642644,4.949100810642644,2.3,0.2,0.25,0.8
10593,148.925,3.3405285827727257e+30,1.93656,7400.0,1.407344421,2.65044,0.0445570189923832,1.4797081369999998,15.931762337385916,4.442246438160905,4.442246438160905,2.3,0.2,0.25,0.8
10594,1770.27,2.107714462939934e+30,1.08,5935.0,0.014799999999999999,14.5596237,0.1189893128672719,0.179,11.44909610333658,4.774466400288812,4.774466400288812,2.3,0.2,0.25,0.8
10595,511.362,1.683236677382797e+30,1.05,5417.4,0.33122169,3.1419909,0.0397146514866805,1.119263232,6.5534477541866965,3.2774789110015745,3.2774789110015745,2.3,0.2,0.25,0.8
10596,795.26,2.552621171508623e+30,1.5,6374.0,2.113258622,4.1184449,0.0546491453236974,1.6538167430000001,19.1510869582978,4.47602752934549,4.47602752934549,2.3,0.2,0.25,0.8
10597,200.075,2.107714462939934e+30,1.53,6030.0,0.27,5.322023,0.0608311024910864,1.22,4.496345242246889,5.150295945781809,5.150295945781809,2.3,0.2,0.25,0.8
10598,484.97,2.4205161907241213e+30,1.84,6267.7,1.182206268,2.9599541,0.0430782838475253,1.424179449,14.44705665382963,4.8786655639558365,4.8786655639558365,2.3,0.2,0.25,0.8
10599,1366.07,1.94864167328409e+30,0.96,6085.0,0.016200000000000003,9.751962,0.0887379230993292,0.189,11.241051916620927,3.8238835300081377,3.8238835300081377,2.3,0.2,0.25,0.8
10600,98.2063,2.059992626043181e+30,1.22039,5944.0,0.025618353,741.4255896,1.6243546707112322,0.246975917,10.410163242742602,20.192102240312064,20.192102240312064,2.3,0.2,0.25,0.8
10601,568.171,2.073911495138067e+30,1.34,5972.0,0.380612248,4.6257192,0.0550996274039881,1.2039096439999997,6.508943777419003,4.368513650904598,4.368513650904598,2.3,0.2,0.25,0.8
10602,290.684,2.5451646344935054e+30,1.86,5550.0,0.33899999999999997,4.37808,0.0568719805983174,1.41,4.22646250310073,5.499113267305384,5.499113267305384,2.3,0.2,0.25,0.8
10603,894.187,1.6304960939724016e+30,0.82,5349.0,0.0321,9.02929974,0.0794352436662054,0.283,9.934538765428307,3.427613413815869,3.427613413815869,2.3,0.2,0.25,0.8
10604,1594.74,2.2866713513027583e+30,2.22,6117.21,0.0516,20.74028413,0.1547919301634819,0.375,9.095000213114991,10.755109728895235,10.755109728895235,2.3,0.2,0.25,0.8
10605,1477.98,2.803657917684252e+30,1.84,6626.0,5.33,3.1414391,0.0470758353514452,1.411,66.357303382643,4.728837370778118,4.728837370778118,2.3,0.2,0.25,0.8
10606,302.145,2.049553474222016e+30,1.29,5923.0,0.288400989,8.0115238,0.0791520646957978,1.033929871,6.686981590391453,5.017909937043695,5.017909937043695,2.3,0.2,0.25,0.8
10607,339.185,1.498730799211341e+30,0.82,4928.0,0.340040458,2.038183,0.0286309487358231,1.136062262,6.5304314151756335,2.3717154949756605,2.3717154949756605,2.3,0.2,0.25,0.8
10608,228.678,2.028178068112012e+30,1.03,5685.0,0.051000000000000004,16.092,0.1255777336608842,0.215,27.346944148915227,4.788635668781574,4.788635668781574,2.3,0.2,0.25,0.8
10609,387.97,3.08377515821884e+30,2.36994,7069.0,0.38411901300000006,2.3547658,0.04009514547188,1.207108998,6.53413912417146,5.273037514383535,5.273037514383535,2.3,0.2,0.25,0.8
10610,177.594,9.544367379350645e+29,0.47,3788.0,0.0039000000000000003,3.8867907,0.0378832372177607,0.095,10.711072128197417,1.7489515745607571,1.7489515745607571,2.3,0.2,0.25,0.8
10611,1083.91,1.6106119952654213e+30,0.85,5643.0,0.035,57.24809,0.271003505419546,0.285,10.680556253188309,6.594246039412008,6.594246039412008,2.3,0.2,0.25,0.8
10612,748.569,1.749800686214285e+30,0.92,5316.0,0.0182,44.29919815,0.2348176308367736,0.203,10.946993483605873,6.303103541671197,6.303103541671197,2.3,0.2,0.25,0.8
10613,744.294,1.6304960939724016e+30,0.77,5006.0,0.018000000000000002,48.4308991,0.2434027830718315,0.20199999999999999,10.934157204457518,5.586717523270738,5.586717523270738,2.3,0.2,0.25,0.8
10614,663.064,2.253116934734729e+30,1.77,6133.0,0.267923135,8.6681997,0.0860953299250401,0.9887785759999999,6.792469043962668,6.697849286278123,6.697849286278123,2.3,0.2,0.25,0.8
10615,396.378,2.197192907121346e+30,1.35,6088.0,0.310879037,3.2468565,0.0443639837849643,1.0799733079999998,6.606644551493279,3.807196848420666,3.807196848420666,2.3,0.2,0.25,0.8
10616,636.467,2.05104478162504e+30,1.7,5926.0,0.31583684900000003,5.1190872,0.0587334904560242,1.089956375,6.589616097506963,5.622395766673546,5.622395766673546,2.3,0.2,0.25,0.8
10617,1720.48,1.9287575745771092e+30,0.94,5608.0,0.0106,10.10769068,0.0905727959602569,0.147,12.158688807773656,3.786864331009775,3.786864331009775,2.3,0.2,0.25,0.8
10618,262.794,1.990149729334912e+30,1.56013,5803.5,0.23516143,2.6690078,0.0376669877828682,0.9123465049999999,7.002643454460829,4.187536610662589,4.187536610662589,2.3,0.2,0.25,0.8
10619,16.32,1.4515392056095773e+30,0.69,4640.0,0.07142000000000001,35.61253,0.1907576981508467,0.23299999999999998,32.60795411568775,4.7319068150978,4.7319068150978,2.3,0.2,0.25,0.8
10620,210.252,3.89728334656818e+30,1.7,6304.0,1.4780000000000002,2.70339,0.047533200838533,1.56,15.053614310383152,3.7725782928000826,3.7725782928000826,2.3,0.2,0.25,0.8
10621,457.568,2.1201420246317968e+30,1.19,6026.0,0.4178179980000001,3.5366051,0.0464100221848946,1.23302023,6.811806255468601,3.567415447338938,3.567415447338938,2.3,0.2,0.25,0.8
10622,1435.21,2.702000463044814e+30,1.7516201,6557.0,2.569447581,4.0431823,0.0550144067190924,1.7663324319999998,20.41316862722492,5.059429300085009,5.059429300085009,2.3,0.2,0.25,0.8
10623,924.04,2.253116934734729e+30,1.71,6133.0,2.3761886750000003,3.1987064,0.0442938307677396,1.718666528,19.939452592802528,4.8622315256271085,4.8622315256271085,2.3,0.2,0.25,0.8
10624,397.985,1.6664863126320365e+30,1.09,5385.0,0.35135579299999997,2.9145602,0.0376485581956882,1.156545837,6.510839152166162,3.3298417223035393,3.3298417223035393,2.3,0.2,0.25,0.8
10625,400.034,5.853719586545406e+30,1.65,9622.0,0.049820846,3.40304,0.063458200518358,0.362461146,9.399477808763123,3.221139799130789,3.221139799130789,2.3,0.2,0.25,0.8
10626,679.361,1.8094529823352264e+30,0.85,5434.0,0.028800000000000003,116.331901,0.4519796851025634,0.266,10.088921941787204,8.016847732481425,8.016847732481425,2.3,0.2,0.25,0.8
10627,221.639,1.1532777250048695e+30,0.55,3867.0,0.00945,8.84794045,0.0698248523934371,0.13799999999999998,12.29954888939348,2.539003213357567,2.539003213357567,2.3,0.2,0.25,0.8
10628,92.4381,1.4290038944044694e+30,0.7460030000000001,4665.0,0.032425348,9.6926638,0.0796903342956471,0.284645971,9.919507524086216,3.3482568993827284,3.3482568993827284,2.3,0.2,0.25,0.8
10629,499.0,1.5310756004374993e+30,0.72,4770.0,0.010700000000000001,22.4764425,0.1428744347495582,0.148,12.108097077921652,4.1075065928236745,4.1075065928236745,2.3,0.2,0.25,0.8
10630,878.067,3.4144974299626933e+30,1.9,7493.0,2.7661889259999994,3.702766,0.0560908713655909,1.814857255,20.816726772014544,4.9082459632310265,4.9082459632310265,2.3,0.2,0.25,0.8
10631,185.506,2.028178068112012e+30,1.09,5706.0,0.023190000000000002,45.2946,0.2503438407495996,0.207,13.41453445008982,7.140499001435057,7.140499001435057,2.3,0.2,0.25,0.8
10632,62.9969,5.1698656638149325e+29,0.29,3214.0,0.0189,2.260455,0.021515969879376,0.207,10.932932346127537,1.1609056987834845,1.1609056987834845,2.3,0.2,0.25,0.8
10633,1314.53,2.167366759060876e+30,1.24,6100.0,0.222,3.38628,0.0454216922888328,0.884,7.041480676717704,3.5304558567712387,3.5304558567712387,2.3,0.2,0.25,0.8
10634,1195.54,1.829337081042207e+30,0.91,5541.0,0.061200000000000004,150.242127,0.5379761126573307,0.414,8.850469042103244,9.441503866327956,9.441503866327956,2.3,0.2,0.25,0.8
10635,233.586,1.6969885200485445e+30,0.93,5444.0,0.832211607,1.38665,0.0230835863895755,1.33785581,11.524728366711852,2.2894079623229553,2.2894079623229553,2.3,0.2,0.25,0.8
10636,402.908,3.238721997392985e+30,2.13,7272.0,1.549888753,5.89232,0.0751186634102272,1.514865661,16.74047713135965,6.381239968634595,6.381239968634595,2.3,0.2,0.25,0.8
10637,765.025,1.829337081042207e+30,1.24,5499.0,0.0143,8.306,0.0780722078887183,0.176,11.442640383165443,4.75802396926844,4.75802396926844,2.3,0.2,0.25,0.8
10638,757.048,1.749800686214285e+30,0.87,5431.0,0.017800000000000003,178.1396,0.593800337854675,0.19999999999999998,11.03000116688637,9.486656352614103,9.486656352614103,2.3,0.2,0.25,0.8
10639,1047.84,1.829337081042207e+30,0.89,5557.0,0.0105,7.33683936,0.0718744471407773,0.146,12.209535302100116,3.2826571051912024,3.2826571051912024,2.3,0.2,0.25,0.8
10640,568.171,2.073911495138067e+30,1.34,5972.0,0.380612248,4.6257192,0.0550996274039881,1.2039096439999997,6.508943777419003,4.368513650904598,4.368513650904598,2.3,0.2,0.25,0.8
10641,154.944,2.2419321292120525e+30,1.49,6124.0,0.042057549,10.2613529,0.0961855091163406,0.32773363499999997,9.705490239323767,5.777248461086486,5.777248461086486,2.3,0.2,0.25,0.8
10642,235.933,1.6304960939724016e+30,0.79,5144.0,0.9780000000000001,11.9101,0.0955404884315642,1.01,23.763568324354345,3.949435781627144,3.949435781627144,2.3,0.2,0.25,0.8
10643,370.536,2.619456598287461e+30,1.84,6446.3,0.11115133200000002,2.22562,0.0365709990416327,0.586369997,8.01284492707028,4.146553865964098,4.146553865964098,2.3,0.2,0.25,0.8
10644,1492.95,2.067946265525973e+30,1.06,5965.0,0.24200000000000002,117.9310878,0.4768727987182507,0.9299999999999999,6.935296234510456,10.134157854752731,10.134157854752731,2.3,0.2,0.25,0.8
10645,142.042,1.2342457749396945e+30,0.6692,3948.0,0.040319506,3.6973862,0.0399174545002397,0.31995886,9.762082382223465,2.3104930357605613,2.3104930357605613,2.3,0.2,0.25,0.8
10646,1038.99,2.028178068112012e+30,1.05,6012.0,0.0152,10.664903,0.0954576118174655,0.182,11.374082116817624,4.2421225583665985,4.2421225583665985,2.3,0.2,0.25,0.8
10647,750.04,2.5451646344935054e+30,1.45,6388.0,0.026600000000000002,13.28535633,0.1192041464798736,0.253,10.300448656682144,5.845081490718362,5.845081490718362,2.3,0.2,0.25,0.8
10648,453.772,1.869105278456168e+30,0.96,5725.0,0.277897013,15.6326703,0.1198576556611377,1.0113051549999998,6.73495943268581,4.9205504044108626,4.9205504044108626,2.3,0.2,0.25,0.8
10649,116.685,2.2071349564748368e+30,1.64,5695.0,2.755,260.79,0.8271976026193533,1.01,66.94134021840104,19.505748942701818,19.505748942701818,2.3,0.2,0.25,0.8
10650,853.275,1.7299165875073044e+30,1.0,6074.0,0.014200000000000006,8.94340992,0.0805034346922693,0.175,11.492851479553238,4.018481369406054,4.018481369406054,2.3,0.2,0.25,0.8
10651,351.239,1.5708437978514603e+30,0.75,4948.0,0.0174,36.5156053,0.1991440190331532,0.19699999999999998,11.113026331134405,5.014901120144395,5.014901120144395,2.3,0.2,0.25,0.8
10652,515.603,3.3158723003760696e+30,2.22276,7369.0,0.356046924,4.0337722,0.0588083854926151,1.1645261699999998,6.507651389969895,5.7346797446268605,5.7346797446268605,2.3,0.2,0.25,0.8
10653,170.562,2.1275985616469148e+30,1.16,5625.0,0.04845,42.3391,0.2431802170029148,0.6689999999999999,2.6832250098186083,7.591546531229095,7.591546531229095,2.3,0.2,0.25,0.8
10654,515.59,2.0480621668189925e+30,1.53,6078.0,0.372,4.0138379,0.0499219486150079,1.332,5.196967939294859,4.771878421588618,4.771878421588618,2.3,0.2,0.25,0.8
10655,136.681,3.49960137242857e+30,1.81,6768.0,1.3900000000000001,2.73477,0.0462122728060995,1.6,13.458305496815356,4.171029338977761,4.171029338977761,2.3,0.2,0.25,0.8
10656,89.9559,1.5138427142286462e+30,0.79783,4985.0,0.011612167000000001,1.7018884,0.0254729972704083,0.15471156899999997,12.024948895389723,1.9377768794404933,1.9377768794404933,2.3,0.2,0.25,0.8
10657,261.045,2.4830268260341912e+30,1.47,6318.0,0.049248062,5.21485,0.0633754072410069,0.359898915,9.42418097861335,4.41198353458616,4.41198353458616,2.3,0.2,0.25,0.8
10658,663.711,1.6702642913863629e+30,0.77,5100.0,0.0463,20.477912,0.1382259058450622,0.352,9.262137233226571,4.239337339417959,4.239337339417959,2.3,0.2,0.25,0.8
10659,177.305,1.4743396394563848e+30,0.73,4836.0,0.015519532000000003,4.3953621,0.0475292942187578,0.184080074,11.352214999910066,2.4613016010985405,2.4613016010985405,2.3,0.2,0.25,0.8
10660,622.34,2.860824701466821e+30,1.73783,6770.0,2.2221837890000002,7.2340433,0.0826387165415717,1.6806823429999997,19.499534665640567,5.9411919232352846,5.9411919232352846,2.3,0.2,0.25,0.8
10661,745.116,2.1872508577678563e+30,1.1,5700.0,0.9199999999999999,2.8126548,0.0402575881181977,1.249,14.617681602804875,3.052105204521701,3.052105204521701,2.3,0.2,0.25,0.8
10662,600.241,1.6106119952654213e+30,0.85,5020.0,0.014700000000000001,14.496481,0.1084699153341625,0.178,11.499868586649177,4.121626547931111,4.121626547931111,2.3,0.2,0.25,0.8
10663,243.836,1.1930459224188304e+30,0.57,3830.0,1.3999999999999997,0.381078,0.0086769195238284,0.22299999999999998,697.8046465162944,0.9405987902688032,0.9405987902688032,2.3,0.2,0.25,0.8
10664,142.488,2.2270190551818173e+30,1.02,6047.0,1.2,8.3248762,0.0834892252914934,0.77,50.166677975002486,3.889788232816429,3.889788232816429,2.3,0.2,0.25,0.8
10665,123.676,1.17316182371185e+30,0.57,3745.0,0.0105,11.332,0.0828185486666823,0.146,12.209535302100116,2.842632694261549,2.842632694261549,2.3,0.2,0.25,0.8
10666,228.839,1.5708437978514603e+30,0.82,5152.0,0.011600000000000001,13.81513,0.1041721391025119,0.155,11.967684741865977,3.937693240733859,3.937693240733859,2.3,0.2,0.25,0.8
10667,444.736,2.0828593395562084e+30,0.95,5990.0,0.386450093,2.5543095,0.0371393876062702,1.20923573,6.550689604266047,2.6260380482420893,2.6260380482420893,2.3,0.2,0.25,0.8
10668,159.007,2.33638159807021e+30,2.7539100999999997,6200.0,0.07294734500000001,374.3644315,1.0695339395629513,0.45698808199999996,8.6579543013973,34.8172630393867,34.8172630393867,2.3,0.2,0.25,0.8
10669,729.823,2.028178068112012e+30,1.2,5714.96,0.00825,9.30987,0.0871903396550148,0.127,12.678330068710428,4.603689369816658,4.603689369816658,2.3,0.2,0.25,0.8
10670,446.442,2.028178068112012e+30,1.59,5690.0,0.20800000000000005,7.532806,0.0757083556337008,1.048,4.6941430159946815,6.003477349546324,6.003477349546324,2.3,0.2,0.25,0.8
10671,207.243,1.774019518439387e+30,0.91,5593.0,0.024597462,3.607429,0.0443149643907331,0.24100674899999996,10.496570735958192,2.7061129369933026,2.7061129369933026,2.3,0.2,0.25,0.8
10672,1037.4,2.1872508577678563e+30,1.07,6689.45,0.023280000000000002,35.736,0.2192001039691268,0.384,3.913236310524849,6.421363686358516,6.421363686358516,2.3,0.2,0.25,0.8
10673,243.519,1.8929661969045443e+30,1.0,5740.0,0.035651023,16.3558618,0.1240496813501771,0.2990753649999999,9.879301985118545,4.826114204875154,4.826114204875154,2.3,0.2,0.25,0.8
10674,2093.62,1.749800686214285e+30,0.85,5471.0,0.011700000000000002,14.878296,0.1134581213661619,0.156,11.916595901994784,4.033816757759221,4.033816757759221,2.3,0.2,0.25,0.8
10675,130.242,1.8469941606940053e+30,1.27,5711.1,0.025380236,12.71672,0.10403296877273,0.245749374,10.416609008543368,5.625566178922925,5.625566178922925,2.3,0.2,0.25,0.8
10676,656.48,1.5111915017305188e+30,0.73,4850.0,0.025500000000000002,24.0862707,0.148967023592803,0.247,10.360049281938783,4.336260986440303,4.336260986440303,2.3,0.2,0.25,0.8
10677,42.4048,6.199577912602395e+29,0.22982400000000003,3075.0,0.011120143000000002,19.28805,0.0954432754035181,0.15030951,12.199808158308828,1.758509108192267,1.758509108192267,2.3,0.2,0.25,0.8
10678,396.697,1.8024537795903693e+30,1.12,5648.0,0.068741409,5.692095,0.0603812200516835,0.441919753,8.724632623403835,3.9049123352641923,3.9049123352641923,2.3,0.2,0.25,0.8
10679,340.543,3.597431138066914e+30,1.35,7723.0,0.307747528,10.6265837,0.1152636460687271,1.073558809,6.618482743019449,4.777780952079432,4.777780952079432,2.3,0.2,0.25,0.8
10680,684.386,1.7998688467584618e+30,1.48,5643.0,0.116183576,0.4405893,0.0109614665391089,0.602150201,7.942379152513239,2.3974313443227793,2.3974313443227793,2.3,0.2,0.25,0.8
10681,315.014,1.869105278456168e+30,0.99,5713.0,0.0313,15.852975,0.1209917343495986,0.279,9.96670211846544,4.740031127422889,4.740031127422889,2.3,0.2,0.25,0.8
10682,262.794,1.990149729334912e+30,1.56013,5803.5,0.23516143,2.6690078,0.0376669877828682,0.9123465049999999,7.002643454460829,4.187536610662589,4.187536610662589,2.3,0.2,0.25,0.8
10683,758.199,1.6897507081192038e+30,1.00073,5430.0,0.24429479100000004,2.150451,0.0308834866591453,0.9343203680000001,6.93646375361637,2.720224474220106,2.720224474220106,2.3,0.2,0.25,0.8
10684,775.679,1.6106119952654213e+30,0.72,4954.0,0.0193,7.240193,0.0682811776611737,0.21,10.847615099539196,2.7929555679103397,2.7929555679103397,2.3,0.2,0.25,0.8
10685,1270.93,2.771346257285409e+30,1.75,6650.0,0.8272561220000001,2.589659,0.0412247214157707,1.336633576,11.477064029463032,4.2375707708132495,4.2375707708132495,2.3,0.2,0.25,0.8
10686,486.721,2.015253403952475e+30,1.63,5854.0,0.2835404,3.6088991,0.046251461405326,1.023973569,6.70274969734688,4.82832678502766,4.82832678502766,2.3,0.2,0.25,0.8
10687,148.574,1.824684201944773e+30,1.0,5691.0,0.058389073,3.1435674,0.0408109621242088,0.400789341,9.00979276506013,2.853437788133859,2.853437788133859,2.3,0.2,0.25,0.8
10688,290.736,2.5451646344935054e+30,1.4,6120.0,0.493,4.463129,0.0576061499784435,1.284,7.411948946136446,4.219366331734017,4.219366331734017,2.3,0.2,0.25,0.8
10689,367.0,1.7299165875073044e+30,0.79,5240.0,0.015500000000000002,11.11990653,0.0930850085822779,0.185,11.225450748876897,3.4325754373812902,3.4325754373812902,2.3,0.2,0.25,0.8
10690,372.21,1.527363901349393e+30,0.82,5036.0,0.15349647300000002,6.0597024,0.0595727227620225,0.709671128,7.554394742163169,3.223575591731227,3.223575591731227,2.3,0.2,0.25,0.8
10691,95.1274,1.829337081042207e+30,0.9,5450.0,0.0308,5.6057,0.0600696467733882,0.203,18.5256812799484,3.0540146257726724,3.0540146257726724,2.3,0.2,0.25,0.8
10692,64.2308,1.1286214426082138e+30,0.512361,3719.0,0.020579031,4.6955673,0.045436746273154,0.21545929599999997,10.987781025692216,1.9615552201909936,1.9615552201909936,2.3,0.2,0.25,0.8
10693,443.03,2.1474826603538956e+30,2.94,4991.0,0.0396,51.078775,0.2764441910001062,0.32,9.585411828667054,19.518103545133894,19.518103545133894,2.3,0.2,0.25,0.8
10694,333.651,1.668037272331181e+30,0.9849,5388.0,0.09289280899999999,2.7684482,0.0363908274063422,0.528445373,8.245128792947654,2.8136947087843223,2.8136947087843223,2.3,0.2,0.25,0.8
10695,927.193,2.1474826603538956e+30,1.43,5807.0,0.0149,23.22182,0.1634473897094044,0.18,11.39873889489575,7.311189053818247,7.311189053818247,2.3,0.2,0.25,0.8
