planet_ID,star_distance,star_mass_kg,star_radius_m,star_temperature,planet_mass_kg,planet_orbital_period,planet_distance,planet_radius_m,planet_surface_gravity
13077,262.427,2.1735805399068066e+30,925281000.0,6069.0,1.08541425174e+26,2.96041,0.04156478764640598,27643738.866744995,9.06592921660307
13078,388.876,2.61050875386932e+30,827883000.0,6434.3,5.14530862248e+26,3.2379325,0.046901419867602434,69626710.62378299,6.774387590055466
13079,860.033,1.983319541429064e+30,1085292000.0,5796.8,8.785868723840002e+26,2.4170503,0.03521711437701633,87162807.08598499,7.381296674294182
13080,173.764,1.7585099214479423e+30,681786000.0,5563.0,3.0423852445999996e+25,6.3951381,0.06472131079603662,13100491.905985001,11.314864766306378
13081,709.048,2.073911495138067e+30,807012000.0,5972.0,7.82650894636e+26,3.518972,0.04591694926443896,86063214.71892501,6.744400087989912
13082,415.358,1.7299165875073044e+30,556560000.0,5227.0,3.47334e+25,96.9151496,0.3942213119949173,14191933.000000002,11.007141799449858
13083,716.025,1.869105278456168e+30,744399000.0,5676.0,8.8257e+25,96.678988,0.403865339508472,24608672.0,9.302146465335545
13084,1899.24,2.067946265525973e+30,730485000.0,5893.0,2.1827000000000003e+25,8.23984869,0.08089651983930277,10766294.0,12.019099931511015
13085,1089.87,1.94864167328409e+30,688743000.0,5785.0,4.004780000000001e+25,7.411141,0.07389890052759955,15450331.0,10.708125569639177
13086,349.881,1.4913074030235383e+30,528732000.0,5054.0,2.5243399999999997e+25,31.6372,0.1778791377409625,11814958.999999998,11.54233776943327
13087,1196.04,1.9287575745771094e+30,653958000.0,5665.0,4.5362200000000005e+25,47.1611696,0.25290234556125935,16638818.0,10.458262401665925
13088,1848.84,2.3264395487167196e+30,862668000.0,6195.0,9.85062e+25,35.1810304,0.22143191967237003,26286536.0,9.09928390117234
13089,713.283,2.447359723978545e+30,1502712000.0,6289.3,6.339832896539999e+26,4.4575332,0.05680606927916655,78622411.232671,6.546293324947933
13090,635.54,2.7380901021979836e+30,946152000.0000001,6605.4,1.165283283684e+27,3.2405937,0.0476794656208967,89767400.186136,9.230061385322452
13091,107.272,1.252698218539772e+30,424377000.0,4140.0,4.85888e+25,4.795069,0.047710722309097675,17337928.0,10.316969605056878
13092,976.737,2.0480621668189925e+30,751356000.0,5791.0,2.9798599999999998e+25,11.66009998,0.10163730922007033,13003446.0,11.248362694402289
13093,1320.38,1.908873475870129e+30,598302000.0,5749.0,2.9039399999999997e+25,9.32861996,0.08556074929480931,12793713.0,11.324128758251424
13094,690.819,1.988409870698051e+30,744399000.0,5758.0,3.928860000000001e+25,12.209,0.10377497328910845,15310509.0,10.69787855041153
13095,383.487,1.6147876559938873e+30,626130000.0,5285.0,4.9874926366199994e+26,3.3422985,0.040816369694491914,68313811.056848,6.821432828810747
13096,359.948,1.5331965716290472e+30,591345000.0,5058.0,7.494251861200001e+26,3.6346303,0.042423372159668044,85074641.928708,6.609040185928426
13097,108.199,2.1872508577678563e+30,932238000.0,4962.28,3.39742e+26,60.0,0.30964991353984556,54530579.99999999,7.292549287032705
13098,663.711,1.6702642913863629e+30,535689000.0,5100.0,1.9929e+25,3.33616,0.041231605290488936,10207006.0,12.209535302100115
13099,359.497,1.4913074030235383e+30,493947000.0,4726.0,2.25862e+25,31.8277111,0.17859251798160786,11045938.0,11.815397442964864
13100,295.561,2.7025224206358727e+30,1092249000.0,6557.7,6.29992120212e+26,14.0077245,0.12597003253335742,78342367.62139499,6.551671298258646
13101,780.361,1.908873475870129e+30,619173000.0,5744.0,2.8090400000000002e+25,4.807091,0.05499432482229842,12514069.0,11.449096103336581
13102,697.681,2.372421526976612e+30,751356000.0,6229.0,9.34745315842e+26,3.2907468,0.04592255141636852,87672997.988905,7.761969828429992
13103,169.422,1.5552016395391657e+30,609540337.8,5141.0,6.6487553054e+25,37.9179951,0.2035127195697445,20714544.567867994,9.89008306459149
13104,915.212,1.94864167328409e+30,695700000.0,5690.0,3.4163999999999996e+25,33.040532,0.2001762798887217,14122021.999999998,10.934157204457518
13105,471.158,1.9685257719910705e+30,772227000.0000001,5715.0,1.1634740000000001e+27,4.2986432,0.0515709618987244,88087860.0,9.570506701234207
13106,1157.21,1.6901483900933434e+30,542646000.0,5326.0,7.4022e+25,6.10485286,0.061929229538158125,22231698.0,9.559296107450423
13107,312.798,1.7299165875073044e+30,549603000.0,5192.0,4.25152e+25,12.92491623,0.10290365722431369,16009618.999999998,10.587479953962374
13108,78.7577,2.5414363659859464e+30,709614000.0,6365.0,3.6846496544e+25,8.8175652,0.09064794124773595,14549608.721938,11.109741142267282
13109,350.16,1.597727099303298e+30,953109000.0000001,5252.0,2.5237958794619996e+27,9.9442475,0.08413587756366374,102109279.441801,15.450202353768466
13110,381.949,1.17316182371185e+30,382635000.00000006,3820.0,9.18632e+26,2.455239,0.02987576864621777,67114560.0,13.017225940165133
13111,446.821,2.107714462939934e+30,827883000.0,5977.0,5.010720000000001e+25,7.810253,0.07855694595123672,17617572.0,10.304297590235851
13112,561.101,1.17316182371185e+30,333936000.0,3682.0,2.4104599999999996e+25,18.794234,0.11603962719370443,11465403.999999998,11.703926135748592
13113,218.121,1.2328141198327916e+30,396548999.99999994,3916.0,1.541176e+27,2.647298,0.03193780159866941,92981629.99999999,11.378061967682235
13114,541.244,1.7698836259083352e+30,786140999.9999999,5585.0,6.1333409924800005e+26,2.9597201,0.03880738777787965,77173543.99898799,6.57310529514923
13115,221.705,1.781257330368728e+30,554397764.4,5607.0,2.25220081216e+26,15.429723,0.11692661751234404,42640217.372374,7.90639774795772
13116,847.339,2.0480621668189925e+30,577431000.0,5754.0,6.52912e+25,147.974,0.5529789316981234,20623745.0,9.797831312605926
13117,556.726,1.7299165875073044e+30,577431000.0,5312.0,3.1886399999999998e+25,5.63252845,0.059149069191932024,13562733.999999998,11.064234435096866
13118,1402.58,2.028178068112012e+30,848754000.0,5740.0,9.26224e+25,30.184104,0.19099623986827238,25307782.0,9.23035125939439
13119,914.699,1.8889893771631484e+30,598302000.0,5545.0,6.19452427516e+26,3.90512,0.04771299647916713,77601209.99999999,6.565704624329226
13120,315.177,1.3123505146607137e+30,431334000.0,4623.0,3.0747599999999997e+25,16.709184,0.1113757668477296,13213179.0,11.241051916620927
13121,27.1701,1.0737413301769476e+30,375678000.0,3709.0,2.389582e+25,8.24661,0.06505601522575681,11535314.999999998,11.462342707243995
13122,530.765,1.9685257719910705e+30,667872000.0,5636.0,2.79006e+25,9.66857723,0.08853045162360054,12444158.0,11.499868586649177
13123,185.23,1.9550045848703237e+30,1008765000.0,5779.0,8.6926111012e+25,4.6756533,0.05441390229627112,24082194.840252995,9.566839465831302
13124,68.192,2.2295045675201897e+30,699373296.0,6114.0,7.5125229582e+25,13.6308024,0.11601553544705634,22137770.054704,9.78427016162631
13125,867.497,3.8161562238436996e+30,1419228000.0,7998.0,1.3789325248660001e+27,2.9628955,0.05017091442465297,91708370.87890798,10.46490827272071
13126,489.128,1.5697833132498912e+30,695700000.0,5196.0,1.0920301539940001e+27,1.2220055,0.020674154381530245,89101906.68075298,8.779524667317268
13127,1056.9,2.962730707340096e+30,1245303000.0,6805.0,3.15068e+25,13.32196237,0.12562617177010393,13422912.0,11.161464390844072
13128,91.313,1.2013972438757623e+30,423332058.59999996,3830.0,1.5646897525999999e+25,0.8409343,0.014740175924175102,8814716.340397,12.85351544826269
13129,140.228,1.8881940132148693e+30,674683598.6999999,5737.0,4.947829010800001e+25,10.6306165,0.0930008500649067,17428489.870468,10.396939908070802
13130,527.956,2.0480621668189925e+30,1133991000.0,5979.0,3.3196019999999995e+25,13.86825,0.11409486110419617,9368073.999999998,24.143251594890206
13131,233.237,1.789568883628246e+30,570474000.0,5282.0,4.9348e+26,12.4551225,0.10153569358256914,54111113.99999999,10.757391489224704
13132,158.649,1.7595438945807052e+30,695825226.0,5565.0,8.83461397598e+26,3.7395758,0.045266891696473854,87207091.37000299,7.414712949152104
13133,479.145,1.9454602174909732e+30,1172804033.43,5773.0,1.163747370838e+27,3.9537113,0.04857839546107924,89753446.649646,9.220761960636551
13134,430.587,3.063642508278022e+30,1481841000.0,7042.0,2.3571741871340001e+27,3.6928326,0.05400303750446362,100595546.82480998,14.867725457731337
13135,809.18,2.2754865457800818e+30,1287045000.0,6151.0,1.19851150705e+27,4.7654865,0.057968936338610604,90069273.50716197,9.429729969801688
13136,813.322,5.544757402661962e+30,1113120000.0,9339.0,8.610116125520001e+26,2.5411496,0.051295596421881424,87003138.54157199,7.260215931242654
13137,800.871,2.067946265525973e+30,779184000.0000001,5884.0,7.32628e+25,87.9732136,0.39223889072373,22091876.0,9.58139372475722
13138,1076.48,2.107714462939934e+30,674829000.0,5585.0,4.80194e+25,9.84257984,0.09165309894347312,17198106.0,10.362531276795782
13139,502.103,1.513047350280367e+30,3026294999.9999995,4982.0,7.578513590180001e+26,1.27349,0.020991667777795448,85357804.129872,6.639080481458318
13140,679.761,2.1474826603538953e+30,1154862000.0,5542.0,6.453199999999999e+27,7.817953,0.07909988578467113,83543644.99999999,59.01448939542872
13141,96.7153,2.3351388419010234e+30,980749161.0,6199.0,3.4428955106000007e+25,522.6272677,1.336917424453689,13999329.802953,11.21294573264134
13142,733.784,1.9114186405046223e+30,848754000.0,5751.6,6.86701162082e+26,5.5698287,0.060689316081288316,82097696.83021101,6.503036671081735
13143,374.615,1.5708437978514603e+30,507861000.0,4825.0,2.2396399999999997e+25,14.82009983,0.10916473150710426,10976027.0,11.865833495012371
13144,502.103,1.513047350280367e+30,3026294999.9999995,4982.0,7.578513590180001e+26,1.27349,0.020991667777795448,85357804.129872,6.639080481458318
13145,339.736,2.9234596123938096e+30,1245303000.0,6854.0,1.66848641882e+26,2.94527,0.04572441810162743,35695524.014529996,8.358060685817092
13146,709.999,1.4316551069025968e+30,459162000.0,4575.0,3.16966e+26,3.588163,0.04111479939667349,52223517.0,7.418068082265534
13147,515.356,2.2443679313036575e+30,1015722000.0,6125.96,4.62814344252e+26,2.1811914,0.034270960883402465,65243310.149307996,6.939772035665309
13148,505.231,3.22361008237568e+30,1266174000.0,7253.0,4.64616094774e+26,10.1182835,0.10755183126413309,65402978.693721,6.9328142074286685
13149,75.3511,1.3476116490382892e+30,502608465.0,4358.0,6.113107097760001e+26,49.1077047,0.23052626890764963,77031571.18707298,6.575592025014026
13150,859.449,2.5613204646929267e+30,1043550000.0,6381.0,3.304315876212e+27,2.2456869,0.036516279466001784,109200184.24557899,17.686633749817172
13151,38.0749,6.690431106314784e+29,148879800.0,3139.0,2.218047403e+25,5.433729,0.04207096068647453,10862369.331572,11.99864104347822
13152,1159.31,2.1474826603538953e+30,786140999.9999999,6062.0,2.99884e+25,15.28469497,0.12367587842278026,13003446.0,11.32000831665963
13153,143.651,1.2924664159537332e+30,431334000.0,4390.0,3.45436e+27,3.799847,0.041284569480172416,65995984.0,50.622425136669875
13154,309.137,1.908873475870129e+30,716571000.0,5700.0,3.01782e+27,1.6284279,0.026724443384741302,75993257.0,33.35443462639689
13155,404.622,1.737313472226301e+30,695700000.0,5522.0,4.8494692414999996e+26,8.7264492,0.07930188628680795,67165569.722218,6.861375241390454
13156,1355.54,2.0480621668189925e+30,723528000.0,5831.0,5.352360000000001e+25,85.273256,0.3829365968107994,18316682.0,10.182679465465386
13157,716.797,2.1872508577678563e+30,841797000.0,5948.0,5.94074e+25,76.732171,0.3648282445239376,19505168.999999996,9.96670211846544
13158,107.272,1.252698218539772e+30,424377000.0,4140.0,4.85888e+25,4.795069,0.047710722309097675,17337928.0,10.316969605056878
13159,131.275,2.7295896500007494e+30,1112966946.0,6594.0,7.686560258e+25,177.5830512,0.6885124735936499,22424530.365305,9.756536893966558
13160,640.122,1.7466192304211678e+30,1196604000.0,5540.0,5.43656892662e+26,1.7386254,0.027099992526832133,72001780.108321,6.69343112754761
13161,275.255,1.8094529823352264e+30,584388000.0,5620.0,1.8239780000000004e+25,4.47904,0.05153587560387649,9717628.999999998,12.328474311153322
13162,598.894,3.173551863880857e+30,973979999.9999999,7189.4,1.6760438942e+26,1.6667559,0.032151083451216526,35795254.433004,8.349199696622467
13163,135.183,2.7996810979428556e+30,1094468283.0,6688.0,5.0553702602e+25,7.5480612,0.08440319281897372,17632531.276136,10.378486180975436
13164,576.683,2.1474826603538953e+30,549603000.0,5970.0,2.847e+26,6.71837,0.07149732031580312,39849270.0,11.443453128416042
13165,482.203,3.55050466511844e+30,1920131999.9999998,7664.0,1.77691602712e+27,5.06203,0.06999691789730801,95323990.155057,12.481674310168314
13166,26.4927,5.1641844984369665e+29,119263851.0,2940.0,3.5512536591999997e+25,4.9899032,0.036460930021780046,14242510.602327,11.17426481268012
13167,104.346,1.3661701424904108e+30,491970516.3,4428.0,2.1691663110000002e+25,2.1257493,0.02855017041362207,10701281.873503,12.090147840687267
13168,689.814,1.749800686214285e+30,640044000.0,5776.0,3.4163999999999996e+25,21.347262,0.1443316507311758,14122021.999999998,10.934157204457518
13169,98.2855,1.777121437837676e+30,674099906.4,5599.0,5.6672655312e+25,51.1648219,0.2598079433559745,18905156.304458,10.120999058017922
13170,655.523,1.9820469591118172e+30,1370529000.0,5796.0,4.3810064492480005e+27,4.3905548,0.05241834761622713,118981753.496624,19.75256639345036
13171,159.007,2.33638159807021e+30,1915895256.5700002,6200.0,1.60703439832e+26,183.0019106,0.6656573834242414,34884585.567416996,8.42885154846983
13172,114.048,2.0692884421886944e+30,800054999.9999999,5962.7,3.6071374981200004e+26,8.0277069,0.07951219835109591,56051890.829569,7.328119286766473
13173,546.557,2.3525374282696315e+30,820926000.0,6213.0,8.094573849440001e+26,4.7607378,0.058577041665072306,86421221.53935899,6.917729184002615
13174,688.573,1.5708437978514603e+30,577431000.0,5036.0,4.5362200000000005e+25,16.85837,0.11895754306347892,16638818.0,10.458262401665925
13175,762.655,1.9629582243531158e+30,842993603.9999999,5784.0,3.9790553620999995e+26,5.1794021,0.05833410199066423,59440838.15979499,7.188205761211213
13176,321.722,1.5111915017305188e+30,507861000.0,4726.29,4.1756e+25,50.92092,0.24538118507458143,15869796.999999998,10.582457033423532
13177,651.674,1.869105278456168e+30,702657000.0,5479.0,4.745000000000001e+25,9.926746,0.08855636711946863,17058284.0,10.408206579275207
13178,1183.53,2.9689444881860275e+30,1133991000.0,6915.0,5.03952317492e+26,1.0994412,0.023827644359646624,68746662.49655199,6.806072589073822
13179,979.541,2.1673667590608758e+30,897453000.0,6018.0,3.53028e+26,321.2120056,0.9425267842398508,55719066.99999999,7.257914517212037
13180,294.419,2.0480621668189925e+30,723528000.0,5620.0,3.5078836000000007e+27,1.32734683,0.023873050714484534,89276347.0,28.09200381903974
13181,839.903,1.6106119952654213e+30,535689000.0,5020.0,5.826860000000001e+25,20.38177573,0.13613263570335027,19295435.999999996,9.989316161491532
13182,719.802,1.6304960939724016e+30,549603000.0,5211.0,6.3772799999999995e+25,187.747029,0.600656112166174,20344101.0,9.834875053419436
13183,99.5561,1.2373079261405693e+30,390535369.2,3959.0,3.6240486022e+25,9.044417,0.07252906218671198,14408996.867459998,11.141326136042833
13184,687.094,3.2212239905308427e+30,1405314000.0,7099.0,1.6664440000000003e+26,24.85462415,0.19577130660991418,35794432.0,8.301759376548368
13185,414.537,1.7696847849212654e+30,612216000.0,5137.0,1.0951459999999998e+27,2.2252577,0.03208899471321151,66065895.0,16.01502952071673
13186,867.271,1.869105278456168e+30,633087000.0,5523.0,3.47334e+25,6.5100253,0.06684521172800356,14191933.000000002,11.007141799449858
13187,388.876,2.61050875386932e+30,827883000.0,6434.3,5.14530862248e+26,3.2379325,0.046901419867602434,69626710.62378299,6.774387590055466
13188,367.658,2.2469031538887973e+30,751356000.0,5747.0,8.19936e+27,2.8792319,0.04125878923355558,77391477.0,87.37839284781685
13189,570.783,2.5252805357865246e+30,946152000.0000001,6177.0,1.7461599999999998e+25,7.05677,0.07797902186317682,9507895.999999998,12.328934860541313
13190,410.607,1.6702642913863629e+30,528732000.0,5100.0,1.0152402000000001e+26,175.06,0.5779056572360691,24119294.999999993,11.139096213225946
13191,1065.08,1.8094529823352264e+30,619173000.0,5818.0,1.169168e+26,29.726682,0.18200528124228174,29082976.0,8.82286427359229
13192,60.6679,1.500586649749599e+30,570474000.0,4935.0,5.197244052e+25,14.3318853,0.10512878709041679,17901712.465786997,10.351286384475303
13193,780.566,1.789568883628246e+30,598302000.0,5448.0,2.5053600000000004e+25,47.0319479,0.24621549549902785,11745047.999999998,11.592334789015334
13194,664.006,6.090658506737786e+30,1655766000.0,9953.0,2.53152504982e+26,4.12066,0.07305192813148777,45686034.523499995,7.741509833973743
13195,197.507,1.8325185368353237e+30,987894000.0,5702.0,1.044247417512e+27,2.2042197,0.03225659022030452,88667807.819076,8.477774003306681
13196,111.059,1.558648217973982e+30,592921456.1999999,5154.0,5.2168046502e+25,19.9812509,0.13287100801629256,17938825.419246998,10.347297491879832
13197,303.728,2.4855123383725636e+30,980937000.0,6211.0,3.2266000000000002e+25,5.859944,0.06852855104842076,16079529.999999998,7.965422137892921
13198,329.989,2.1449971480155226e+30,1140948000.0,6046.0,1.56993688748e+26,4.98668,0.058584444771779765,34395036.166891,8.470343461986607
13199,940.584,1.710032488800324e+30,653958000.0,5497.0,2.14474e+25,8.77501,0.07918394440757237,10696383.0,11.964956644046536
13200,1159.31,2.1474826603538953e+30,786140999.9999999,6062.0,2.99884e+25,15.28469497,0.12367587842278026,13003446.0,11.32000831665963
13201,1206.98,4.538469051647855e+30,1808820000.0,8608.0,6.069673032306e+27,4.6606892,0.071895597923106,134323031.306478,21.47210866514292
13202,112.152,2.5638059770312993e+30,981270936.0,6383.0,1.22441682506e+26,14.4193583,0.1261899455163836,29835454.65918,8.779592034558199
13203,154.961,1.6503801926793823e+30,549603000.0,4975.0,5.781308e+25,3.471745,0.0421726098070726,16149440.999999998,14.148861214060886
13204,27.9276,5.766388625024348e+29,215667000.0,3348.0,2.847e+25,5.746007,0.04156068218690227,12653891.0,11.348792532042282
13205,352.195,2.2860499732181654e+30,1064421000.0,6159.5,6.23352022254e+26,7.6107227,0.0793252746076686,77876459.814006,6.560415396836476
13206,449.773,1.8094529823352264e+30,598302000.0,5421.0,2.92292e+25,9.7678805,0.08666689892264623,12863624.0,11.274586481944024
13207,703.616,1.7299165875073044e+30,653958000.0,5610.0,7.155460000000001e+25,5.76918,0.060101924438687886,21742321.0,9.66131227190396
13208,438.842,1.922076517411564e+30,827883000.0,5758.3,6.76000883402e+26,14.3848432,0.11445270404507167,81427213.70684698,6.5075645222020295
13209,661.421,2.028178068112012e+30,744399000.0,5838.0,9.888580000000002e+24,29.6091744,0.18856314961573847,7200833.0,12.172473038998687
13210,433.047,1.9287575745771094e+30,772227000.0000001,5345.0,1.10084e+26,7.64159,0.07516557213270549,34256390.0,5.987580714771556
13211,1126.37,2.1474826603538953e+30,779184000.0000001,5675.0,1.6569540000000002e+27,2.828042,0.04015790576356111,100671840.0,10.435296828066265
13212,831.907,5.693429277618454e+30,3026294999.9999995,9447.0,5.11614452388e+26,1.51233,0.03661463987000451,69384089.25223099,6.783180722031959
13213,284.876,1.8889893771631484e+30,647001000.0,5652.0,2.847e+25,27.86,0.17682127220277338,12653891.0,11.348792532042282
13214,537.765,1.446660974056268e+30,3944619000.0,4731.6,9.16071603694e+26,3.8865992,0.04351121110576074,87503350.138619,7.636430924055591
13215,905.825,1.988409870698051e+30,1057464000.0,5710.0,2.01188e+25,6.15826988,0.06575746252249297,10276917.0,12.158688807773656
13216,963.819,2.8227963626897205e+30,1029636000.0,6719.0,5.44194214564e+26,1.2125518,0.025010697033938465,72042321.00784399,6.692507952928941
13217,142.488,2.2270190551818173e+30,709614000.0,6047.0,2.2776e+27,8.3248762,0.0834892252914934,53831470.0,50.166677975002486
13218,627.365,1.829337081042207e+30,598302000.0,5250.0,2.8090400000000002e+25,8.187399,0.07732723487220063,12514069.0,11.449096103336581
13219,143.125,1.0936254288839282e+30,368721000.0,3845.0,2.79006e+25,7.51574,0.06152825941258533,12444158.0,11.499868586649177
13220,1472.62,2.0878303642329535e+30,688743000.0,6123.0,4.21356e+25,5.25416994,0.06012269105111,15939707.999999998,10.58519414378484
13221,490.818,5.88879513666452e+30,1238346000.0,9671.0,8.1275763114e+25,9.0182418,0.12176500127818998,23151189.983341996,9.678872879374289
13222,1367.43,2.7907332535247146e+30,1530540000.0000002,6676.0,4.527787322656e+27,2.3763645,0.03901939742649024,120315235.351336,19.964348261620128
13223,375.582,2.1872508577678563e+30,1579239000.0,6080.0,2.894180732638e+27,5.21517,0.06075437958756989,105474169.20843999,16.60518770987805
13224,863.037,1.8889893771631484e+30,640044000.0,5626.0,1.155882e+26,3.75083228,0.046447841105535195,28873243.0,8.849785342573872
13225,369.986,1.9244626092564017e+30,1086885153.0,5759.8,3.25856550864e+26,9.0935952,0.08433852142388815,52858738.273361996,7.443946434088632
13226,279.86,5.507895341833601e+30,1287045000.0,6330.0,2.67618e+27,2.4653,0.050162480962371074,121645140.0,11.54346428239209
13227,580.188,2.069487283175764e+30,1092249000.0,5963.1,1.7025644432160002e+27,22.84518,0.15967970518714072,94648517.34380099,12.130712129422918
13228,694.32,1.7443444895290894e+30,767391885.0000001,5535.6,5.3049047425399994e+26,2.9906607,0.038888506118289284,70954419.367937,6.72556937400689
13229,90.7402,1.6304960939724016e+30,598302000.0,5298.0,8.241116e+25,10.695264,0.08892793164602175,18875969.999999996,14.763109405410095
13230,194.964,1.1930459224188305e+30,403506000.0,3790.4,9.31918e+26,2.7886556,0.032705408099100705,61801324.0,15.573725280488256
13231,497.23,3.4089298823247384e+30,1300959000.0,7486.0,3.160830363548e+27,4.1590047,0.060575644302937263,107896640.30848598,17.32988628054308
13232,290.404,2.107714462939934e+30,848754000.0,5800.0,1.7063020000000003e+27,5.01718,0.058485424231375774,99972730.0,10.896904987558358
13233,337.489,2.625198131789102e+30,786140999.9999999,6454.0,4.1279730494599996e+26,12.2027867,0.11379568316943965,60797788.71774099,7.128065035778175
13234,886.588,2.3662077461306806e+30,897453000.0,6194.0,2.4104599999999996e+25,20.42228798,0.15496174047482614,11465403.999999998,11.703926135748592
13235,409.602,1.6106119952654213e+30,500904000.0,4901.0,1.7309759999999999e+25,3.7572999,0.04409453982956991,9437984.999999998,12.403459951850765
13236,221.673,1.7941819945282654e+30,716571000.0,5632.0,6.546680371919999e+26,3.7063965,0.04529210387350787,80073773.3103,6.517047964545
13237,66.8624,1.0339731327629865e+30,306108000.0,3841.0,6.98464e+24,23.0881,0.127614242092284,7550388.0,7.82016389508135
13238,134.591,1.6503801926793823e+30,556560000.0,5185.0,4.479279999999999e+25,14.101361,0.10735920473231708,16498996.0,10.502762489893705
13239,721.25,2.666954739073761e+30,1259217000.0,6510.0,7.356352177720001e+26,5.5436298,0.06760317722891225,84611228.96526499,6.55868652338396
13240,51.1333,1.6676236830780757e+30,584388000.0,5387.2,4.5479803876e+25,17.4756122,0.12428537560728797,16565112.161009,10.578892146881106
13241,365.581,1.5111915017305188e+30,493947000.0,4740.0,4.13764e+25,7.727283,0.06981171554870265,15799885.999999998,10.579256883468782
13242,593.384,1.5111915017305188e+30,500904000.0,4776.0,2.3345400000000004e+25,24.7543966,0.15170922681454982,11255671.0,11.761667742627003
13243,848.023,2.6247010293214275e+30,2824541999.9999995,4995.0,1.0913499999999999e+27,52.501129,0.30102990391694123,80048095.0,10.871073167014938
13244,78.3164,1.5477782433513628e+30,473076000.00000006,5113.0,5.425078510540001e+26,10.82661,0.08810427591868124,71915085.085174,6.695397999666604
13245,884.378,2.1474826603538953e+30,939195000.0000001,5849.0,5.4093e+25,3.03214559,0.04206754679430073,18456504.0,10.13567213427242
13246,472.224,4.458626747914965e+30,1826358597.0,8550.0,6.22288808206e+26,2.2785094,0.04435405534151095,77801858.415105,6.561791345515416
13247,242.113,1.869105278456168e+30,605259000.0,5519.0,4.06172e+25,6.679195,0.06799828106109534,15590152.999999998,10.666442453891928
13248,629.834,3.7006693785535567e+30,1941003000.0,7852.8,6.722291827368e+27,1.13889,0.026253085960534328,140251973.273745,21.81271723012189
13249,283.41,1.0936254288839282e+30,368721000.0,3931.0,4.34642e+25,27.52197994,0.14617729249538042,16219351.999999998,10.545691438834265
13250,351.426,1.7641967736781387e+30,1207011672.0,5574.0,3.4541768240199996e+26,4.9466474,0.05459531668989189,54651373.833753,7.381638389652422
13251,679.921,1.7299165875073044e+30,542646000.0,5230.0,4.004780000000001e+25,5.18671989,0.05598532215605927,15450331.0,10.708125569639177
13252,527.819,1.7910800751299764e+30,967022999.9999999,5626.0,8.80303205314e+26,1.862908,0.028615303158857058,87178399.68586999,7.393070813397373
13253,263.609,1.4515392056095773e+30,500904000.0,4546.0,4.6121400000000006e+26,3.1316666,0.03772221634301644,55928799.99999999,9.41113161360038
13254,365.226,2.1063474311538294e+30,1363572000.0,6014.9,6.49121289726e+26,4.1394473,0.05143246268143574,79684581.29009598,6.525106902691968
13255,1366.07,1.94864167328409e+30,619173000.0,5858.0,6.14952e+26,18.6489525,0.1367154369597588,18037038.0,120.64828300992012
13256,170.562,2.1275985616469148e+30,807012000.0,5625.0,9.19581e+25,42.3391,0.24318021700291487,46770458.99999999,2.6832250098186083
13257,1173.06,2.011773686678753e+30,1947959999.9999998,5847.0,5.46186436978e+26,5.4722557,0.061010283249974095,72192633.922415,6.689066367455633
13258,544.45,1.908873475870129e+30,653958000.0,5653.0,4.80194e+25,47.9872764,0.2549648899180488,17198106.0,10.362531276795782
13259,284.002,2.1200177490148782e+30,862668000.0,6025.9,1.03388076168e+27,25.1760133,0.17173950907711683,88573628.33400199,8.411470980928746
13260,607.29,3.847175417826589e+30,1183977045.0,8037.0,2.1708570683800002e+26,2.6535777,0.04674131726127569,41700657.786037,7.9681185453890695
13261,861.527,1.710032488800324e+30,556560000.0,5100.0,4.25152e+25,7.49019,0.07125258218665273,16009618.999999998,10.587479953962374
13262,603.53,1.749800686214285e+30,577431000.0,5350.0,2.1827000000000003e+25,1.55400393,0.02516333505540998,10766294.0,12.019099931511015
13263,106.289,2.3264395487167196e+30,932238000.0,6226.0,4.232540000000001e+25,31.70648,0.20660137539644807,15939707.999999998,10.632875198486573
13264,905.069,2.3662077461306806e+30,834840000.0,6457.0,5.5991e+25,9.68859959,0.09426031644713777,18875969.999999996,10.030210213256513
13265,444.322,1.988409870698051e+30,723528000.0,5858.0,6.643e+25,43.8445,0.24336006663495913,15939707.999999998,16.68836914560673
13266,1314.53,2.1673667590608758e+30,862668000.0,6100.0,4.21356e+26,3.38628,0.045421692288832825,61801324.0,7.041480676717704
13267,787.07,2.3264395487167196e+30,1036593000.0,5786.0,5.37134e+25,4.585512,0.056923694329026296,18386593.0,10.141226578019356
13268,289.907,1.8889893771631484e+30,681786000.0,5690.0,4.5362200000000005e+25,60.92832271,0.2979156042292519,16638818.0,10.458262401665925
13269,1666.69,2.1673667590608758e+30,779184000.0000001,6157.0,8.730799999999999e+27,737.1131,1.6444084320780374,62150878.99999999,144.26794883381066
13270,661.022,1.8889893771631484e+30,647001000.0,5616.0,1.184352e+25,4.76703963,0.05449788035652836,7620299.0,13.018086148570884
13271,223.465,2.2307473236893758e+30,1426066731.0,6115.0,6.409846719119999e+26,19.1480951,0.14554577041850902,79113668.908482,6.5366459294851635
13272,598.001,1.6807551418641657e+30,751356000.0,5412.6,1.1249837633319999e+27,3.1124985,0.03944633530134864,89401285.15783298,8.9839866621377
13273,715.956,2.8881156269421514e+30,1224432000.0,6806.6,3.201404497928e+27,4.3851453,0.05937814092831202,108265250.110824,17.433024945445556
13274,397.789,2.8787203903031033e+30,1008765000.0,6794.0,7.1369572521e+26,12.35611,0.11832778924706978,83789185.43544601,6.4885480718488
