,Planet Name,Noise Estimate 0.6-0.8um
669,TOI-1411b,1.2677127516782109e-05
670,NGTS-13b,3.8222172582564356e-05
671,K2-280b,2.8560136356724774e-05
672,HD93963Ac,1.2054981806383003e-05
673,HATS-37Ab,4.03288023247326e-05
674,K2-33b,5.019669799425281e-05
675,TOI-251b,1.7959392494471113e-05
676,TOI-1268b,1.7186444667826047e-05
677,K2-139b,2.3008664139906682e-05
678,Gaia-1b,5.744742280080936e-05
679,HATS-12b,3.222058903338002e-05
680,K2-52b,3.509372256795162e-05
681,K2-406b,1.2009243266855539e-05
682,K2-24b,1.4895183867707066e-05
683,K2-32c,2.565779467074553e-05
684,TOI-1601b,1.4201500180726764e-05
685,WASP-185b,2.042438694997727e-05
686,K2-287b,2.056644018865674e-05
687,Kepler-470b,1.0793829718628198e-05
688,K2-289b,3.559112813159229e-05
689,HATS-9b,6.414044236743474e-05
690,WASP-163b,4.6503459260840083e-05
691,TOI-540b,4.168572268238962e-05
692,TOI-1693b,2.9283828400289474e-05
693,NGTS-8b,7.999190221150909e-05
694,K2-405b,4.7539135125614243e-05
695,TOI-532b,9.608802874129407e-05
696,GJ3929b,3.9558763687888565e-05
