,Planet Name,Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1-1.1425um,Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.1425-1.185um,Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.185-1.2275um,Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.2275-1.27um,Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.27-1.3125um,Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.3125-1.355um,Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.355-1.3975um,Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.3975-1.44um,Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.44-1.4825um,Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.4825-1.525um,Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.525-1.5675um,Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.5675-1.61um,Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.61-1.6525um,Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.6525-1.695um,Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.695-1.7375um,Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.7375-1.78um,Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.78-1.8225um,Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.8225-1.865um,Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.865-1.9075um,Noise Estimate 1.9075-1.95um,Full Phase Curve Noise Estimate 1.9075-1.95um
182,HD219134b,5.970490320743845e-06,1.1521139397633906e-06,6.096362927651559e-06,1.1764033326376878e-06,6.229452136679827e-06,1.202085299229411e-06,6.36907658491433e-06,1.2290283582582213e-06,6.514666101029561e-06,1.25712248486906e-06,6.6657394959962e-06,1.286274824948017e-06,6.8218874632737075e-06,1.3164063954056543e-06,6.98275927374054e-06,1.3474495167234894e-06,7.148052321806358e-06,1.3793457956875399e-06,7.317503836947744e-06,1.4120445259794424e-06,7.4908842563965505e-06,1.4455014093169749e-06,7.667991884095838e-06,1.4796775248031405e-06,7.848648554373939e-06,1.5145384921537595e-06,8.032696086856967e-06,1.5500537876088125e-06,8.21999336930191e-06,1.5861961810123971e-06,8.410413942351273e-06,1.6229412697475168e-06,8.603843988232928e-06,1.6602670906193882e-06,8.800180646646561e-06,1.6981537948753175e-06,8.999330597278838e-06,1.7365833746753985e-06,9.201208860849472e-06,1.7755394317326985e-06
183,HATS-3b,7.306014257623349e-05,2.4468138787775465e-05,7.54074321857476e-05,2.5254255621324844e-05,7.782025640617975e-05,2.6062320262513275e-05,8.029463730352835e-05,2.6891000485070643e-05,8.282716717542713e-05,2.7739155035619854e-05,8.541490259505679e-05,2.8605798148552104e-05,8.805528151697699e-05,2.9490071784432965e-05,9.074605778737452e-05,3.0391223697218275e-05,9.3485248931264e-05,3.1308589947975304e-05,9.627109416992033e-05,3.224158084475025e-05,9.910202039492106e-05,3.318966954713672e-05,0.00010197661438472903,3.4152382761496185e-05,0.00010489359995924887,3.512929308992618e-05,0.0001078518190705313,3.6120012697460237e-05,0.00011085021605383903,3.7124188037685844e-05,0.00011388782443353299,3.814149543398211e-05,0.00011696375580762689,3.917163735691185e-05,0.00012007719043392431,4.0214339271480686e-05,0.0001232273692171474,4.126934695359383e-05,0.00012641358685590003,4.23364241949462e-05
184,HAT-P-8b,3.324061233231965e-05,1.2168989553642122e-05,3.428404145951246e-05,1.2550976444311688e-05,3.535776220446759e-05,1.2944052732987146e-05,3.6459862871363334e-05,1.334751857075321e-05,3.758870919955834e-05,1.3760775674387128e-05,3.874289249500348e-05,1.4183308337890562e-05,3.9921189100403874e-05,1.461466859500195e-05,4.112252841246812e-05,1.5054464510694976e-05,4.23459674119905e-05,1.5502350856947108e-05,4.359067020685686e-05,1.5958021623679368e-05,4.485589146986341e-05,1.64212039555404e-05,4.6140962929272766e-05,1.6891653206261075e-05,4.744528227183629e-05,1.736914887618399e-05,4.876830396705514e-05,1.785349125313552e-05,5.010953163262921e-05,1.8344498617508216e-05,5.146851164470302e-05,1.8842004903048433e-05,5.284482776004367e-05,1.9345857728100194e-05,5.423809656588531e-05,1.9855916729847804e-05,5.564796361066911e-05,2.0372052147826158e-05,5.707410009801901e-05,2.0894143613624912e-05
185,WASP-96b,0.00011996357422646913,3.421489595713283e-05,0.0001232778145369063,3.5160152783046274e-05,0.00012671188520160486,3.613958650915626e-05,0.00013025677273500574,3.715062639286362e-05,0.0001339048421753089,3.819109486130668e-05,0.00013764957215596008,3.925913195091237e-05,0.00014148534908493254,4.035313660512354e-05,0.00014540730562542412,4.147172060736401e-05,0.00014941119275133834,4.261367208989188e-05,0.00015349327751198932,4.377792637519854e-05,0.00015765026067321254,4.4963542486371596e-05,0.00016187920986386833,4.6169684079761734e-05,0.00016617750491997228,4.739560385654348e-05,0.00017054279290018096,4.864063073265008e-05,0.00017497295082659134,4.9904159212050406e-05,0.00017946605463953075,5.11856405323227e-05,0.00018402035318369612,5.248457524522289e-05,0.00018863424629345693,5.3800506966378355e-05,0.0001933062662375897,5.513301708312745e-05,0.00019803506193259276,5.648172025198793e-05
186,WASP-24b,6.228885596450327e-05,2.400949774066095e-05,6.420410752036792e-05,2.4747739392258068e-05,6.617694489037526e-05,2.550817773462987e-05,6.820361326435108e-05,2.6289365460629697e-05,7.028090828163972e-05,2.7090067436159643e-05,7.240607259223208e-05,2.790922082922851e-05,7.457671511358236e-05,2.8745903987157137e-05,7.679074737809037e-05,2.9599311901451605e-05,7.904633289109632e-05,3.0468736687632392e-05,8.134184649389247e-05,3.1353551921538734e-05,8.367584149335643e-05,3.225319996930957e-05,8.604702287389524e-05,3.316718166181629e-05,8.845422531210723e-05,3.409504782032305e-05,9.089639501322235e-05,3.503639225526737e-05,9.337257461097536e-05,3.5990845945853724e-05,9.588189053993838e-05,3.6958072172666675e-05,9.842354241633462e-05,3.7937762424461604e-05,0.00010099679406044308,3.892963293771332e-05,0.00010360096586855405,3.9933421756354726e-05,0.00010623542830051199,4.09488862215232e-05
187,TOI-216.01,5.718516341791062e-05,8.002426723967647e-06,5.85529173026992e-05,8.193828646865966e-06,5.9984087082765065e-05,8.394104918017563e-06,6.147318915776e-05,8.602488168626984e-06,6.301561257049787e-05,8.81833314659029e-06,6.460744741398277e-05,9.04109270396976e-06,6.62453522159123e-05,9.270299238932123e-06,6.79264503831657e-05,9.505550204308015e-06,6.964824856034141e-05,9.746496682778586e-06,7.140857168921924e-05,9.992834299170502e-06,7.320551092200939e-05,1.0244295931495259e-05,7.50373815186729e-05,1.05006458191481e-05,7.690268856615175e-05,1.0761674765696052e-05,7.880009887507481e-05,1.1027196206134959e-05,8.07284177922371e-05,1.1297042962054147e-05,8.268656995274058e-05,1.1571064548112953e-05,8.467358321075688e-05,1.184912492332992e-05,8.668857515115696e-05,1.2131100603535576e-05,8.873074170926103e-05,1.2416879068833213e-05,9.079934752234499e-05,1.2706357413399651e-05
188,KELT-3b,3.826624890554231e-05,1.3646397078619996e-05,3.948741739774532e-05,1.4081886592777424e-05,4.074306659632765e-05,1.452967251497749e-05,4.2031079231936344e-05,1.4988999790854023e-05,4.3349642663132524e-05,1.5459222001551154e-05,4.469719216924896e-05,1.593978114098903e-05,4.6072366601770786e-05,1.6430191800389746e-05,4.747397335924153e-05,1.6930028677731348e-05,4.890096047226848e-05,1.743891662278464e-05,5.0352394165310114e-05,1.7956522635263835e-05,5.1827440676764004e-05,1.8482549381559776e-05,5.332535141902494e-05,1.901672990256356e-05,5.4845450779780325e-05,1.95588232634004e-05,5.638712602810715e-05,2.0108610953771607e-05,5.794981891007983e-05,2.066589389080502e-05,5.953301860981616e-05,2.1230489908843902e-05,6.113625582119781e-05,2.1802231645321362e-05,6.275909772855562e-05,2.2380964750787104e-05,6.440114373556476e-05,2.2966546365758615e-05,6.606202181341044e-05,2.3558843818414726e-05
189,WASP-132b,6.380517088133681e-05,1.4658777198870573e-05,6.51592520291047e-05,1.4969867563180318e-05,6.659012169976443e-05,1.5298599536045502e-05,6.809055876192443e-05,1.5643314114681086e-05,6.965451913757055e-05,1.6002622715814603e-05,7.127690087296703e-05,1.6375353202422396e-05,7.295336322453239e-05,1.6760508320016158e-05,7.46801858683351e-05,1.715723335104139e-05,7.645415826186387e-05,1.7564790696543176e-05,7.827249190976094e-05,1.7982539719852027e-05,8.013275020256901e-05,1.840992062754271e-05,8.203279186470781e-05,1.884644147701529e-05,8.397072503430207e-05,1.9291667626667257e-05,8.594486971698429e-05,1.974521310992586e-05,8.79537268860907e-05,2.020673353624131e-05,8.999595289624971e-05,2.0675920212793505e-05,9.207033817369254e-05,2.1152495248744802e-05,9.417578937101757e-05,2.1636207455426008e-05,9.631131434550123e-05,2.2126828895211795e-05,9.847600945186083e-05,2.262415196212474e-05
190,KELT-17b,2.9059819053185766e-05,1.0216475706664075e-05,3.0120794624450163e-05,1.058947978935806e-05,3.120595278744252e-05,1.0970985675193375e-05,3.231416540284872e-05,1.1360596747526427e-05,3.3444451576479674e-05,1.1757968156252145e-05,3.45959514894814e-05,1.2162797617367397e-05,3.576790575835108e-05,1.2574818156632102e-05,3.69596389998895e-05,1.299379233154757e-05,3.817054662724346e-05,1.3419507589279695e-05,3.940008415303064e-05,1.385177250598982e-05,4.064775845555659e-05,1.429041371632413e-05,4.1913120595320876e-05,1.4735273387933718e-05,4.319575986565463e-05,1.5186207129874606e-05,4.4495298833223236e-05,1.5643082249011745e-05,4.581138917813484e-05,1.610577628753813e-05,4.714370818430086e-05,1.6574175789101087e-05,4.8491955761963185e-05,1.7048175252020863e-05,4.9855851908365476e-05,1.7527676236546235e-05,5.123513453122923e-05,1.8012586599660373e-05,5.262955757427988e-05,1.8502819836077505e-05
191,KELT-10b,4.098276770012453e-05,1.3023697174581312e-05,4.221487816579307e-05,1.3415243048396243e-05,4.348548596861692e-05,1.3819022787547137e-05,4.4791995418788695e-05,1.4234211521486993e-05,4.6132195243253895e-05,1.4660106541437262e-05,4.750418596766907e-05,1.5096104223484085e-05,4.890632329255907e-05,1.5541682034386527e-05,5.033717350096583e-05,1.599638436080895e-05,5.1795478016046635e-05,1.6459811246267424e-05,5.328012498819629e-05,1.6931609361951483e-05,5.479012633399356e-05,1.7411464710052194e-05,5.632459904090184e-05,1.7899096682681825e-05,5.788274983744115e-05,1.8394253190288773e-05,5.9463862539252915e-05,1.8896706640430405e-05,6.106728753838582e-05,1.9406250597628708e-05,6.269243302101786e-05,1.9922696992496623e-05,6.433875758820603e-05,2.0445873776725062e-05,6.600576402253342e-05,2.097562294221865e-05,6.769299399612331e-05,2.151179883938347e-05,6.940002355627601e-05,2.2054266742531454e-05
192,WASP-117b,2.770297323727866e-05,7.276223975423663e-06,2.8549355274656676e-05,7.498527380187837e-06,2.942146420709209e-05,7.727587989279017e-06,3.0317606148176904e-05,7.962960901105305e-06,3.1236336272251666e-05,8.204266630222537e-06,3.217641194032958e-05,8.451178795793862e-06,3.3136756122097804e-05,8.703414514328132e-06,3.4116428568875575e-05,8.96072682821775e-06,3.511460288539112e-05,9.222898683609401e-06,3.613054813646739e-05,9.489738099374763e-06,3.71636139731024e-05,9.761074260455109e-06,3.821321851400973e-05,1.003675433493125e-05,3.9278838402394465e-05,1.0316640862422079e-05,4.036000059327048e-05,1.0600609597012187e-05,4.1456275527614624e-05,1.088854771443407e-05,4.256727142557065e-05,1.1180352313170314e-05,4.369262948850694e-05,1.147592915426745e-05,4.4832019843749515e-05,1.1775191596214525e-05,4.5985138099741747e-05,1.207805969015106e-05,4.71517024057023e-05,1.2384459407582164e-05
193,HATS-51b,7.868974221245512e-05,2.6134733450740942e-05,8.09699741074466e-05,2.689205265278616e-05,8.332611284756992e-05,2.7674582322026085e-05,8.575277445125673e-05,2.8480534310231535e-05,8.824538440571176e-05,2.9308389312989884e-05,9.080002353689849e-05,3.0156845679464415e-05,9.341330802687994e-05,3.102477956330183e-05,9.608229507591886e-05,3.191121359077372e-05,9.88044080369235e-05,3.281529199614691e-05,0.00010157737648739412,3.3736260718152624e-05,0.00010439918786981176,3.467345133861038e-05,0.00010726804817134275,3.56262680232234e-05,0.00011018234972575741,3.659417682783061e-05,0.00011314064467106908,3.75766968830578e-05,0.00011614162293150291,3.857339308160619e-05,0.00011918409384385927,3.9583869975931054e-05,0.00012226697073873904,4.060776665730025e-05,0.0001253892579323899,4.1644752435477216e-05,0.00012855003969673213,4.269452317540438e-05,0.00013174847086171979,4.375679817602402e-05
194,K2-333b,6.539236966600886e-05,1.3129456336743527e-05,6.733349589559285e-05,1.3519194959240308e-05,6.933661137276288e-05,1.3921379760453128e-05,7.139746028080286e-05,1.4335156259040565e-05,7.351242050389316e-05,1.4759797207898051e-05,7.567838357951973e-05,1.519467849104598e-05,7.789266114652942e-05,1.5639260340304094e-05,8.015291131274024e-05,1.6093072551406882e-05,8.245708016302673e-05,1.6555702740018114e-05,8.480335489308917e-05,1.702678693194597e-05,8.719012595512008e-05,1.7506001962763653e-05,8.961595625138907e-05,1.7993059292508486e-05,9.207955588571273e-05,1.848769993629117e-05,9.457976133203308e-05,1.8989690281770492e-05,9.711551813929007e-05,1.949881861664389e-05,9.968586648700039e-05,2.001489222850178e-05,0.00010228992905390253,2.0537734969098497e-05,0.00010492690077500476,2.106718519777611e-05,0.00010759604014937398,2.1603094036245377e-05,0.00011029666182843667,2.214532388046752e-05
195,WASP-126b,4.8516940457489954e-05,1.6429760971484215e-05,4.993482848679488e-05,1.6909914113585584e-05,5.139923001539881e-05,1.7405818571994696e-05,5.290688279367895e-05,1.791636961955798e-05,5.445501341899837e-05,1.8440628072106496e-05,5.6041244418981136e-05,1.897778882316643e-05,5.766352189330802e-05,1.952715634060021e-05,5.932005860075514e-05,2.0088125393619792e-05,6.100928877811076e-05,2.066016575267929e-05,6.272983196179831e-05,2.1242809938041126e-05,6.448046378393928e-05,2.183564333016426e-05,6.626009221975906e-05,2.2438296126133415e-05,6.806773813145709e-05,2.305043675104156e-05,6.990251922485191e-05,2.367176642507342e-05,7.176363673684798e-05,2.430201465535354e-05,7.3650364323193e-05,2.4940935472900032e-05,7.556203873068425e-05,2.5588304273863575e-05,7.749805192552145e-05,2.624391515387537e-05,7.945784441688113e-05,2.6907578647144515e-05,8.144089956698921e-05,2.7579119799622874e-05
196,WASP-6b,8.492645973672198e-05,2.795883098793985e-05,8.722236608851786e-05,2.8714671486330986e-05,8.96044658832317e-05,2.9498887922095263e-05,9.206611582090455e-05,3.030929323949846e-05,9.460169577055158e-05,3.114403722256757e-05,9.720641136757942e-05,3.200154150774224e-05,9.98761407852989e-05,3.2880449139179445e-05,0.0001026073145864329,3.3779585014398046e-05,0.00010539682062450592,3.4697924576651077e-05,0.00010824192811177057,3.5634568817156955e-05,0.00011114022649425622,3.658872415201659e-05,0.00011408957586953229,3.7559686099133694e-05,0.00011708806647861627,3.8546825942454566e-05,0.00012013398538797564,3.9549579763274976e-05,0.00012322578891124552,4.056743936113175e-05,0.00012636207964498853,4.159994469369358e-05,0.0001295415872381623,4.264667754583411e-05,0.00013276315220179814,4.370725619957983e-05,0.00013602571220887633,4.478133092386118e-05,0.00013932829044531903,4.586858013951669e-05
197,LHS3844b,0.0001641903253094604,5.767067857494729e-05,0.00016353086023104701,5.743904617823391e-05,0.00016330946089190612,5.7361281242326535e-05,0.00016346422666837918,5.741564161546398e-05,0.0001639449302169339,5.7584485302120216e-05,0.00016471042043749524,5.785335827243106e-05,0.000165726681136029,5.82103125812981e-05,0.00016696536197673516,5.8645390375843364e-05,0.00016840265419645968,5.915022899812989e-05,0.00017001842112222793,5.971775558565801e-05,0.0001717955191803324,6.034194858065905e-05,0.00017371926284633768,6.101764979760761e-05,0.00017577699944931158,6.174041507624595e-05,0.00017795776859924164,6.250639465789754e-05,0.00018025202737194493,6.331223665863021e-05,0.00018265142701092248,6.415500863737812e-05,0.00018514863030081455,6.503213344967283e-05,0.00018773716128331724,6.594133646143276e-05,0.00019041128086820595,6.68806018582241e-05,0.00019316588331136911,6.784813628390974e-05
198,KELT-7b,1.8406631783625852e-05,6.845048548668722e-06,1.903357563369534e-05,7.078196097957589e-06,1.967642553917376e-05,7.317258782767818e-06,2.0334316012847674e-05,7.561914746169586e-06,2.1006501193016958e-05,7.811886617506062e-06,2.1692333004951286e-05,8.066933391087313e-06,2.2391244018221265e-05,8.326844051183641e-06,2.3102733859271996e-05,8.591432519140569e-06,2.382635834441397e-05,8.86053361216121e-06,2.4561720715119486e-05,9.133999783892923e-06,2.530846451301758e-05,9.411698474784149e-06,2.6066267744862025e-05,9.6935099421558e-06,2.683483807059191e-05,9.979325470739751e-06,2.7613908809012097e-05,1.0269045887273388e-05,2.840323560159052e-05,1.0562580319834301e-05,2.9202593609574767e-05,1.0859845155505473e-05,3.0011775146071643e-05,1.116076315979427e-05,3.0830587665021613e-05,1.1465262728773329e-05,3.165885204470275e-05,1.177327725075088e-05,3.249640111562262e-05,1.2084744558823992e-05
199,K2-198b,4.853001553947158e-05,7.425334227228515e-06,4.9760807880162214e-05,7.613651589016864e-06,5.1043204775852585e-05,7.809864704891851e-06,5.23729644672683e-05,8.013324564545658e-06,5.374651058025954e-05,8.223483964910474e-06,5.5160802398847785e-05,8.439877661288155e-06,5.6613234406503114e-05,8.662106996665013e-06,5.810155769270397e-05,8.889827876523786e-06,5.9623817879555946e-05,9.122741271306976e-06,6.117830566133269e-05,9.36058564872011e-06,6.27635170682131e-05,9.603130893885518e-06,6.437812129560457e-05,9.850173387068455e-06,6.602093446993646e-05,1.010153198971277e-05,6.769089810991437e-05,1.0357044748905474e-05,6.938706132961067e-05,1.0616566174360886e-05,7.11085660445442e-05,1.0879964974877125e-05,7.285463460389163e-05,1.114712216600279e-05,7.462455939513088e-05,1.141792947949561e-05,7.641769406183711e-05,1.169228801960146e-05,7.823344604824402e-05,1.1970107122335097e-05
200,WASP-78b,7.113376038699046e-05,3.352267116580056e-05,7.333028072857045e-05,3.455780875334253e-05,7.559236835288487e-05,3.5623845740078116e-05,7.791577596520351e-05,3.671878053542911e-05,8.029687766541383e-05,3.784090438877565e-05,8.273255229718077e-05,3.8988746416293974e-05,8.522009237266601e-05,4.0161030680595194e-05,8.775713226048561e-05,4.1356642348405324e-05,9.034159104092777e-05,4.2574600760374406e-05,9.297162664230805e-05,4.381403781726229e-05,9.564559873611795e-05,4.507418049381494e-05,9.836203849265819e-05,4.635433658572962e-05,0.00010111962375474214,4.765388300995333e-05,0.0001039171585235314,4.897225613712694e-05,0.00010675355590139017,5.030894375319298e-05,0.00010962782382527539,5.166347833607768e-05,0.00011253905306732479,5.30354314008187e-05,0.00011548640708875669,5.442440871808887e-05,0.00011846911341758837,5.583004625083856e-05,0.00012148645628617088,5.725200668464214e-05
201,HAT-P-45b,5.762268684921886e-05,2.004559049883574e-05,5.946822179707284e-05,2.0687609117522775e-05,6.136555263758728e-05,2.134764632073903e-05,6.33115184124032e-05,2.2024602484702395e-05,6.530341206267773e-05,2.2717535886699347e-05,6.733889601703517e-05,2.342563334009939e-05,6.941593616328612e-05,2.41481872246542e-05,7.153274969180993e-05,2.4884577342425303e-05,7.368776351930353e-05,2.5634256454374788e-05,7.587958086377456e-05,2.639673865258397e-05,7.81069541583065e-05,2.7171589937583276e-05,8.036876293737556e-05,2.7958420525516972e-05,8.26639956560382e-05,2.8756878523462e-05,8.499173464368081e-05,2.9566644695188003e-05,8.735114357422038e-05,3.038742810233198e-05,8.97414569703456e-05,3.121896245316826e-05,9.216197136251106e-05,3.2061003027028535e-05,9.461203780234376e-05,3.291332406989036e-05,9.709105549107278e-05,3.377571657785627e-05,9.959846633094721e-05,3.464798640171899e-05
202,TrES-2b,8.807959080357643e-05,2.5375666417538293e-05,9.067913343864078e-05,2.6124592770893734e-05,9.336251969421463e-05,2.6897674410688133e-05,9.612394716236497e-05,2.7693239667391904e-05,9.895847948743916e-05,2.850986638051114e-05,0.00010186188209670742,2.9346334572704543e-05,0.00010483049422038959,3.0201589578845642e-05,0.00010786112818714492,3.1074713033126284e-05,0.00011095098944601861,3.1964899827437206e-05,0.00011409761249956031,3.287143965374585e-05,0.00011729880916806029,3.379370209906016e-05,0.00012055262649548747,3.473112451815983e-05,0.00012385731225715953,3.5683202096380975e-05,0.00012721128650765678,3.664947965259069e-05,0.00013061311796356423,3.7629544835072113e-05,0.00013406150428297607,3.8623022440063946e-05,0.00013755525550626324,3.962956964105755e-05,0.00014109328007726144,4.0648871961511324e-05,0.0001446745729831116,4.168063985794733e-05,0.00014829820564326606,4.272460580698126e-05
203,CoRoT-2b,8.498454491243893e-05,3.178077049313577e-05,8.73783551117898e-05,3.2675958349093356e-05,8.985585830529468e-05,3.360244398798115e-05,9.241090208962394e-05,3.4557926660664104e-05,9.503826878106298e-05,3.5540455165205306e-05,9.773349643130596e-05,3.6548360914037395e-05,0.00010049273966559947,3.7580205893076456e-05,0.0001033126603915526,3.863474179125288e-05,0.00010619034116314323,3.971087760216601e-05,0.00010912321590492598,4.080765371774971e-05,0.0001121090140669968,4.1924221044495615e-05,0.00011514571526401078,4.3059824040286984e-05,0.00011823151216686143,4.421378683739283e-05,0.00012136477994174376,4.538550181391792e-05,0.0001245440509221949,4.657442012217394e-05,0.00012776799349273669,4.7780043792018893e-05,0.00013103539438442735,4.900191911011205e-05,0.00013434514375164862,5.0239631039237945e-05,0.00013769622252940168,5.149279849044823e-05,0.00014108769167096212,5.2761070298381494e-05
204,HAT-P-27b,0.00010497352937051619,2.668553787335273e-05,0.00010771431551979103,2.738227878535046e-05,0.00011056439071435046,2.81068022914419e-05,0.00011351501968150903,2.885688777990255e-05,0.0001165588265521833,2.9630660215807354e-05,0.00011968953104089516,3.0426523074804082e-05,0.00012290174393269777,3.1243106353422e-05,0.00012619080692334488,3.207922585451032e-05,0.0001295526660037408,3.293385100003751e-05,0.0001329837704796015,3.3806079160670614e-05,0.00013648099177306672,3.4695115014165264e-05,0.00014004155762832997,3.560025381964283e-05,0.00014366299841431807,3.652086776708369e-05,0.00014734310300315245,3.745639476109959e-05,0.00015107988228542604,3.840632914607684e-05,0.00015487153881887152,3.937021399050147e-05,0.00015871644143575103,4.0347634631851355e-05,0.00016261310388443137,4.133821324702686e-05,0.0001665601667725172,4.2341604262077393e-05,0.00017055638222716795,4.335749045266891e-05
205,G9-40b,9.647342191437428e-05,1.621766447172377e-05,9.673813794874773e-05,1.6262164560355063e-05,9.721254720953677e-05,1.6341915128553873e-05,9.786899181335981e-05,1.6452266747868515e-05,9.868486690480267e-05,1.658941942910751e-05,9.96415250362012e-05,1.675023844310432e-05,0.00010072345097643209,1.693211560195012e-05,0.00010191763283359833,1.7132863541573648e-05,0.00010321307754134482,1.7350634272568862e-05,0.00010460043378310614,1.758385579187608e-05,0.00010607169576605985,1.783118228570278e-05,0.0001076199684682719,1.8091454666395262e-05,0.00010923928007893791,1.8363669042705623e-05,0.00011092443099672774,1.8646951335658695e-05,0.0001126708713878916,1.8940536695457578e-05,0.000114474601233134,1.924375269886356e-05,0.00011633208821521485,1.955600554569135e-05,0.00011824019985956043,1.987676865130661e-05,0.00012019614713731177,2.020557316601644e-05,0.00012219743734445101,2.0542000053815006e-05
206,WASP-41b,6.053869015948329e-05,2.0799655075330598e-05,6.22131520157673e-05,2.1374960371096886e-05,6.39480335044554e-05,2.1971024416523474e-05,6.573879607939777e-05,2.258628787502395e-05,6.75815950496894e-05,2.3219429802182677e-05,6.947314626132874e-05,2.3869321840741406e-05,7.141062251843644e-05,2.4534992633391847e-05,7.339157229539109e-05,2.5215599894197528e-05,7.541385534337472e-05,2.591040828453332e-05,7.747559123402853e-05,2.661877173390853e-05,7.95751179054995e-05,2.73401191973738e-05,8.171095801155878e-05,2.8073943093877973e-05,8.388179140939087e-05,2.8819789853726342e-05,8.60864325148377e-05,2.9577252138380787e-05,8.832381154581598e-05,3.0345962396143703e-05,9.05929588933595e-05,3.1125587492419646e-05,9.289299202512061e-05,3.191582421006969e-05,9.52231044521933e-05,3.2716395458674105e-05,9.758255638696405e-05,3.35270470647919e-05,9.997066679461615e-05,3.434754504104668e-05
207,TOI-640b,3.999301163128764e-05,1.1494936947213188e-05,4.129825515287449e-05,1.1870094790281488e-05,4.2639000768510455e-05,1.225545677442201e-05,4.4013152458180466e-05,1.26504204539341e-05,4.5418911980446305e-05,1.3054468971719359e-05,4.6854723785187894e-05,1.3467155225901252e-05,4.831923187944048e-05,1.3888089472047065e-05,4.9811245721456936e-05,1.4316929520315173e-05,5.1329713007368075e-05,1.4753372913697915e-05,5.287369777276872e-05,1.5197150633899741e-05,5.444236263100497e-05,1.5648021996201152e-05,5.603495425927048e-05,1.6105770477819623e-05,5.765079145551889e-05,1.6570200285183924e-05,5.9289255245961575e-05,1.704113351059514e-05,6.094978064004405e-05,1.7518407762411964e-05,6.263184971806272e-05,1.8001874178268357e-05,6.43349858037118e-05,1.8491395750125768e-05,6.605874852527427e-05,1.8986845904742676e-05,6.780272960890327e-05,1.9488107294564205e-05,6.956654927832567e-05,1.9995070762911838e-05
208,TOI-1259Ab,7.205102767206946e-05,2.0594301044424784e-05,7.362030381937386e-05,2.1042846283036974e-05,7.527481093309098e-05,2.1515753036499442e-05,7.7006663564606e-05,2.2010767411871433e-05,7.880925557595837e-05,2.2526001180791797e-05,8.067700556380971e-05,2.3059859014167877e-05,8.260516067213051e-05,2.36109824060761e-05,8.458964381001536e-05,2.4178206004123795e-05,8.662693351091026e-05,2.4760523269685855e-05,8.871396860322123e-05,2.535705922996325e-05,9.08480719295221e-05,2.5967048674690984e-05,9.302688882667627e-05,2.6589818571949047e-05,9.524833714418865e-05,2.722477378193858e-05,9.75105663554336e-05,2.787138536976928e-05,9.981192388967406e-05,2.852918098216102e-05,0.0001021509272395912,2.9197736874956214e-05,0.00010452624071975485,2.9876671270007644e-05,0.00010693665599445677,3.0565638789461014e-05,0.00010938107567898261,3.1264325768516517e-05,0.00011185849946127244,3.197244628859166e-05
209,WASP-138b,7.494796384693546e-05,2.5400106347908904e-05,7.73273426391083e-05,2.62064854843265e-05,7.977449344190867e-05,2.7035832773432896e-05,8.228521815339082e-05,2.7886725464956995e-05,8.485592436394589e-05,2.8757946079711537e-05,8.748351244937902e-05,2.9648444145073307e-05,9.01652872945497e-05,3.055730627784048e-05,9.289888859391127e-05,3.1483732562860955e-05,9.568223531518555e-05,3.242701773159288e-05,9.851348107002e-05,3.338653603707651e-05,0.00010139097796306722,3.436172900227093e-05,0.0001043132470895805,3.535209542159405e-05,0.0001072789542895037,3.635718314390565e-05,0.00011028689008958826,3.73765822748262e-05,0.00011333595300653355,3.8409919518117326e-05,0.00011642513556592182,3.9456853437453896e-05,0.00011955351252981043,4.0517070466717034e-05,0.00012272023093152511,4.159028153275352e-05,0.00012592450159776823,4.2676219182190914e-05,0.00012916559190150737,4.377463512536822e-05
